from_zone_id,to_zone_id,distance_km
9.0,2.0,9.58
2.0,3.0,23.21
3.0,2.0,23.21
2.0,22.0,16.27
22.0,2.0,16.27
2.0,4.0,20.66
4.0,2.0,20.66
2.0,19.0,11.36
19.0,2.0,11.36
2.0,17.0,6.07
17.0,2.0,6.07
2.0,15.0,14.09
15.0,2.0,14.09
2.0,21.0,2.06
21.0,2.0,2.06
2.0,14.0,20.78
14.0,2.0,20.78
2.0,10.0,15.98
10.0,2.0,15.98
2.0,18.0,19.07
18.0,2.0,19.07
2.0,12.0,9.19
12.0,2.0,9.19
2.0,20.0,24.28
20.0,2.0,24.28
2.0,11.0,22.38
11.0,2.0,22.38
2.0,13.0,19.57
13.0,2.0,19.57
2.0,6.0,5.27
6.0,2.0,5.27
2.0,7.0,11.93
7.0,2.0,11.93
2.0,5.0,1.57
5.0,2.0,1.57
2.0,8.0,17.23
8.0,2.0,17.23
2.0,16.0,18.75
16.0,2.0,18.75
3.0,14.0,8.48
14.0,3.0,8.48
3.0,22.0,9.58
22.0,3.0,9.58
3.0,13.0,12.0
13.0,3.0,12.0
3.0,16.0,5.14
16.0,3.0,5.14
3.0,18.0,3.68
18.0,3.0,3.68
3.0,20.0,12.15
20.0,3.0,12.15
3.0,5.0,6.06
5.0,3.0,6.06
3.0,17.0,16.91
17.0,3.0,16.91
3.0,19.0,11.21
19.0,3.0,11.21
3.0,7.0,17.66
7.0,3.0,17.66
3.0,11.0,20.89
11.0,3.0,20.89
3.0,10.0,20.22
10.0,3.0,20.22
3.0,15.0,9.99
15.0,3.0,9.99
3.0,6.0,7.56
6.0,3.0,7.56
4.0,9.0,17.22
9.0,4.0,17.22
4.0,1.0,3.92
1.0,4.0,3.92
4.0,3.0,5.4
3.0,4.0,5.4
4.0,24.0,19.78
24.0,4.0,19.78
4.0,22.0,16.79
22.0,4.0,16.79
4.0,21.0,17.78
21.0,4.0,17.78
4.0,12.0,19.63
12.0,4.0,19.63
4.0,18.0,11.74
18.0,4.0,11.74
4.0,10.0,14.43
10.0,4.0,14.43
4.0,5.0,3.93
5.0,4.0,3.93
4.0,6.0,3.31
6.0,4.0,3.31
4.0,17.0,16.88
17.0,4.0,16.88
4.0,20.0,12.04
20.0,4.0,12.04
4.0,14.0,14.35
14.0,4.0,14.35
4.0,19.0,19.24
19.0,4.0,19.24
4.0,7.0,16.05
7.0,4.0,16.05
4.0,13.0,14.06
13.0,4.0,14.06
4.0,8.0,14.2
8.0,4.0,14.2
4.0,15.0,7.95
15.0,4.0,7.95
4.0,23.0,1.26
23.0,4.0,1.26
4.0,16.0,11.2
16.0,4.0,11.2
4.0,11.0,5.76
11.0,4.0,5.76
5.0,8.0,21.41
8.0,5.0,21.41
5.0,24.0,1.93
24.0,5.0,1.93
5.0,15.0,7.39
15.0,5.0,7.39
5.0,13.0,7.69
13.0,5.0,7.69
5.0,22.0,16.72
22.0,5.0,16.72
5.0,20.0,14.15
20.0,5.0,14.15
5.0,16.0,19.71
16.0,5.0,19.71
5.0,12.0,10.46
12.0,5.0,10.46
5.0,18.0,20.44
18.0,5.0,20.44
5.0,19.0,4.59
19.0,5.0,4.59
5.0,17.0,1.06
17.0,5.0,1.06
5.0,1.0,2.71
1.0,5.0,2.71
6.0,14.0,18.2
14.0,6.0,18.2
6.0,25.0,11.82
25.0,6.0,11.82
6.0,12.0,4.45
12.0,6.0,4.45
6.0,9.0,4.23
9.0,6.0,4.23
6.0,8.0,17.56
8.0,6.0,17.56
6.0,21.0,11.43
21.0,6.0,11.43
6.0,19.0,9.84
19.0,6.0,9.84
6.0,16.0,7.89
16.0,6.0,7.89
6.0,5.0,15.94
5.0,6.0,15.94
6.0,20.0,9.36
20.0,6.0,9.36
6.0,17.0,3.39
17.0,6.0,3.39
6.0,22.0,24.07
22.0,6.0,24.07
6.0,23.0,22.76
23.0,6.0,22.76
7.0,16.0,24.24
16.0,7.0,24.24
7.0,19.0,19.58
19.0,7.0,19.58
7.0,22.0,7.17
22.0,7.0,7.17
7.0,26.0,2.86
26.0,7.0,2.86
7.0,9.0,5.46
9.0,7.0,5.46
7.0,6.0,8.0
6.0,7.0,8.0
7.0,15.0,14.69
15.0,7.0,14.69
7.0,23.0,4.83
23.0,7.0,4.83
7.0,27.0,21.49
27.0,7.0,21.49
7.0,25.0,19.08
25.0,7.0,19.08
7.0,8.0,18.13
8.0,7.0,18.13
7.0,21.0,11.09
21.0,7.0,11.09
7.0,20.0,15.87
20.0,7.0,15.87
7.0,13.0,14.81
13.0,7.0,14.81
8.0,1.0,16.42
1.0,8.0,16.42
8.0,14.0,2.57
14.0,8.0,2.57
8.0,10.0,10.69
10.0,8.0,10.69
8.0,16.0,1.52
16.0,8.0,1.52
8.0,11.0,12.6
11.0,8.0,12.6
8.0,15.0,8.58
15.0,8.0,8.58
8.0,19.0,4.04
19.0,8.0,4.04
8.0,17.0,3.03
17.0,8.0,3.03
8.0,24.0,23.17
24.0,8.0,23.17
8.0,22.0,14.74
22.0,8.0,14.74
8.0,28.0,9.0
28.0,8.0,9.0
9.0,20.0,1.06
20.0,9.0,1.06
9.0,25.0,23.98
25.0,9.0,23.98
9.0,19.0,12.32
19.0,9.0,12.32
9.0,28.0,2.53
28.0,9.0,2.53
9.0,12.0,12.42
12.0,9.0,12.42
9.0,26.0,12.52
26.0,9.0,12.52
9.0,23.0,23.48
23.0,9.0,23.48
9.0,29.0,14.51
29.0,9.0,14.51
9.0,17.0,12.1
17.0,9.0,12.1
9.0,18.0,7.04
18.0,9.0,7.04
9.0,27.0,8.62
27.0,9.0,8.62
9.0,1.0,11.25
1.0,9.0,11.25
9.0,10.0,1.03
10.0,9.0,1.03
9.0,22.0,20.74
22.0,9.0,20.74
9.0,3.0,22.46
3.0,9.0,22.46
9.0,14.0,3.94
14.0,9.0,3.94
9.0,11.0,14.07
11.0,9.0,14.07
9.0,24.0,3.16
24.0,9.0,3.16
10.0,14.0,7.39
14.0,10.0,7.39
10.0,20.0,18.31
20.0,10.0,18.31
10.0,28.0,3.14
28.0,10.0,3.14
10.0,21.0,22.94
21.0,10.0,22.94
10.0,25.0,1.42
25.0,10.0,1.42
10.0,15.0,9.59
15.0,10.0,9.59
10.0,26.0,20.83
26.0,10.0,20.83
10.0,18.0,20.3
18.0,10.0,20.3
10.0,12.0,8.27
12.0,10.0,8.27
10.0,29.0,7.63
29.0,10.0,7.63
10.0,19.0,13.12
19.0,10.0,13.12
10.0,13.0,6.77
13.0,10.0,6.77
10.0,6.0,23.43
6.0,10.0,23.43
10.0,16.0,4.53
16.0,10.0,4.53
10.0,5.0,1.6
5.0,10.0,1.6
10.0,7.0,11.16
7.0,10.0,11.16
11.0,5.0,22.35
5.0,11.0,22.35
11.0,23.0,18.84
23.0,11.0,18.84
11.0,22.0,22.32
22.0,11.0,22.32
11.0,10.0,22.39
10.0,11.0,22.39
11.0,16.0,13.21
16.0,11.0,13.21
11.0,12.0,8.24
12.0,11.0,8.24
11.0,1.0,16.71
1.0,11.0,16.71
11.0,27.0,9.65
27.0,11.0,9.65
11.0,21.0,2.81
21.0,11.0,2.81
11.0,20.0,18.8
20.0,11.0,18.8
11.0,25.0,23.45
25.0,11.0,23.45
11.0,7.0,6.4
7.0,11.0,6.4
11.0,19.0,20.86
19.0,11.0,20.86
11.0,6.0,4.26
6.0,11.0,4.26
11.0,29.0,15.18
29.0,11.0,15.18
11.0,15.0,21.93
15.0,11.0,21.93
11.0,31.0,5.31
31.0,11.0,5.31
11.0,30.0,8.1
30.0,11.0,8.1
11.0,18.0,24.31
18.0,11.0,24.31
11.0,28.0,12.77
28.0,11.0,12.77
11.0,17.0,4.03
17.0,11.0,4.03
11.0,24.0,0.84
24.0,11.0,0.84
11.0,26.0,6.13
26.0,11.0,6.13
11.0,14.0,3.73
14.0,11.0,3.73
12.0,31.0,17.1
31.0,12.0,17.1
12.0,23.0,3.48
23.0,12.0,3.48
12.0,30.0,5.39
30.0,12.0,5.39
12.0,27.0,20.2
27.0,12.0,20.2
12.0,25.0,18.03
25.0,12.0,18.03
12.0,19.0,18.61
19.0,12.0,18.61
12.0,29.0,3.71
29.0,12.0,3.71
12.0,28.0,3.53
28.0,12.0,3.53
12.0,7.0,10.24
7.0,12.0,10.24
12.0,20.0,12.47
20.0,12.0,12.47
12.0,22.0,16.74
22.0,12.0,16.74
12.0,17.0,23.91
17.0,12.0,23.91
12.0,8.0,7.52
8.0,12.0,7.52
12.0,32.0,23.16
32.0,12.0,23.16
12.0,18.0,16.03
18.0,12.0,16.03
12.0,14.0,3.09
14.0,12.0,3.09
12.0,13.0,3.94
13.0,12.0,3.94
12.0,15.0,10.77
15.0,12.0,10.77
12.0,3.0,24.17
3.0,12.0,24.17
12.0,24.0,15.1
24.0,12.0,15.1
12.0,21.0,20.21
21.0,12.0,20.21
13.0,30.0,19.73
30.0,13.0,19.73
13.0,19.0,0.94
19.0,13.0,0.94
13.0,24.0,3.17
24.0,13.0,3.17
13.0,15.0,20.82
15.0,13.0,20.82
13.0,32.0,20.02
32.0,13.0,20.02
13.0,1.0,6.2
1.0,13.0,6.2
13.0,31.0,21.76
31.0,13.0,21.76
13.0,29.0,10.61
29.0,13.0,10.61
13.0,20.0,16.47
20.0,13.0,16.47
13.0,23.0,21.75
23.0,13.0,21.75
13.0,25.0,11.62
25.0,13.0,11.62
13.0,33.0,6.57
33.0,13.0,6.57
14.0,30.0,2.13
30.0,14.0,2.13
14.0,27.0,15.06
27.0,14.0,15.06
14.0,31.0,20.7
31.0,14.0,20.7
14.0,7.0,8.1
7.0,14.0,8.1
14.0,23.0,4.02
23.0,14.0,4.02
14.0,25.0,4.56
25.0,14.0,4.56
14.0,29.0,4.26
29.0,14.0,4.26
14.0,19.0,3.33
19.0,14.0,3.33
14.0,15.0,1.02
15.0,14.0,1.02
14.0,5.0,1.86
5.0,14.0,1.86
14.0,24.0,4.78
24.0,14.0,4.78
15.0,28.0,10.14
28.0,15.0,10.14
15.0,1.0,8.29
1.0,15.0,8.29
15.0,6.0,12.86
6.0,15.0,12.86
15.0,25.0,21.94
25.0,15.0,21.94
15.0,35.0,21.35
35.0,15.0,21.35
15.0,27.0,1.57
27.0,15.0,1.57
15.0,23.0,6.3
23.0,15.0,6.3
15.0,30.0,6.61
30.0,15.0,6.61
15.0,9.0,10.7
9.0,15.0,10.7
15.0,31.0,1.71
31.0,15.0,1.71
15.0,17.0,20.92
17.0,15.0,20.92
15.0,24.0,1.77
24.0,15.0,1.77
15.0,21.0,23.16
21.0,15.0,23.16
15.0,33.0,2.93
33.0,15.0,2.93
15.0,18.0,21.17
18.0,15.0,21.17
15.0,22.0,22.62
22.0,15.0,22.62
15.0,16.0,20.15
16.0,15.0,20.15
16.0,13.0,19.59
13.0,16.0,19.59
16.0,27.0,3.8
27.0,16.0,3.8
16.0,23.0,13.63
23.0,16.0,13.63
16.0,9.0,13.1
9.0,16.0,13.1
16.0,29.0,21.51
29.0,16.0,21.51
16.0,26.0,9.93
26.0,16.0,9.93
16.0,32.0,16.17
32.0,16.0,16.17
17.0,24.0,3.92
24.0,17.0,3.92
17.0,34.0,12.21
34.0,17.0,12.21
17.0,27.0,10.71
27.0,17.0,10.71
17.0,23.0,6.2
23.0,17.0,6.2
17.0,30.0,8.52
30.0,17.0,8.52
17.0,20.0,7.77
20.0,17.0,7.77
17.0,31.0,23.75
31.0,17.0,23.75
17.0,33.0,22.95
33.0,17.0,22.95
17.0,32.0,12.28
32.0,17.0,12.28
18.0,29.0,8.54
29.0,18.0,8.54
18.0,24.0,13.62
24.0,18.0,13.62
18.0,22.0,21.29
22.0,18.0,21.29
18.0,38.0,16.49
38.0,18.0,16.49
18.0,34.0,20.21
34.0,18.0,20.21
18.0,8.0,13.55
8.0,18.0,13.55
18.0,13.0,16.01
13.0,18.0,16.01
18.0,30.0,7.56
30.0,18.0,7.56
18.0,20.0,18.5
20.0,18.0,18.5
18.0,7.0,5.46
7.0,18.0,5.46
18.0,37.0,3.74
37.0,18.0,3.74
19.0,29.0,2.83
29.0,19.0,2.83
19.0,35.0,2.57
35.0,19.0,2.57
19.0,36.0,23.43
36.0,19.0,23.43
19.0,25.0,23.99
25.0,19.0,23.99
19.0,39.0,20.12
39.0,19.0,20.12
19.0,23.0,19.67
23.0,19.0,19.67
19.0,21.0,23.68
21.0,19.0,23.68
19.0,30.0,6.71
30.0,19.0,6.71
19.0,31.0,14.96
31.0,19.0,14.96
19.0,34.0,15.6
34.0,19.0,15.6
19.0,17.0,14.34
17.0,19.0,14.34
19.0,24.0,14.52
24.0,19.0,14.52
19.0,28.0,13.3
28.0,19.0,13.3
19.0,37.0,19.22
37.0,19.0,19.22
19.0,22.0,20.08
22.0,19.0,20.08
19.0,26.0,15.19
26.0,19.0,15.19
19.0,20.0,3.43
20.0,19.0,3.43
19.0,33.0,3.37
33.0,19.0,3.37
19.0,18.0,2.65
18.0,19.0,2.65
20.0,38.0,10.76
38.0,20.0,10.76
20.0,21.0,19.47
21.0,20.0,19.47
20.0,27.0,16.95
27.0,20.0,16.95
20.0,1.0,8.67
1.0,20.0,8.67
20.0,39.0,22.51
39.0,20.0,22.51
20.0,14.0,7.13
14.0,20.0,7.13
20.0,33.0,9.42
33.0,20.0,9.42
20.0,37.0,8.2
37.0,20.0,8.2
20.0,34.0,4.36
34.0,20.0,4.36
20.0,35.0,4.12
35.0,20.0,4.12
20.0,22.0,23.44
22.0,20.0,23.44
20.0,15.0,9.89
15.0,20.0,9.89
20.0,26.0,18.38
26.0,20.0,18.38
20.0,25.0,14.05
25.0,20.0,14.05
20.0,23.0,23.44
23.0,20.0,23.44
20.0,16.0,9.72
16.0,20.0,9.72
21.0,34.0,21.34
34.0,21.0,21.34
21.0,23.0,16.11
23.0,21.0,16.11
21.0,40.0,3.49
40.0,21.0,3.49
21.0,16.0,14.91
16.0,21.0,14.91
21.0,27.0,11.63
27.0,21.0,11.63
21.0,5.0,7.74
5.0,21.0,7.74
21.0,8.0,7.9
8.0,21.0,7.9
21.0,35.0,23.0
35.0,21.0,23.0
21.0,38.0,19.64
38.0,21.0,19.64
21.0,3.0,3.21
3.0,21.0,3.21
21.0,33.0,24.93
33.0,21.0,24.93
21.0,14.0,22.04
14.0,21.0,22.04
21.0,39.0,7.46
39.0,21.0,7.46
21.0,31.0,21.0
31.0,21.0,21.0
22.0,27.0,3.11
27.0,22.0,3.11
22.0,34.0,24.98
34.0,22.0,24.98
22.0,28.0,16.81
28.0,22.0,16.81
22.0,17.0,16.43
17.0,22.0,16.43
22.0,30.0,6.4
30.0,22.0,6.4
22.0,16.0,4.0
16.0,22.0,4.0
22.0,40.0,5.36
40.0,22.0,5.36
22.0,25.0,22.81
25.0,22.0,22.81
22.0,41.0,1.39
41.0,22.0,1.39
22.0,29.0,6.34
29.0,22.0,6.34
22.0,24.0,1.9
24.0,22.0,1.9
22.0,35.0,20.12
35.0,22.0,20.12
22.0,42.0,23.23
42.0,22.0,23.23
22.0,21.0,17.6
21.0,22.0,17.6
22.0,38.0,21.03
38.0,22.0,21.03
22.0,13.0,5.44
13.0,22.0,5.44
22.0,10.0,3.56
10.0,22.0,3.56
23.0,31.0,18.76
31.0,23.0,18.76
23.0,39.0,15.94
39.0,23.0,15.94
23.0,32.0,21.35
32.0,23.0,21.35
23.0,34.0,18.5
34.0,23.0,18.5
23.0,41.0,5.23
41.0,23.0,5.23
23.0,18.0,17.89
18.0,23.0,17.89
23.0,28.0,15.48
28.0,23.0,15.48
23.0,42.0,1.84
42.0,23.0,1.84
23.0,37.0,15.6
37.0,23.0,15.6
23.0,36.0,1.54
36.0,23.0,1.54
23.0,24.0,22.16
24.0,23.0,22.16
23.0,10.0,17.88
10.0,23.0,17.88
23.0,5.0,5.0
5.0,23.0,5.0
23.0,29.0,11.73
29.0,23.0,11.73
23.0,33.0,19.71
33.0,23.0,19.71
23.0,40.0,16.09
40.0,23.0,16.09
24.0,39.0,4.06
39.0,24.0,4.06
24.0,29.0,16.41
29.0,24.0,16.41
24.0,41.0,23.54
41.0,24.0,23.54
24.0,37.0,10.4
37.0,24.0,10.4
24.0,35.0,12.12
35.0,24.0,12.12
24.0,21.0,3.79
21.0,24.0,3.79
24.0,40.0,7.31
40.0,24.0,7.31
24.0,34.0,7.97
34.0,24.0,7.97
24.0,10.0,15.47
10.0,24.0,15.47
24.0,30.0,16.05
30.0,24.0,16.05
24.0,16.0,10.59
16.0,24.0,10.59
25.0,43.0,5.83
43.0,25.0,5.83
25.0,42.0,8.27
42.0,25.0,8.27
25.0,30.0,1.38
30.0,25.0,1.38
25.0,36.0,10.75
36.0,25.0,10.75
25.0,5.0,12.12
5.0,25.0,12.12
25.0,28.0,6.03
28.0,25.0,6.03
25.0,24.0,14.53
24.0,25.0,14.53
25.0,45.0,14.36
45.0,25.0,14.36
25.0,33.0,17.7
33.0,25.0,17.7
25.0,34.0,16.37
34.0,25.0,16.37
26.0,33.0,16.48
33.0,26.0,16.48
26.0,41.0,8.25
41.0,26.0,8.25
26.0,45.0,19.79
45.0,26.0,19.79
26.0,38.0,11.07
38.0,26.0,11.07
26.0,43.0,15.84
43.0,26.0,15.84
26.0,23.0,9.34
23.0,26.0,9.34
26.0,34.0,13.06
34.0,26.0,13.06
26.0,42.0,18.55
42.0,26.0,18.55
26.0,6.0,22.22
6.0,26.0,22.22
26.0,18.0,23.07
18.0,26.0,23.07
26.0,28.0,13.25
28.0,26.0,13.25
26.0,39.0,20.1
39.0,26.0,20.1
26.0,32.0,8.2
32.0,26.0,8.2
26.0,36.0,21.02
36.0,26.0,21.02
27.0,37.0,2.27
37.0,27.0,2.27
27.0,42.0,1.86
42.0,27.0,1.86
27.0,8.0,7.37
8.0,27.0,7.37
27.0,33.0,8.69
33.0,27.0,8.69
27.0,43.0,4.74
43.0,27.0,4.74
27.0,35.0,18.7
35.0,27.0,18.7
27.0,39.0,20.77
39.0,27.0,20.77
27.0,40.0,9.62
40.0,27.0,9.62
27.0,41.0,4.26
41.0,27.0,4.26
27.0,45.0,15.22
45.0,27.0,15.22
27.0,19.0,3.43
19.0,27.0,3.43
28.0,29.0,9.44
29.0,28.0,9.44
28.0,21.0,23.98
21.0,28.0,23.98
28.0,38.0,24.89
38.0,28.0,24.89
28.0,48.0,19.42
48.0,28.0,19.42
28.0,30.0,8.12
30.0,28.0,8.12
28.0,33.0,17.35
33.0,28.0,17.35
28.0,35.0,10.0
35.0,28.0,10.0
28.0,24.0,16.2
24.0,28.0,16.2
28.0,41.0,0.76
41.0,28.0,0.76
28.0,32.0,4.56
32.0,28.0,4.56
28.0,42.0,20.99
42.0,28.0,20.99
29.0,21.0,19.01
21.0,29.0,19.01
29.0,47.0,11.13
47.0,29.0,11.13
29.0,46.0,4.19
46.0,29.0,4.19
29.0,17.0,4.93
17.0,29.0,4.93
29.0,42.0,22.72
42.0,29.0,22.72
29.0,31.0,1.59
31.0,29.0,1.59
29.0,27.0,7.66
27.0,29.0,7.66
29.0,15.0,12.51
15.0,29.0,12.51
29.0,32.0,12.59
32.0,29.0,12.59
29.0,41.0,2.56
41.0,29.0,2.56
29.0,20.0,6.47
20.0,29.0,6.47
29.0,30.0,16.4
30.0,29.0,16.4
29.0,38.0,16.92
38.0,29.0,16.92
29.0,39.0,19.19
39.0,29.0,19.19
29.0,43.0,1.92
43.0,29.0,1.92
29.0,37.0,9.48
37.0,29.0,9.48
30.0,48.0,13.72
48.0,30.0,13.72
30.0,47.0,12.32
47.0,30.0,12.32
30.0,35.0,19.33
35.0,30.0,19.33
30.0,36.0,21.37
36.0,30.0,21.37
30.0,33.0,8.84
33.0,30.0,8.84
30.0,46.0,12.72
46.0,30.0,12.72
30.0,32.0,3.07
32.0,30.0,3.07
30.0,50.0,10.26
50.0,30.0,10.26
30.0,41.0,22.97
41.0,30.0,22.97
30.0,49.0,4.85
49.0,30.0,4.85
30.0,21.0,8.8
21.0,30.0,8.8
30.0,27.0,5.19
27.0,30.0,5.19
30.0,23.0,1.11
23.0,30.0,1.11
30.0,37.0,23.22
37.0,30.0,23.22
30.0,26.0,8.03
26.0,30.0,8.03
30.0,20.0,15.16
20.0,30.0,15.16
30.0,10.0,0.68
10.0,30.0,0.68
30.0,45.0,7.31
45.0,30.0,7.31
30.0,16.0,17.72
16.0,30.0,17.72
31.0,39.0,12.2
39.0,31.0,12.2
31.0,35.0,19.16
35.0,31.0,19.16
31.0,41.0,22.63
41.0,31.0,22.63
31.0,20.0,18.16
20.0,31.0,18.16
31.0,50.0,24.1
50.0,31.0,24.1
31.0,22.0,19.66
22.0,31.0,19.66
31.0,28.0,21.74
28.0,31.0,21.74
31.0,42.0,3.3
42.0,31.0,3.3
31.0,25.0,18.44
25.0,31.0,18.44
31.0,24.0,11.28
24.0,31.0,11.28
31.0,38.0,14.05
38.0,31.0,14.05
31.0,49.0,16.53
49.0,31.0,16.53
31.0,18.0,18.48
18.0,31.0,18.48
31.0,37.0,8.99
37.0,31.0,8.99
