from_zone_id,to_zone_id,distance_km
7.0,31.0,14.99
7.0,33.0,12.8
7.0,34.0,10.59
7.0,35.0,14.36
7.0,36.0,8.96
7.0,37.0,9.77
7.0,40.0,14.77
7.0,41.0,7.21
7.0,42.0,8.67
7.0,43.0,5.96
7.0,45.0,11.32
7.0,47.0,12.14
7.0,48.0,7.81
7.0,49.0,11.8
7.0,50.0,8.43
7.0,52.0,13.94
7.0,53.0,9.02
7.0,54.0,14.31
7.0,56.0,7.39
7.0,57.0,7.5
7.0,59.0,11.66
7.0,60.0,11.31
7.0,61.0,12.97
7.0,62.0,14.32
7.0,63.0,12.31
7.0,65.0,12.21
7.0,66.0,11.39
7.0,68.0,9.13
7.0,69.0,10.3
7.0,70.0,5.72
7.0,73.0,12.56
7.0,74.0,6.16
7.0,75.0,5.1
7.0,77.0,14.2
7.0,78.0,12.85
7.0,79.0,8.9
7.0,80.0,7.04
7.0,82.0,5.74
7.0,83.0,4.58
7.0,87.0,12.65
7.0,88.0,13.32
7.0,90.0,9.05
7.0,92.0,10.11
7.0,93.0,9.29
7.0,94.0,14.39
7.0,95.0,9.95
7.0,96.0,10.88
7.0,97.0,12.07
7.0,100.0,7.78
7.0,102.0,9.82
7.0,107.0,8.03
7.0,112.0,5.76
7.0,113.0,9.33
7.0,114.0,9.93
7.0,116.0,10.15
7.0,119.0,11.25
7.0,120.0,12.58
7.0,121.0,13.93
7.0,125.0,11.06
7.0,126.0,8.35
7.0,129.0,3.88
7.0,134.0,12.81
7.0,135.0,12.0
7.0,137.0,7.04
7.0,138.0,5.47
7.0,140.0,3.94
7.0,141.0,4.52
7.0,142.0,7.11
7.0,143.0,7.86
7.0,144.0,10.46
7.0,145.0,4.02
7.0,146.0,1.99
7.0,147.0,8.86
7.0,148.0,10.1
7.0,151.0,7.61
7.0,152.0,9.13
7.0,157.0,5.84
7.0,158.0,10.67
7.0,159.0,8.38
7.0,160.0,7.73
7.0,161.0,6.48
7.0,162.0,5.9
7.0,163.0,6.46
7.0,164.0,7.53
7.0,166.0,8.47
7.0,167.0,9.9
7.0,168.0,6.75
7.0,169.0,12.98
7.0,170.0,6.85
7.0,171.0,12.3
7.0,173.0,6.44
7.0,177.0,12.48
7.0,179.0,1.77
7.0,180.0,14.99
7.0,182.0,13.15
7.0,186.0,8.32
7.0,189.0,13.42
7.0,192.0,11.92
7.0,193.0,2.49
7.0,194.0,4.37
7.0,196.0,8.14
7.0,197.0,13.94
7.0,198.0,8.32
7.0,199.0,6.0
7.0,202.0,3.37
7.0,207.0,2.29
7.0,208.0,14.04
7.0,209.0,12.11
7.0,211.0,10.66
7.0,212.0,11.24
7.0,213.0,10.75
7.0,217.0,9.5
7.0,223.0,2.83
7.0,224.0,7.69
7.0,225.0,10.86
7.0,226.0,3.54
7.0,229.0,5.11
7.0,230.0,7.18
7.0,231.0,11.73
7.0,232.0,9.84
7.0,233.0,5.9
7.0,234.0,8.47
7.0,235.0,13.39
7.0,236.0,5.0
7.0,237.0,5.22
7.0,238.0,7.42
7.0,239.0,7.35
7.0,242.0,14.71
7.0,243.0,14.14
7.0,244.0,12.04
7.0,246.0,9.46
7.0,247.0,9.94
7.0,248.0,11.92
7.0,249.0,10.07
7.0,250.0,13.05
7.0,252.0,12.23
7.0,253.0,8.73
7.0,255.0,7.55
7.0,256.0,8.68
7.0,258.0,12.84
7.0,260.0,2.94
7.0,261.0,12.93
7.0,262.0,3.66
7.0,263.0,4.31
8.0,4.0,10.04
8.0,7.0,2.54
8.0,8.0,0.0
8.0,13.0,14.24
8.0,17.0,13.13
8.0,18.0,13.61
8.0,20.0,12.37
8.0,24.0,5.84
8.0,31.0,12.8
8.0,32.0,14.14
8.0,33.0,14.57
8.0,34.0,12.61
8.0,36.0,11.48
8.0,37.0,12.28
8.0,41.0,4.92
8.0,42.0,6.16
8.0,43.0,4.76
8.0,45.0,12.81
8.0,47.0,9.78
8.0,48.0,7.81
8.0,49.0,14.01
8.0,50.0,8.22
8.0,53.0,8.94
8.0,56.0,9.0
8.0,57.0,8.68
8.0,58.0,14.71
8.0,59.0,9.36
8.0,60.0,9.14
8.0,63.0,14.79
8.0,65.0,14.1
8.0,66.0,13.2
8.0,68.0,9.63
8.0,69.0,7.83
8.0,70.0,6.49
8.0,73.0,13.38
8.0,74.0,3.68
8.0,75.0,3.03
8.0,78.0,10.62
8.0,79.0,10.25
8.0,80.0,9.41
8.0,82.0,7.69
8.0,83.0,6.84
8.0,87.0,14.12
8.0,88.0,14.8
8.0,90.0,9.8
8.0,92.0,10.8
8.0,93.0,10.71
8.0,94.0,12.0
8.0,95.0,11.87
8.0,96.0,13.28
8.0,97.0,14.12
8.0,100.0,8.19
8.0,102.0,12.22
8.0,107.0,9.15
8.0,112.0,7.79
8.0,113.0,10.42
8.0,114.0,11.08
8.0,116.0,7.67
8.0,119.0,8.72
8.0,120.0,10.05
8.0,125.0,12.14
8.0,126.0,6.46
8.0,127.0,12.88
8.0,128.0,13.8
8.0,129.0,5.24
8.0,134.0,14.75
8.0,135.0,13.53
8.0,136.0,12.9
8.0,137.0,8.17
8.0,138.0,5.54
8.0,140.0,4.01
8.0,141.0,4.41
8.0,142.0,6.55
8.0,143.0,7.2
8.0,144.0,11.81
8.0,145.0,5.66
8.0,146.0,3.81
8.0,147.0,6.62
8.0,148.0,11.56
8.0,151.0,5.77
8.0,152.0,6.73
8.0,153.0,14.4
8.0,157.0,8.34
8.0,158.0,11.5
8.0,159.0,5.95
8.0,160.0,10.06
8.0,161.0,6.79
8.0,162.0,6.36
8.0,163.0,6.41
8.0,164.0,8.2
8.0,166.0,6.26
8.0,167.0,7.56
8.0,168.0,4.29
8.0,169.0,10.56
8.0,170.0,7.65
8.0,171.0,12.73
8.0,173.0,7.7
8.0,179.0,1.18
8.0,182.0,11.33
8.0,183.0,14.55
8.0,185.0,13.53
8.0,186.0,8.9
8.0,192.0,13.05
8.0,193.0,3.41
8.0,194.0,1.84
8.0,196.0,10.18
8.0,198.0,10.85
8.0,199.0,4.87
8.0,202.0,3.87
8.0,207.0,3.4
8.0,208.0,12.89
8.0,209.0,13.59
8.0,211.0,11.87
8.0,212.0,9.38
8.0,213.0,9.26
8.0,217.0,11.66
8.0,223.0,1.97
8.0,224.0,9.09
8.0,225.0,13.32
8.0,226.0,6.01
8.0,229.0,5.68
8.0,230.0,7.34
8.0,231.0,13.0
8.0,232.0,11.51
8.0,233.0,6.75
8.0,234.0,9.37
8.0,235.0,10.91
8.0,236.0,3.79
8.0,237.0,4.96
8.0,238.0,5.89
8.0,239.0,6.23
8.0,241.0,14.73
8.0,242.0,12.87
8.0,243.0,11.61
8.0,244.0,9.51
8.0,246.0,9.74
8.0,247.0,7.42
8.0,248.0,9.94
8.0,249.0,10.98
8.0,250.0,11.43
8.0,252.0,12.04
8.0,253.0,9.48
8.0,255.0,9.58
8.0,256.0,10.76
8.0,260.0,5.38
8.0,261.0,14.29
8.0,262.0,2.64
8.0,263.0,3.11
9.0,7.0,14.75
9.0,9.0,0.0
9.0,10.0,10.59
9.0,15.0,4.75
9.0,16.0,2.36
9.0,19.0,7.2
9.0,28.0,6.24
9.0,38.0,10.17
9.0,46.0,14.43
9.0,53.0,7.52
9.0,56.0,8.02
9.0,57.0,7.31
9.0,58.0,13.78
9.0,63.0,14.08
9.0,64.0,5.59
9.0,70.0,9.14
9.0,73.0,2.2
9.0,82.0,10.07
9.0,83.0,11.75
9.0,92.0,4.79
9.0,93.0,6.08
9.0,95.0,7.94
9.0,96.0,12.23
9.0,98.0,2.71
9.0,101.0,8.59
9.0,102.0,12.01
9.0,121.0,3.71
9.0,122.0,6.64
9.0,126.0,14.09
9.0,129.0,10.88
9.0,130.0,6.89
9.0,131.0,4.65
9.0,134.0,7.78
9.0,135.0,4.98
9.0,138.0,10.14
9.0,139.0,11.9
9.0,157.0,13.34
9.0,160.0,11.32
9.0,171.0,3.5
9.0,173.0,8.36
9.0,175.0,3.91
9.0,180.0,12.89
9.0,182.0,14.95
9.0,191.0,7.35
9.0,192.0,3.22
9.0,196.0,9.15
9.0,197.0,9.58
9.0,198.0,14.25
9.0,199.0,12.08
9.0,203.0,14.71
9.0,205.0,9.21
9.0,207.0,12.55
9.0,208.0,11.34
9.0,212.0,14.51
9.0,213.0,12.55
9.0,215.0,8.32
9.0,216.0,11.54
9.0,218.0,11.71
9.0,219.0,13.31
9.0,223.0,13.64
9.0,250.0,13.7
9.0,252.0,6.27
9.0,253.0,6.1
9.0,258.0,11.86
9.0,260.0,13.21
10.0,2.0,10.17
10.0,9.0,10.59
10.0,10.0,0.0
10.0,16.0,12.46
10.0,19.0,10.96
10.0,28.0,5.18
10.0,30.0,11.57
10.0,35.0,13.46
10.0,36.0,14.46
10.0,37.0,14.8
10.0,38.0,6.57
10.0,39.0,13.51
10.0,56.0,11.88
10.0,57.0,12.77
10.0,63.0,9.73
10.0,64.0,13.3
10.0,73.0,11.19
10.0,76.0,9.91
10.0,77.0,11.76
10.0,82.0,13.08
10.0,83.0,14.24
10.0,86.0,11.91
10.0,92.0,12.78
10.0,93.0,10.63
10.0,95.0,8.87
10.0,96.0,9.35
10.0,98.0,8.29
10.0,101.0,13.27
10.0,102.0,10.1
10.0,117.0,12.45
10.0,121.0,7.36
10.0,122.0,5.72
10.0,124.0,6.73
10.0,130.0,3.75
10.0,131.0,6.34
10.0,132.0,4.72
10.0,134.0,5.99
10.0,135.0,8.0
10.0,139.0,5.21
10.0,157.0,14.05
10.0,160.0,11.48
10.0,171.0,13.29
10.0,173.0,13.46
10.0,175.0,10.2
10.0,177.0,13.66
10.0,180.0,6.26
10.0,191.0,7.68
10.0,192.0,9.89
10.0,196.0,10.63
10.0,197.0,5.0
10.0,198.0,12.97
10.0,203.0,6.52
10.0,205.0,3.58
10.0,215.0,2.27
10.0,216.0,3.2
10.0,218.0,2.24
10.0,219.0,3.84
10.0,222.0,11.17
10.0,253.0,13.24
10.0,258.0,7.35
11.0,6.0,7.18
11.0,11.0,0.0
11.0,12.0,14.51
11.0,14.0,3.91
11.0,17.0,14.31
11.0,21.0,2.7
11.0,22.0,1.79
11.0,25.0,12.17
11.0,26.0,4.44
11.0,27.0,13.01
11.0,29.0,6.18
11.0,33.0,13.5
11.0,34.0,14.74
11.0,35.0,13.93
11.0,39.0,12.98
11.0,40.0,11.07
11.0,49.0,13.27
11.0,52.0,12.15
11.0,54.0,12.18
11.0,55.0,4.56
11.0,61.0,12.79
11.0,62.0,11.23
11.0,65.0,13.57
11.0,66.0,14.58
11.0,67.0,2.36
11.0,71.0,9.71
11.0,72.0,11.82
11.0,85.0,8.74
11.0,88.0,14.55
11.0,89.0,7.15
11.0,91.0,9.2
11.0,97.0,13.2
11.0,103.0,13.24
11.0,104.0,14.35
11.0,105.0,12.47
11.0,106.0,10.33
11.0,108.0,3.72
11.0,111.0,7.28
11.0,115.0,9.17
11.0,118.0,14.21
11.0,123.0,4.85
11.0,133.0,6.36
11.0,149.0,6.61
11.0,150.0,7.92
11.0,154.0,11.78
11.0,155.0,10.38
11.0,165.0,6.15
11.0,172.0,11.86
11.0,176.0,14.23
11.0,177.0,14.9
11.0,178.0,4.56
11.0,181.0,10.12
11.0,188.0,10.42
11.0,189.0,11.64
11.0,190.0,9.44
11.0,195.0,10.46
11.0,206.0,11.72
11.0,210.0,7.67
11.0,214.0,9.06
11.0,221.0,7.67
11.0,225.0,14.91
11.0,227.0,5.53
11.0,228.0,7.07
11.0,245.0,11.27
11.0,251.0,13.25
11.0,257.0,7.95
12.0,4.0,5.27
12.0,7.0,13.71
12.0,11.0,14.51
12.0,12.0,0.0
12.0,13.0,1.34
12.0,14.0,11.57
12.0,17.0,7.5
12.0,22.0,13.5
12.0,25.0,4.15
12.0,26.0,10.98
12.0,33.0,2.49
12.0,34.0,4.95
12.0,35.0,13.04
12.0,36.0,10.9
12.0,37.0,10.45
12.0,40.0,4.11
12.0,43.0,12.94
12.0,45.0,2.39
12.0,48.0,9.17
12.0,49.0,6.32
12.0,50.0,9.57
12.0,52.0,3.18
12.0,54.0,2.71
12.0,61.0,9.46
12.0,62.0,9.16
12.0,65.0,3.47
12.0,66.0,3.33
12.0,67.0,12.23
12.0,68.0,6.9
12.0,71.0,12.2
12.0,72.0,12.77
12.0,75.0,14.97
12.0,77.0,14.41
12.0,79.0,4.9
12.0,80.0,8.96
12.0,83.0,14.69
12.0,85.0,10.97
12.0,87.0,1.06
12.0,88.0,0.45
12.0,89.0,11.32
12.0,90.0,6.14
12.0,91.0,14.74
12.0,97.0,4.87
12.0,100.0,8.0
12.0,103.0,3.83
12.0,104.0,2.87
12.0,105.0,2.12
12.0,106.0,5.13
12.0,107.0,6.09
12.0,111.0,7.97
12.0,112.0,8.32
12.0,113.0,4.95
12.0,114.0,4.24
12.0,115.0,14.84
12.0,125.0,3.54
12.0,133.0,10.15
12.0,137.0,7.02
12.0,140.0,11.41
12.0,141.0,11.28
12.0,142.0,11.05
12.0,143.0,11.17
12.0,144.0,3.35
12.0,145.0,9.69
12.0,146.0,11.73
12.0,148.0,3.61
12.0,151.0,14.93
12.0,157.0,12.98
12.0,158.0,4.77
12.0,161.0,9.12
12.0,162.0,9.24
12.0,163.0,9.97
12.0,164.0,7.51
12.0,165.0,13.7
12.0,170.0,7.77
12.0,177.0,11.99
12.0,178.0,13.54
12.0,179.0,14.0
12.0,181.0,6.11
12.0,186.0,7.17
12.0,188.0,9.98
12.0,189.0,6.51
12.0,190.0,7.99
12.0,193.0,11.75
12.0,195.0,4.08
12.0,198.0,12.69
12.0,202.0,11.33
12.0,206.0,13.47
12.0,209.0,1.6
12.0,211.0,3.45
12.0,217.0,6.34
12.0,221.0,13.95
12.0,224.0,6.07
12.0,225.0,9.56
12.0,226.0,11.33
12.0,227.0,9.04
12.0,228.0,7.44
12.0,229.0,9.69
12.0,230.0,9.05
12.0,231.0,2.34
12.0,232.0,4.01
12.0,233.0,8.53
12.0,234.0,6.16
12.0,236.0,13.12
12.0,237.0,11.13
12.0,238.0,13.87
12.0,239.0,12.59
12.0,245.0,14.45
12.0,246.0,7.51
12.0,249.0,4.86
12.0,255.0,6.88
12.0,256.0,6.3
12.0,257.0,8.36
12.0,260.0,13.59
12.0,261.0,0.95
12.0,262.0,13.19
12.0,263.0,13.26
13.0,4.0,4.68
13.0,7.0,12.96
13.0,8.0,14.24
13.0,12.0,1.34
13.0,13.0,0.0
13.0,14.0,12.89
13.0,17.0,7.96
13.0,22.0,14.83
13.0,24.0,14.37
13.0,25.0,5.11
13.0,26.0,12.29
13.0,33.0,3.33
13.0,34.0,5.26
13.0,35.0,13.73
13.0,36.0,11.08
13.0,37.0,10.74
13.0,40.0,5.32
13.0,43.0,11.78
13.0,45.0,2.0
13.0,48.0,7.93
13.0,49.0,6.95
13.0,50.0,8.3
13.0,52.0,4.31
13.0,54.0,3.93
13.0,61.0,10.17
13.0,62.0,10.04
13.0,65.0,4.14
13.0,66.0,3.67
13.0,67.0,13.57
13.0,68.0,5.64
13.0,71.0,13.21
13.0,72.0,13.63
13.0,75.0,13.88
13.0,79.0,4.06
13.0,80.0,8.84
13.0,83.0,14.32
13.0,85.0,12.05
13.0,87.0,1.23
13.0,88.0,1.37
13.0,89.0,12.49
13.0,90.0,4.93
13.0,97.0,5.55
13.0,100.0,6.81
13.0,103.0,4.6
13.0,104.0,3.37
13.0,105.0,3.43
13.0,106.0,6.33
13.0,107.0,5.1
13.0,111.0,9.25
13.0,112.0,7.84
13.0,113.0,3.87
13.0,114.0,3.17
13.0,125.0,2.3
13.0,133.0,11.39
13.0,137.0,6.07
13.0,140.0,10.41
13.0,141.0,10.23
13.0,142.0,9.83
13.0,143.0,9.91
13.0,144.0,2.5
13.0,145.0,8.94
13.0,146.0,10.97
13.0,148.0,2.98
13.0,151.0,13.71
13.0,157.0,12.78
13.0,158.0,3.47
13.0,161.0,7.99
13.0,162.0,8.17
13.0,163.0,8.81
13.0,164.0,6.38
13.0,165.0,14.91
13.0,170.0,6.71
13.0,177.0,12.53
13.0,178.0,14.8
13.0,179.0,13.11
13.0,181.0,7.23
13.0,186.0,5.97
13.0,188.0,10.94
13.0,189.0,7.39
13.0,190.0,9.07
13.0,193.0,10.88
13.0,195.0,5.41
13.0,198.0,12.76
13.0,202.0,10.39
13.0,206.0,14.39
13.0,209.0,1.45
13.0,211.0,2.38
13.0,217.0,6.51
13.0,224.0,5.27
13.0,225.0,10.01
13.0,226.0,10.85
13.0,227.0,10.38
13.0,228.0,8.78
13.0,229.0,8.67
13.0,230.0,7.87
13.0,231.0,1.24
13.0,232.0,3.7
13.0,233.0,7.53
13.0,234.0,5.04
13.0,236.0,12.01
13.0,237.0,10.03
13.0,238.0,12.65
13.0,239.0,11.36
13.0,246.0,6.21
13.0,249.0,3.62
13.0,255.0,6.61
13.0,256.0,6.26
13.0,257.0,9.57
13.0,260.0,13.1
13.0,261.0,0.55
13.0,262.0,12.17
13.0,263.0,12.19
14.0,6.0,5.89
14.0,11.0,3.91
14.0,12.0,11.57
14.0,13.0,12.89
14.0,14.0,0.0
14.0,17.0,13.23
14.0,21.0,6.2
14.0,22.0,4.28
14.0,25.0,10.17
14.0,26.0,4.68
14.0,29.0,10.0
14.0,33.0,11.1
14.0,34.0,12.93
14.0,35.0,14.5
14.0,39.0,14.62
14.0,40.0,8.83
14.0,45.0,13.34
14.0,49.0,11.93
14.0,52.0,9.79
14.0,54.0,9.63
14.0,55.0,8.43
14.0,61.0,12.44
14.0,62.0,10.91
14.0,65.0,11.44
14.0,66.0,12.38
14.0,67.0,1.95
14.0,71.0,10.62
14.0,72.0,12.64
14.0,85.0,9.26
14.0,87.0,12.29
14.0,88.0,11.7
14.0,89.0,7.91
14.0,91.0,11.11
14.0,97.0,11.45
14.0,103.0,9.69
14.0,104.0,10.92
14.0,105.0,9.46
14.0,106.0,8.37
14.0,108.0,7.59
14.0,111.0,5.96
14.0,115.0,6.53
14.0,118.0,12.77
14.0,123.0,8.16
14.0,133.0,6.41
14.0,144.0,14.57
14.0,148.0,14.48
14.0,149.0,9.56
14.0,150.0,11.6
14.0,154.0,14.89
14.0,155.0,12.85
14.0,165.0,8.15
14.0,172.0,11.42
14.0,176.0,13.83
14.0,178.0,6.72
14.0,181.0,8.59
14.0,187.0,12.35
14.0,188.0,10.44
14.0,189.0,10.4
14.0,190.0,8.67
14.0,195.0,7.79
14.0,206.0,8.32
14.0,209.0,12.7
14.0,210.0,11.05
14.0,211.0,14.88
14.0,214.0,8.33
14.0,217.0,14.06
14.0,221.0,4.96
14.0,225.0,14.33
14.0,227.0,3.76
14.0,228.0,4.54
14.0,231.0,13.86
14.0,232.0,14.19
14.0,245.0,8.16
14.0,251.0,10.69
14.0,256.0,14.84
14.0,257.0,7.16
14.0,261.0,12.51
15.0,3.0,13.76
15.0,9.0,4.75
15.0,15.0,0.0
15.0,16.0,3.33
15.0,19.0,9.65
15.0,28.0,10.84
15.0,31.0,14.8
15.0,32.0,14.77
15.0,38.0,14.23
15.0,46.0,9.68
15.0,51.0,14.14
15.0,53.0,6.34
15.0,56.0,10.19
15.0,57.0,8.84
15.0,58.0,9.37
15.0,59.0,14.6
15.0,60.0,13.39
15.0,64.0,6.17
15.0,70.0,9.63
15.0,73.0,4.91
15.0,78.0,14.32
15.0,82.0,12.02
15.0,83.0,13.55
15.0,92.0,5.79
15.0,93.0,8.75
15.0,95.0,11.4
15.0,98.0,7.25
15.0,101.0,9.99
15.0,121.0,8.29
15.0,122.0,11.03
15.0,126.0,11.86
15.0,129.0,11.7
15.0,130.0,11.64
15.0,131.0,9.28
15.0,134.0,12.04
15.0,135.0,8.98
15.0,138.0,9.85
15.0,147.0,13.67
15.0,160.0,14.17
15.0,167.0,14.49
15.0,168.0,14.99
15.0,171.0,3.43
15.0,173.0,9.7
15.0,175.0,6.92
15.0,182.0,11.33
15.0,183.0,10.93
15.0,184.0,12.73
15.0,185.0,12.93
15.0,191.0,11.13
15.0,192.0,6.67
