contact_id,account_id,is_primary_contact
CON000354,ACC00147,True
CON000355,ACC00147,False
CON000356,ACC00148,False
CON000357,ACC00148,True
CON000358,ACC00149,False
CON000359,ACC00149,True
CON000360,ACC00149,False
CON000361,ACC00149,False
CON000362,ACC00150,False
CON000363,ACC00150,True
CON000364,ACC00151,False
CON000365,ACC00151,True
CON000366,ACC00152,True
CON000367,ACC00152,False
CON000368,ACC00152,False
CON000369,ACC00153,False
CON000370,ACC00153,True
CON000371,ACC00154,False
CON000372,ACC00154,True
CON000373,ACC00155,True
CON000374,ACC00155,False
CON000375,ACC00156,True
CON000376,ACC00156,False
CON000377,ACC00157,False
CON000378,ACC00157,True
CON000379,ACC00158,True
CON000380,ACC00158,False
CON000381,ACC00159,True
CON000382,ACC00159,False
CON000383,ACC00160,False
CON000384,ACC00160,True
CON000385,ACC00161,False
CON000386,ACC00161,True
CON000387,ACC00162,True
CON000388,ACC00162,False
CON000389,ACC00162,False
CON000390,ACC00163,False
CON000391,ACC00163,True
CON000392,ACC00164,False
CON000393,ACC00164,False
CON000394,ACC00164,True
CON000395,ACC00165,True
CON000396,ACC00165,False
CON000397,ACC00165,False
CON000398,ACC00165,False
CON000399,ACC00166,True
CON000400,ACC00166,False
CON000401,ACC00167,False
CON000402,ACC00167,True
CON000403,ACC00168,True
CON000404,ACC00168,False
CON000405,ACC00169,True
CON000406,ACC00169,False
CON000407,ACC00170,True
CON000408,ACC00170,False
CON000409,ACC00171,False
CON000410,ACC00171,True
CON000411,ACC00172,False
CON000412,ACC00172,True
CON000413,ACC00173,True
CON000414,ACC00173,False
CON000415,ACC00174,False
CON000416,ACC00174,True
CON000417,ACC00175,False
CON000418,ACC00175,False
CON000419,ACC00175,True
CON000420,ACC00175,False
CON000421,ACC00176,True
CON000422,ACC00176,False
CON000423,ACC00177,False
CON000424,ACC00177,True
CON000425,ACC00178,False
CON000426,ACC00178,True
CON000427,ACC00178,False
CON000428,ACC00179,False
CON000429,ACC00179,False
CON000430,ACC00179,True
CON000431,ACC00180,False
CON000432,ACC00180,True
CON000433,ACC00181,False
CON000434,ACC00181,False
CON000435,ACC00181,False
CON000436,ACC00181,True
CON000437,ACC00182,True
CON000438,ACC00182,False
CON000439,ACC00182,False
CON000440,ACC00182,False
CON000441,ACC00183,True
CON000442,ACC00183,False
CON000443,ACC00184,False
CON000444,ACC00184,False
CON000445,ACC00184,True
CON000446,ACC00185,False
CON000447,ACC00185,True
CON000448,ACC00186,False
CON000449,ACC00186,True
CON000450,ACC00187,True
CON000451,ACC00187,False
CON000452,ACC00188,False
CON000453,ACC00188,False
CON000454,ACC00188,True
CON000455,ACC00189,False
CON000456,ACC00189,True
CON000457,ACC00189,False
CON000458,ACC00190,True
CON000459,ACC00190,False
CON000460,ACC00191,True
CON000461,ACC00191,False
CON000462,ACC00192,True
CON000463,ACC00192,False
CON000464,ACC00193,True
CON000465,ACC00193,False
CON000466,ACC00193,False
CON000467,ACC00194,True
CON000468,ACC00194,False
CON000469,ACC00194,False
CON000470,ACC00195,False
CON000471,ACC00195,False
CON000472,ACC00195,True
CON000473,ACC00196,True
CON000474,ACC00196,False
CON000475,ACC00196,False
CON000476,ACC00196,False
CON000477,ACC00197,False
CON000478,ACC00197,True
CON000479,ACC00197,False
CON000480,ACC00198,True
CON000481,ACC00198,False
CON000482,ACC00199,False
CON000483,ACC00199,True
CON000484,ACC00199,False
CON000485,ACC00200,False
CON000486,ACC00200,True
CON000487,ACC00201,False
CON000488,ACC00201,True
CON000489,ACC00202,True
CON000490,ACC00202,False
CON000491,ACC00203,False
CON000492,ACC00203,True
CON000493,ACC00204,True
CON000494,ACC00204,False
CON000495,ACC00205,True
CON000496,ACC00205,False
CON000497,ACC00206,True
CON000498,ACC00206,False
CON000499,ACC00207,False
CON000500,ACC00207,True
CON000501,ACC00207,False
CON000502,ACC00208,True
CON000503,ACC00208,False
CON000504,ACC00209,False
CON000505,ACC00209,True
CON000506,ACC00210,False
CON000507,ACC00210,False
CON000508,ACC00210,True
CON000509,ACC00210,False
CON000510,ACC00211,False
CON000511,ACC00211,True
CON000512,ACC00212,True
CON000513,ACC00212,False
CON000514,ACC00212,False
CON000515,ACC00213,False
CON000516,ACC00213,True
CON000517,ACC00214,False
CON000518,ACC00214,True
CON000519,ACC00215,False
CON000520,ACC00215,True
CON000521,ACC00216,False
CON000522,ACC00216,True
CON000523,ACC00217,True
CON000524,ACC00217,False
CON000525,ACC00217,False
CON000526,ACC00218,True
CON000527,ACC00218,False
CON000528,ACC00219,True
CON000529,ACC00219,False
CON000530,ACC00219,False
CON000531,ACC00220,False
CON000532,ACC00220,False
CON000533,ACC00220,False
CON000534,ACC00220,True
CON000535,ACC00221,False
CON000536,ACC00221,True
CON000537,ACC00221,False
CON000538,ACC00222,True
CON000539,ACC00222,False
CON000540,ACC00223,False
CON000541,ACC00223,False
CON000542,ACC00223,True
CON000543,ACC00223,False
CON000544,ACC00224,False
CON000545,ACC00224,True
CON000546,ACC00224,False
CON000547,ACC00225,False
CON000548,ACC00225,True
CON000549,ACC00225,False
CON000550,ACC00226,False
CON000551,ACC00226,True
CON000552,ACC00227,False
CON000553,ACC00227,True
CON000554,ACC00227,False
CON000555,ACC00227,False
CON000556,ACC00228,False
CON000557,ACC00228,False
CON000558,ACC00228,True
CON000559,ACC00229,False
CON000560,ACC00229,True
CON000561,ACC00230,True
CON000562,ACC00230,False
CON000563,ACC00231,False
CON000564,ACC00231,True
CON000565,ACC00232,True
CON000566,ACC00232,False
CON000567,ACC00233,True
CON000568,ACC00233,False
CON000569,ACC00234,True
CON000570,ACC00234,False
CON000571,ACC00235,False
CON000572,ACC00235,True
CON000573,ACC00236,False
CON000574,ACC00236,True
CON000575,ACC00236,False
CON000576,ACC00237,False
CON000577,ACC00237,True
CON000578,ACC00237,False
CON000579,ACC00238,False
CON000580,ACC00238,True
CON000581,ACC00239,True
CON000582,ACC00239,False
CON000583,ACC00240,True
CON000584,ACC00240,False
CON000585,ACC00241,True
CON000586,ACC00241,False
CON000587,ACC00242,False
CON000588,ACC00242,False
CON000589,ACC00242,True
CON000590,ACC00243,True
CON000591,ACC00243,False
CON000592,ACC00244,False
CON000593,ACC00244,True
CON000594,ACC00245,False
CON000595,ACC00245,False
CON000596,ACC00245,True
CON000597,ACC00246,True
CON000598,ACC00246,False
CON000599,ACC00247,True
CON000600,ACC00247,False
CON000601,ACC00248,False
CON000602,ACC00248,True
CON000603,ACC00249,True
CON000604,ACC00249,False
CON000605,ACC00250,False
CON000606,ACC00250,True
CON000607,ACC00251,False
CON000608,ACC00251,False
CON000609,ACC00251,False
CON000610,ACC00251,True
CON000611,ACC00252,True
CON000612,ACC00252,False
CON000613,ACC00253,False
CON000614,ACC00253,True
CON000615,ACC00253,False
CON000616,ACC00253,False
CON000617,ACC00254,False
CON000618,ACC00254,True
CON000619,ACC00255,False
CON000620,ACC00255,True
CON000621,ACC00255,False
CON000622,ACC00256,False
CON000623,ACC00256,False
CON000624,ACC00256,True
CON000625,ACC00257,False
CON000626,ACC00257,True
CON000627,ACC00258,False
CON000628,ACC00258,False
CON000629,ACC00258,True
CON000630,ACC00259,True
CON000631,ACC00259,False
CON000632,ACC00260,True
CON000633,ACC00260,False
CON000634,ACC00261,True
CON000635,ACC00261,False
CON000636,ACC00261,False
CON000637,ACC00262,False
CON000638,ACC00262,False
CON000639,ACC00262,True
CON000640,ACC00262,False
CON000641,ACC00263,True
CON000642,ACC00263,False
CON000643,ACC00264,False
CON000644,ACC00264,False
CON000645,ACC00264,True
CON000646,ACC00265,False
CON000647,ACC00265,False
CON000648,ACC00265,True
CON000649,ACC00266,False
CON000650,ACC00266,True
CON000651,ACC00267,False
CON000652,ACC00267,True
CON000653,ACC00268,True
CON000654,ACC00268,False
CON000655,ACC00269,False
CON000656,ACC00269,True
CON000657,ACC00270,False
CON000658,ACC00270,True
CON000659,ACC00270,False
CON000660,ACC00271,False
CON000661,ACC00271,True
CON000662,ACC00272,False
CON000663,ACC00272,False
CON000664,ACC00272,True
CON000665,ACC00273,False
CON000666,ACC00273,True
CON000667,ACC00274,True
CON000668,ACC00274,False
CON000669,ACC00275,False
CON000670,ACC00275,True
CON000671,ACC00276,True
CON000672,ACC00276,False
CON000673,ACC00277,False
CON000674,ACC00277,True
CON000675,ACC00277,False
CON000676,ACC00278,False
CON000677,ACC00278,True
CON000678,ACC00279,False
CON000679,ACC00279,True
CON000680,ACC00280,False
CON000681,ACC00280,True
CON000682,ACC00281,True
CON000683,ACC00281,False
CON000684,ACC00282,False
CON000685,ACC00282,False
CON000686,ACC00282,True
CON000687,ACC00282,False
CON000688,ACC00283,False
CON000689,ACC00283,True
CON000690,ACC00284,True
CON000691,ACC00284,False
CON000692,ACC00285,False
CON000693,ACC00285,True
CON000694,ACC00285,False
CON000695,ACC00286,False
CON000696,ACC00286,True
CON000697,ACC00287,False
CON000698,ACC00287,True
CON000699,ACC00288,True
CON000700,ACC00288,False
CON000701,ACC00288,False
CON000702,ACC00289,False
CON000703,ACC00289,True
CON000704,ACC00290,False
CON000705,ACC00290,True
CON000706,ACC00291,False
CON000707,ACC00291,True
CON000708,ACC00292,False
CON000709,ACC00292,True
CON000710,ACC00292,False
CON000711,ACC00292,False
CON000712,ACC00293,True
CON000713,ACC00293,False
CON000714,ACC00294,True
CON000715,ACC00294,False
CON000716,ACC00294,False
CON000717,ACC00295,False
CON000718,ACC00295,True
CON000719,ACC00296,False
CON000720,ACC00296,True
CON000721,ACC00297,False
CON000722,ACC00297,True
CON000723,ACC00297,False
CON000724,ACC00298,False
CON000725,ACC00298,True
CON000726,ACC00299,False
CON000727,ACC00299,True
CON000728,ACC00300,True
CON000729,ACC00300,False
CON000730,ACC00301,False
CON000731,ACC00301,True
CON000732,ACC00302,True
CON000733,ACC00302,False
CON000734,ACC00302,False
CON000735,ACC00303,True
CON000736,ACC00303,False
CON000737,ACC00304,False
CON000738,ACC00304,True
CON000739,ACC00305,False
CON000740,ACC00305,True
CON000741,ACC00305,False
CON000742,ACC00306,False
CON000743,ACC00306,True
CON000744,ACC00307,True
CON000745,ACC00307,False
CON000746,ACC00308,True
CON000747,ACC00308,False
CON000748,ACC00308,False
CON000749,ACC00309,True
CON000750,ACC00309,False
CON000751,ACC00310,False
CON000752,ACC00310,True
CON000753,ACC00311,False
CON000754,ACC00311,True
CON000755,ACC00312,True
CON000756,ACC00312,False
CON000757,ACC00313,False
CON000758,ACC00313,True
CON000759,ACC00314,False
CON000760,ACC00314,True
CON000761,ACC00315,True
CON000762,ACC00315,False
CON000763,ACC00316,False
CON000764,ACC00316,True
CON000765,ACC00316,False
CON000766,ACC00317,False
CON000767,ACC00317,True
CON000768,ACC00318,True
CON000769,ACC00318,False
CON000770,ACC00319,True
CON000771,ACC00319,False
CON000772,ACC00320,False
CON000773,ACC00320,True
CON000774,ACC00321,True
CON000775,ACC00321,False
CON000776,ACC00322,True
CON000777,ACC00322,False
CON000778,ACC00323,False
CON000779,ACC00323,True
CON000780,ACC00324,False
CON000781,ACC00324,False
CON000782,ACC00324,False
CON000783,ACC00324,True
CON000784,ACC00325,False
CON000785,ACC00325,True
CON000786,ACC00326,True
CON000787,ACC00326,False
CON000788,ACC00327,False
CON000789,ACC00327,True
CON000790,ACC00328,True
CON000791,ACC00328,False
CON000792,ACC00329,True
CON000793,ACC00329,False
CON000794,ACC00330,False
CON000795,ACC00330,True
CON000796,ACC00331,True
CON000797,ACC00331,False
CON000798,ACC00332,False
CON000799,ACC00332,True
CON000800,ACC00332,False
CON000801,ACC00333,True
CON000802,ACC00333,False
CON000803,ACC00333,False
CON000804,ACC00334,True
CON000805,ACC00334,False
CON000806,ACC00335,False
CON000807,ACC00335,False
CON000808,ACC00335,True
CON000809,ACC00336,False
CON000810,ACC00336,True
CON000811,ACC00337,False
CON000812,ACC00337,False
CON000813,ACC00337,True
CON000814,ACC00338,True
CON000815,ACC00338,False
CON000816,ACC00339,False
CON000817,ACC00339,True
CON000818,ACC00340,False
CON000819,ACC00340,False
CON000820,ACC00340,True
CON000821,ACC00341,False
CON000822,ACC00341,True
CON000823,ACC00342,True
CON000824,ACC00342,False
CON000825,ACC00343,True
CON000826,ACC00343,False
CON000827,ACC00343,False
CON000828,ACC00344,False
CON000829,ACC00344,True
CON000830,ACC00344,False
CON000831,ACC00345,True
CON000832,ACC00345,False
CON000833,ACC00346,True
CON000834,ACC00346,False
CON000835,ACC00347,False
CON000836,ACC00347,True
CON000837,ACC00348,False
CON000838,ACC00348,True
CON000839,ACC00349,False
CON000840,ACC00349,True
CON000841,ACC00350,False
CON000842,ACC00350,True
CON000843,ACC00351,True
CON000844,ACC00351,False
CON000845,ACC00351,False
CON000846,ACC00351,False
CON000847,ACC00352,False
CON000848,ACC00352,True
CON000849,ACC00353,True
CON000850,ACC00353,False
CON000851,ACC00353,False
CON000852,ACC00353,False
CON000853,ACC00354,True
CON000854,ACC00354,False
CON000855,ACC00355,True
CON000856,ACC00355,False
CON000857,ACC00356,True
CON000858,ACC00356,False
CON000859,ACC00357,False
CON000860,ACC00357,True
CON000861,ACC00358,True
CON000862,ACC00358,False
CON000863,ACC00359,False
CON000864,ACC00359,True
CON000865,ACC00360,False
CON000866,ACC00360,True
CON000867,ACC00361,False
CON000868,ACC00361,True
CON000869,ACC00361,False
CON000870,ACC00362,True
CON000871,ACC00362,False
CON000872,ACC00363,False
CON000873,ACC00363,True
CON000874,ACC00364,False
CON000875,ACC00364,True
CON000876,ACC00365,False
CON000877,ACC00365,True
CON000878,ACC00365,False
CON000879,ACC00366,True
CON000880,ACC00366,False
CON000881,ACC00367,False
CON000882,ACC00367,True
CON000883,ACC00367,False
CON000884,ACC00368,False
CON000885,ACC00368,False
CON000886,ACC00368,False
CON000887,ACC00368,True
CON000888,ACC00369,True
CON000889,ACC00369,False
CON000890,ACC00370,False
CON000891,ACC00370,True
CON000892,ACC00371,True
CON000893,ACC00371,False
CON000894,ACC00372,False
CON000895,ACC00372,True
CON000896,ACC00373,True
CON000897,ACC00373,False
CON000898,ACC00373,False
CON000899,ACC00374,False
CON000900,ACC00374,True
CON000901,ACC00375,False
CON000902,ACC00375,True
CON000903,ACC00375,False
CON000904,ACC00375,False
CON000905,ACC00376,False
CON000906,ACC00376,True
CON000907,ACC00377,True
CON000908,ACC00377,False
CON000909,ACC00377,False
CON000910,ACC00378,False
CON000911,ACC00378,False
CON000912,ACC00378,True
CON000913,ACC00378,False
CON000914,ACC00379,False
CON000915,ACC00379,True
CON000916,ACC00380,False
CON000917,ACC00380,False
CON000918,ACC00380,True
CON000919,ACC00381,True
CON000920,ACC00381,False
CON000921,ACC00382,False
CON000922,ACC00382,True
CON000923,ACC00383,True
CON000924,ACC00383,False
CON000925,ACC00384,True
CON000926,ACC00384,False
CON000927,ACC00385,True
CON000928,ACC00385,False
CON000929,ACC00385,False
CON000930,ACC00386,True
CON000931,ACC00386,False
CON000932,ACC00386,False
CON000933,ACC00387,False
CON000934,ACC00387,False
CON000935,ACC00387,True
CON000936,ACC00388,False
CON000937,ACC00388,True
CON000938,ACC00389,False
CON000939,ACC00389,True
CON000940,ACC00390,False
CON000941,ACC00390,False
CON000942,ACC00390,True
CON000943,ACC00391,False
CON000944,ACC00391,True
CON000945,ACC00391,False
CON000946,ACC00392,True
CON000947,ACC00392,False
CON000948,ACC00393,False
CON000949,ACC00393,True
CON000950,ACC00394,True
CON000951,ACC00394,False
CON000952,ACC00395,True
CON000953,ACC00395,False
CON000954,ACC00395,False
CON000955,ACC00396,False
CON000956,ACC00396,True
CON000957,ACC00397,False
CON000958,ACC00397,True
CON000959,ACC00398,True
CON000960,ACC00398,False
CON000961,ACC00399,False
CON000962,ACC00399,True
CON000963,ACC00400,False
CON000964,ACC00400,True
CON000965,ACC00401,True
CON000966,ACC00401,False
CON000967,ACC00402,False
CON000968,ACC00402,True
CON000969,ACC00403,False
CON000970,ACC00403,True
CON000971,ACC00403,False
CON000972,ACC00404,False
CON000973,ACC00404,True
CON000974,ACC00404,False
CON000975,ACC00404,False
CON000976,ACC00405,True
CON000977,ACC00405,False
CON000978,ACC00406,True
CON000979,ACC00406,False
CON000980,ACC00407,False
CON000981,ACC00407,True
CON000982,ACC00408,True
CON000983,ACC00408,False
CON000984,ACC00409,False
CON000985,ACC00409,True
CON000986,ACC00410,True
CON000987,ACC00410,False
CON000988,ACC00411,False
CON000989,ACC00411,True
CON000990,ACC00411,False
CON000991,ACC00412,False
CON000992,ACC00412,True
CON000993,ACC00413,False
CON000994,ACC00413,True
CON000995,ACC00413,False
CON000996,ACC00413,False
CON000997,ACC00414,False
CON000998,ACC00414,True
CON000999,ACC00415,False
CON001000,ACC00415,True
CON001001,ACC00416,False
CON001002,ACC00416,True
CON001003,ACC00417,False
CON001004,ACC00417,True
CON001005,ACC00418,True
CON001006,ACC00418,False
CON001007,ACC00419,False
CON001008,ACC00419,True
CON001009,ACC00420,False
CON001010,ACC00420,True
CON001011,ACC00421,True
CON001012,ACC00421,False
CON001013,ACC00422,True
CON001014,ACC00422,False
CON001015,ACC00423,True
CON001016,ACC00423,False
CON001017,ACC00424,False
CON001018,ACC00424,True
CON001019,ACC00425,False
CON001020,ACC00425,True
CON001021,ACC00426,True
CON001022,ACC00426,False
CON001023,ACC00426,False
CON001024,ACC00427,False
CON001025,ACC00427,True
CON001026,ACC00428,False
CON001027,ACC00428,True
CON001028,ACC00429,True
CON001029,ACC00429,False
CON001030,ACC00429,False
CON001031,ACC00429,False
CON001032,ACC00430,False
CON001033,ACC00430,True
CON001034,ACC00431,False
CON001035,ACC00431,True
CON001036,ACC00432,True
CON001037,ACC00432,False
CON001038,ACC00433,False
CON001039,ACC00433,False
CON001040,ACC00433,True
CON001041,ACC00433,False
CON001042,ACC00434,False
CON001043,ACC00434,True
CON001044,ACC00435,False
CON001045,ACC00435,True
CON001046,ACC00435,False
CON001047,ACC00435,False
CON001048,ACC00436,True
CON001049,ACC00436,False
CON001050,ACC00436,False
CON001051,ACC00437,True
CON001052,ACC00437,False
CON001053,ACC00438,True
CON001054,ACC00438,False
CON001055,ACC00438,False
CON001056,ACC00439,True
CON001057,ACC00439,False
CON001058,ACC00440,False
CON001059,ACC00440,True
CON001060,ACC00441,True
CON001061,ACC00441,False
CON001062,ACC00441,False
CON001063,ACC00442,False
CON001064,ACC00442,True
CON001065,ACC00443,False
CON001066,ACC00443,True
CON001067,ACC00444,True
CON001068,ACC00444,False
CON001069,ACC00444,False
CON001070,ACC00445,False
CON001071,ACC00445,False
CON001072,ACC00445,True
CON001073,ACC00446,True
CON001074,ACC00446,False
