invitation_id,contact_id,wave,sent_date,channel
INV0000165,CON000165,2025-01,2025-01-05,email
INV0000166,CON000166,2025-01,2025-01-01,phone_ivr
INV0000167,CON000167,2025-01,2025-01-04,email
INV0000168,CON000168,2025-01,2025-01-05,email
INV0000169,CON000169,2025-01,2025-01-03,email
INV0000170,CON000170,2025-01,2025-01-04,email
INV0000171,CON000171,2025-01,2025-01-04,phone_ivr
INV0000172,CON000172,2025-01,2025-01-05,email
INV0000173,CON000173,2025-01,2025-01-05,email
INV0000174,CON000174,2025-01,2025-01-02,email
INV0000175,CON000175,2025-01,2025-01-03,email
INV0000176,CON000176,2025-01,2025-01-05,email
INV0000177,CON000177,2025-01,2025-01-04,email
INV0000178,CON000178,2025-01,2025-01-02,email
INV0000179,CON000179,2025-01,2025-01-03,email
INV0000180,CON000180,2025-01,2025-01-03,email
INV0000181,CON000181,2025-01,2025-01-03,email
INV0000182,CON000182,2025-01,2025-01-04,email
INV0000183,CON000183,2025-01,2025-01-05,email
INV0000184,CON000184,2025-01,2025-01-04,email
INV0000185,CON000185,2025-01,2025-01-05,email
INV0000186,CON000186,2025-01,2025-01-05,email
INV0000187,CON000187,2025-01,2025-01-02,email
INV0000188,CON000188,2025-01,2025-01-03,email
INV0000189,CON000189,2025-01,2025-01-03,email
INV0000190,CON000190,2025-01,2025-01-04,email
INV0000191,CON000191,2025-01,2025-01-03,email
INV0000192,CON000192,2025-01,2025-01-03,email
INV0000193,CON000193,2025-01,2025-01-01,phone_ivr
INV0000194,CON000194,2025-01,2025-01-02,email
INV0000195,CON000195,2025-01,2025-01-05,email
INV0000196,CON000196,2025-01,2025-01-05,email
INV0000197,CON000197,2025-01,2025-01-01,email
INV0000198,CON000198,2025-01,2025-01-01,email
INV0000199,CON000199,2025-01,2025-01-04,email
INV0000200,CON000200,2025-01,2025-01-04,email
INV0000201,CON000201,2025-01,2025-01-01,email
INV0000202,CON000202,2025-01,2025-01-02,email
INV0000203,CON000203,2025-01,2025-01-04,email
INV0000204,CON000204,2025-01,2025-01-02,email
INV0000205,CON000205,2025-01,2025-01-05,email
INV0000206,CON000206,2025-01,2025-01-05,phone_ivr
INV0000207,CON000207,2025-01,2025-01-04,phone_ivr
INV0000208,CON000208,2025-01,2025-01-05,email
INV0000209,CON000209,2025-01,2025-01-01,email
INV0000210,CON000210,2025-01,2025-01-03,email
INV0000211,CON000211,2025-01,2025-01-02,email
INV0000212,CON000212,2025-01,2025-01-02,email
INV0000213,CON000213,2025-01,2025-01-04,phone_ivr
INV0000214,CON000214,2025-01,2025-01-01,email
INV0000215,CON000215,2025-01,2025-01-01,email
INV0000216,CON000216,2025-01,2025-01-02,email
INV0000217,CON000217,2025-01,2025-01-04,email
INV0000218,CON000218,2025-01,2025-01-02,email
INV0000219,CON000219,2025-01,2025-01-03,email
INV0000220,CON000220,2025-01,2025-01-01,email
INV0000221,CON000221,2025-01,2025-01-05,email
INV0000222,CON000222,2025-01,2025-01-01,email
INV0000223,CON000223,2025-01,2025-01-02,email
INV0000224,CON000224,2025-01,2025-01-04,email
INV0000225,CON000225,2025-01,2025-01-05,email
INV0000226,CON000226,2025-01,2025-01-01,email
INV0000227,CON000227,2025-01,2025-01-02,email
INV0000228,CON000228,2025-01,2025-01-04,email
INV0000229,CON000229,2025-01,2025-01-03,email
INV0000230,CON000230,2025-01,2025-01-05,email
INV0000231,CON000231,2025-01,2025-01-01,email
INV0000232,CON000232,2025-01,2025-01-02,email
INV0000233,CON000233,2025-01,2025-01-05,email
INV0000234,CON000234,2025-01,2025-01-03,email
INV0000235,CON000235,2025-01,2025-01-05,phone_ivr
INV0000236,CON000236,2025-01,2025-01-04,email
INV0000237,CON000237,2025-01,2025-01-02,email
INV0000238,CON000238,2025-01,2025-01-05,email
INV0000239,CON000239,2025-01,2025-01-01,email
INV0000240,CON000240,2025-01,2025-01-04,email
INV0000241,CON000241,2025-01,2025-01-02,email
INV0000242,CON000242,2025-01,2025-01-01,email
INV0000243,CON000243,2025-01,2025-01-03,email
INV0000244,CON000244,2025-01,2025-01-03,email
INV0000245,CON000247,2025-01,2025-01-03,email
INV0000246,CON000248,2025-01,2025-01-04,email
INV0000247,CON000249,2025-01,2025-01-05,email
INV0000248,CON000250,2025-01,2025-01-05,email
INV0000249,CON000251,2025-01,2025-01-02,email
INV0000250,CON000252,2025-01,2025-01-01,email
INV0000251,CON000253,2025-01,2025-01-02,email
INV0000252,CON000254,2025-01,2025-01-04,email
INV0000253,CON000255,2025-01,2025-01-01,email
INV0000254,CON000256,2025-01,2025-01-03,email
INV0000255,CON000257,2025-01,2025-01-02,phone_ivr
INV0000256,CON000258,2025-01,2025-01-03,email
INV0000257,CON000259,2025-01,2025-01-01,email
INV0000258,CON000260,2025-01,2025-01-05,email
INV0000259,CON000261,2025-01,2025-01-04,email
INV0000260,CON000262,2025-01,2025-01-02,email
INV0000261,CON000263,2025-01,2025-01-04,phone_ivr
INV0000262,CON000264,2025-01,2025-01-05,email
INV0000263,CON000265,2025-01,2025-01-02,email
INV0000264,CON000266,2025-01,2025-01-05,phone_ivr
INV0000265,CON000267,2025-01,2025-01-01,email
INV0000266,CON000268,2025-01,2025-01-05,email
INV0000267,CON000269,2025-01,2025-01-01,email
INV0000268,CON000270,2025-01,2025-01-02,email
INV0000269,CON000271,2025-01,2025-01-01,email
INV0000270,CON000272,2025-01,2025-01-03,email
INV0000271,CON000273,2025-01,2025-01-04,email
INV0000272,CON000274,2025-01,2025-01-05,email
INV0000273,CON000275,2025-01,2025-01-04,email
INV0000274,CON000276,2025-01,2025-01-01,email
INV0000275,CON000277,2025-01,2025-01-02,email
INV0000276,CON000278,2025-01,2025-01-04,email
INV0000277,CON000279,2025-01,2025-01-01,email
INV0000278,CON000280,2025-01,2025-01-04,email
INV0000279,CON000281,2025-01,2025-01-03,email
INV0000280,CON000282,2025-01,2025-01-04,email
INV0000281,CON000283,2025-01,2025-01-01,email
INV0000282,CON000284,2025-01,2025-01-03,email
INV0000283,CON000285,2025-01,2025-01-05,email
INV0000284,CON000286,2025-01,2025-01-05,email
INV0000285,CON000287,2025-01,2025-01-02,email
INV0000286,CON000288,2025-01,2025-01-04,phone_ivr
INV0000287,CON000289,2025-01,2025-01-03,email
INV0000288,CON000290,2025-01,2025-01-02,email
INV0000289,CON000291,2025-01,2025-01-05,email
INV0000290,CON000292,2025-01,2025-01-05,email
INV0000291,CON000293,2025-01,2025-01-05,email
INV0000292,CON000294,2025-01,2025-01-01,email
INV0000293,CON000295,2025-01,2025-01-05,email
INV0000294,CON000296,2025-01,2025-01-03,email
INV0000295,CON000297,2025-01,2025-01-05,email
INV0000296,CON000298,2025-01,2025-01-02,email
INV0000297,CON000299,2025-01,2025-01-02,email
INV0000298,CON000300,2025-01,2025-01-04,email
INV0000299,CON000301,2025-01,2025-01-04,email
INV0000300,CON000302,2025-01,2025-01-03,email
INV0000301,CON000303,2025-01,2025-01-05,email
INV0000302,CON000304,2025-01,2025-01-01,phone_ivr
INV0000303,CON000305,2025-01,2025-01-05,email
INV0000304,CON000306,2025-01,2025-01-05,email
INV0000305,CON000307,2025-01,2025-01-01,email
INV0000306,CON000308,2025-01,2025-01-01,email
INV0000307,CON000309,2025-01,2025-01-01,phone_ivr
INV0000308,CON000310,2025-01,2025-01-01,email
INV0000309,CON000311,2025-01,2025-01-04,email
INV0000310,CON000312,2025-01,2025-01-05,email
INV0000311,CON000313,2025-01,2025-01-01,email
INV0000312,CON000314,2025-01,2025-01-01,email
INV0000313,CON000315,2025-01,2025-01-01,email
INV0000314,CON000316,2025-01,2025-01-02,email
INV0000315,CON000317,2025-01,2025-01-05,email
INV0000316,CON000318,2025-01,2025-01-03,email
INV0000317,CON000319,2025-01,2025-01-04,email
INV0000318,CON000320,2025-01,2025-01-01,email
INV0000319,CON000321,2025-01,2025-01-02,email
INV0000320,CON000322,2025-01,2025-01-01,email
INV0000321,CON000323,2025-01,2025-01-02,phone_ivr
INV0000322,CON000324,2025-01,2025-01-05,email
INV0000323,CON000325,2025-01,2025-01-03,email
INV0000324,CON000326,2025-01,2025-01-01,email
INV0000325,CON000327,2025-01,2025-01-02,email
INV0000326,CON000328,2025-01,2025-01-04,email
INV0000327,CON000329,2025-01,2025-01-03,email
INV0000328,CON000330,2025-01,2025-01-02,email
INV0000329,CON000331,2025-01,2025-01-01,email
INV0000330,CON000332,2025-01,2025-01-05,email
INV0000331,CON000333,2025-01,2025-01-05,email
INV0000332,CON000334,2025-01,2025-01-05,email
INV0000333,CON000335,2025-01,2025-01-03,email
INV0000334,CON000336,2025-01,2025-01-01,email
INV0000335,CON000337,2025-01,2025-01-04,email
INV0000336,CON000338,2025-01,2025-01-02,email
INV0000337,CON000339,2025-01,2025-01-03,email
INV0000338,CON000340,2025-01,2025-01-01,email
INV0000339,CON000341,2025-01,2025-01-04,email
INV0000340,CON000342,2025-01,2025-01-02,email
INV0000341,CON000343,2025-01,2025-01-04,email
INV0000342,CON000344,2025-01,2025-01-01,email
INV0000343,CON000345,2025-01,2025-01-02,email
INV0000344,CON000346,2025-01,2025-01-04,email
INV0000345,CON000347,2025-01,2025-01-03,email
INV0000346,CON000348,2025-01,2025-01-04,email
INV0000347,CON000349,2025-01,2025-01-03,email
INV0000348,CON000350,2025-01,2025-01-04,email
INV0000349,CON000351,2025-01,2025-01-05,email
INV0000350,CON000352,2025-01,2025-01-04,email
INV0000351,CON000353,2025-01,2025-01-05,email
INV0000352,CON000354,2025-01,2025-01-03,phone_ivr
INV0000353,CON000355,2025-01,2025-01-01,email
INV0000354,CON000356,2025-01,2025-01-05,email
INV0000355,CON000357,2025-01,2025-01-03,email
INV0000356,CON000358,2025-01,2025-01-01,email
INV0000357,CON000359,2025-01,2025-01-01,email
INV0000358,CON000360,2025-01,2025-01-05,email
INV0000359,CON000361,2025-01,2025-01-04,email
INV0000360,CON000362,2025-01,2025-01-01,email
INV0000361,CON000363,2025-01,2025-01-03,email
INV0000362,CON000364,2025-01,2025-01-05,email
INV0000363,CON000365,2025-01,2025-01-01,email
INV0000364,CON000366,2025-01,2025-01-01,email
INV0000365,CON000367,2025-01,2025-01-05,email
INV0000366,CON000368,2025-01,2025-01-01,email
INV0000367,CON000369,2025-01,2025-01-02,email
INV0000368,CON000370,2025-01,2025-01-05,email
INV0000369,CON000371,2025-01,2025-01-04,email
INV0000370,CON000372,2025-01,2025-01-03,email
INV0000371,CON000373,2025-01,2025-01-02,email
INV0000372,CON000374,2025-01,2025-01-05,email
INV0000373,CON000375,2025-01,2025-01-01,email
INV0000374,CON000376,2025-01,2025-01-03,email
INV0000375,CON000377,2025-01,2025-01-05,email
INV0000376,CON000378,2025-01,2025-01-03,email
INV0000377,CON000379,2025-01,2025-01-04,phone_ivr
INV0000378,CON000380,2025-01,2025-01-04,email
INV0000379,CON000381,2025-01,2025-01-03,email
INV0000380,CON000382,2025-01,2025-01-03,email
INV0000381,CON000383,2025-01,2025-01-01,email
INV0000382,CON000384,2025-01,2025-01-03,email
INV0000383,CON000385,2025-01,2025-01-03,email
INV0000384,CON000386,2025-01,2025-01-03,email
INV0000385,CON000387,2025-01,2025-01-04,phone_ivr
INV0000386,CON000388,2025-01,2025-01-02,email
INV0000387,CON000389,2025-01,2025-01-03,email
INV0000388,CON000390,2025-01,2025-01-04,email
INV0000389,CON000391,2025-01,2025-01-04,phone_ivr
INV0000390,CON000392,2025-01,2025-01-01,email
INV0000391,CON000393,2025-01,2025-01-04,email
INV0000392,CON000394,2025-01,2025-01-03,email
INV0000393,CON000395,2025-01,2025-01-01,email
INV0000394,CON000396,2025-01,2025-01-04,email
INV0000395,CON000397,2025-01,2025-01-02,email
INV0000396,CON000398,2025-01,2025-01-04,email
INV0000397,CON000399,2025-01,2025-01-03,email
INV0000398,CON000400,2025-01,2025-01-02,email
INV0000399,CON000401,2025-01,2025-01-01,email
INV0000400,CON000402,2025-01,2025-01-03,email
INV0000401,CON000403,2025-01,2025-01-04,email
INV0000402,CON000404,2025-01,2025-01-05,email
INV0000403,CON000405,2025-01,2025-01-02,email
INV0000404,CON000406,2025-01,2025-01-02,email
INV0000405,CON000407,2025-01,2025-01-02,email
INV0000406,CON000408,2025-01,2025-01-05,email
INV0000407,CON000409,2025-01,2025-01-05,email
INV0000408,CON000410,2025-01,2025-01-04,email
INV0000409,CON000411,2025-01,2025-01-05,email
INV0000410,CON000412,2025-01,2025-01-03,email
INV0000411,CON000413,2025-01,2025-01-04,email
INV0000412,CON000414,2025-01,2025-01-02,email
INV0000413,CON000415,2025-01,2025-01-05,email
INV0000414,CON000416,2025-01,2025-01-05,email
INV0000415,CON000417,2025-01,2025-01-03,email
INV0000416,CON000418,2025-01,2025-01-01,email
INV0000417,CON000419,2025-01,2025-01-03,email
INV0000418,CON000420,2025-01,2025-01-04,email
INV0000419,CON000421,2025-01,2025-01-05,email
INV0000420,CON000422,2025-01,2025-01-02,email
INV0000421,CON000423,2025-01,2025-01-04,email
INV0000422,CON000424,2025-01,2025-01-01,email
INV0000423,CON000425,2025-01,2025-01-05,email
INV0000424,CON000426,2025-01,2025-01-01,email
INV0000425,CON000427,2025-01,2025-01-04,email
INV0000426,CON000428,2025-01,2025-01-02,email
INV0000427,CON000429,2025-01,2025-01-05,email
INV0000428,CON000430,2025-01,2025-01-05,email
INV0000429,CON000431,2025-01,2025-01-02,email
INV0000430,CON000432,2025-01,2025-01-04,email
INV0000431,CON000433,2025-01,2025-01-03,email
INV0000432,CON000434,2025-01,2025-01-05,email
INV0000433,CON000435,2025-01,2025-01-03,email
INV0000434,CON000436,2025-01,2025-01-04,email
INV0000435,CON000437,2025-01,2025-01-05,email
INV0000436,CON000438,2025-01,2025-01-03,email
INV0000437,CON000439,2025-01,2025-01-05,email
INV0000438,CON000440,2025-01,2025-01-04,email
INV0000439,CON000441,2025-01,2025-01-01,email
INV0000440,CON000442,2025-01,2025-01-03,email
INV0000441,CON000443,2025-01,2025-01-04,email
INV0000442,CON000444,2025-01,2025-01-02,email
INV0000443,CON000445,2025-01,2025-01-03,email
INV0000444,CON000446,2025-01,2025-01-01,email
INV0000445,CON000447,2025-01,2025-01-01,email
INV0000446,CON000448,2025-01,2025-01-04,email
INV0000447,CON000449,2025-01,2025-01-02,phone_ivr
INV0000448,CON000450,2025-01,2025-01-04,email
INV0000449,CON000451,2025-01,2025-01-03,email
INV0000450,CON000452,2025-01,2025-01-02,email
INV0000451,CON000453,2025-01,2025-01-04,email
INV0000452,CON000454,2025-01,2025-01-05,email
INV0000453,CON000455,2025-01,2025-01-03,email
INV0000454,CON000456,2025-01,2025-01-05,email
INV0000455,CON000457,2025-01,2025-01-03,email
INV0000456,CON000458,2025-01,2025-01-02,email
INV0000457,CON000459,2025-01,2025-01-04,email
INV0000458,CON000460,2025-01,2025-01-03,email
INV0000459,CON000461,2025-01,2025-01-02,email
INV0000460,CON000462,2025-01,2025-01-04,email
INV0000461,CON000463,2025-01,2025-01-03,email
INV0000462,CON000464,2025-01,2025-01-02,email
INV0000463,CON000465,2025-01,2025-01-02,email
INV0000464,CON000466,2025-01,2025-01-01,email
INV0000465,CON000467,2025-01,2025-01-04,email
INV0000466,CON000468,2025-01,2025-01-05,email
INV0000467,CON000469,2025-01,2025-01-01,email
INV0000468,CON000470,2025-01,2025-01-01,email
INV0000469,CON000471,2025-01,2025-01-03,email
INV0000470,CON000472,2025-01,2025-01-05,email
INV0000471,CON000473,2025-01,2025-01-03,email
INV0000472,CON000474,2025-01,2025-01-01,email
INV0000473,CON000475,2025-01,2025-01-03,email
INV0000474,CON000476,2025-01,2025-01-05,email
INV0000475,CON000477,2025-01,2025-01-02,email
INV0000476,CON000478,2025-01,2025-01-03,email
INV0000477,CON000479,2025-01,2025-01-03,email
INV0000478,CON000480,2025-01,2025-01-05,email
INV0000479,CON000481,2025-01,2025-01-02,email
INV0000480,CON000482,2025-01,2025-01-04,email
INV0000481,CON000483,2025-01,2025-01-03,email
INV0000482,CON000484,2025-01,2025-01-02,email
INV0000483,CON000485,2025-01,2025-01-01,email
INV0000484,CON000486,2025-01,2025-01-01,email
INV0000485,CON000487,2025-01,2025-01-05,email
INV0000486,CON000488,2025-01,2025-01-01,email
INV0000487,CON000489,2025-01,2025-01-02,email
INV0000488,CON000490,2025-01,2025-01-02,email
INV0000489,CON000491,2025-01,2025-01-04,email
INV0000490,CON000492,2025-01,2025-01-05,email
INV0000491,CON000493,2025-01,2025-01-01,phone_ivr
INV0000492,CON000494,2025-01,2025-01-04,email
INV0000493,CON000495,2025-01,2025-01-02,email
INV0000494,CON000496,2025-01,2025-01-04,email
INV0000495,CON000497,2025-01,2025-01-02,email
INV0000496,CON000498,2025-01,2025-01-03,email
INV0000497,CON000499,2025-01,2025-01-04,email
INV0000498,CON000500,2025-01,2025-01-04,phone_ivr
INV0000499,CON000501,2025-01,2025-01-04,email
INV0000500,CON000502,2025-01,2025-01-02,phone_ivr
INV0000501,CON000503,2025-01,2025-01-05,email
INV0000502,CON000504,2025-01,2025-01-04,email
INV0000503,CON000505,2025-01,2025-01-03,phone_ivr
INV0000504,CON000506,2025-01,2025-01-01,email
INV0000505,CON000507,2025-01,2025-01-04,email
INV0000506,CON000508,2025-01,2025-01-01,email
INV0000507,CON000509,2025-01,2025-01-04,email
INV0000508,CON000510,2025-01,2025-01-03,email
INV0000509,CON000511,2025-01,2025-01-03,email
INV0000510,CON000512,2025-01,2025-01-05,email
INV0000511,CON000513,2025-01,2025-01-05,email
INV0000512,CON000514,2025-01,2025-01-02,email
INV0000513,CON000515,2025-01,2025-01-04,email
INV0000514,CON000516,2025-01,2025-01-05,email
INV0000515,CON000517,2025-01,2025-01-02,email
INV0000516,CON000518,2025-01,2025-01-01,email
INV0000517,CON000519,2025-01,2025-01-05,email
INV0000518,CON000520,2025-01,2025-01-02,phone_ivr
INV0000519,CON000521,2025-01,2025-01-03,email
INV0000520,CON000522,2025-01,2025-01-05,email
INV0000521,CON000523,2025-01,2025-01-01,email
INV0000522,CON000524,2025-01,2025-01-04,email
INV0000523,CON000525,2025-01,2025-01-02,email
INV0000524,CON000526,2025-01,2025-01-01,email
INV0000525,CON000527,2025-01,2025-01-04,email
INV0000526,CON000528,2025-01,2025-01-05,phone_ivr
INV0000527,CON000529,2025-01,2025-01-03,email
INV0000528,CON000530,2025-01,2025-01-04,email
INV0000529,CON000531,2025-01,2025-01-03,email
INV0000530,CON000532,2025-01,2025-01-03,email
INV0000531,CON000533,2025-01,2025-01-01,email
INV0000532,CON000534,2025-01,2025-01-01,email
INV0000533,CON000535,2025-01,2025-01-05,email
INV0000534,CON000536,2025-01,2025-01-02,email
INV0000535,CON000537,2025-01,2025-01-03,email
INV0000536,CON000538,2025-01,2025-01-02,email
INV0000537,CON000539,2025-01,2025-01-04,email
INV0000538,CON000540,2025-01,2025-01-04,email
INV0000539,CON000541,2025-01,2025-01-05,email
INV0000540,CON000542,2025-01,2025-01-05,email
INV0000541,CON000543,2025-01,2025-01-04,email
INV0000542,CON000544,2025-01,2025-01-03,email
INV0000543,CON000545,2025-01,2025-01-03,email
INV0000544,CON000546,2025-01,2025-01-02,email
INV0000545,CON000547,2025-01,2025-01-04,email
INV0000546,CON000548,2025-01,2025-01-01,email
INV0000547,CON000549,2025-01,2025-01-04,email
INV0000548,CON000550,2025-01,2025-01-04,email
INV0000549,CON000551,2025-01,2025-01-03,phone_ivr
INV0000550,CON000552,2025-01,2025-01-04,email
