customer_id,segment,monthly_recurring_revenue,signup_date,status,is_test_account
CUST00234,smb,103.87,2018-08-17,active,False
CUST00235,smb,373.54,2024-08-25,active,False
CUST00236,smb,368.89,2022-10-15,active,False
CUST00237,smb,298.55,2023-10-18,active,False
CUST00238,smb,158.71,2020-08-28,active,False
CUST00239,enterprise,39032.45,2019-05-21,active,False
CUST00240,mid_market,3249.11,2023-10-02,active,False
CUST00241,smb,295.65,2018-05-12,active,False
CUST00242,smb,151.33,2019-04-13,active,False
CUST00243,mid_market,2441.89,2019-01-28,active,False
CUST00244,smb,343.22,2018-08-04,active,False
CUST00245,smb,355.28,2021-11-09,active,False
CUST00246,smb,259.66,2019-08-07,active,False
CUST00247,smb,247.29,2024-10-05,active,False
CUST00248,smb,303.26,2024-07-10,active,False
CUST00249,mid_market,2490.4,2019-03-07,active,False
CUST00250,smb,213.66,2023-10-21,active,False
CUST00251,smb,107.33,2018-04-10,active,False
CUST00252,smb,120.34,2020-01-01,active,False
CUST00253,smb,323.29,2022-08-14,active,False
CUST00254,mid_market,878.93,2019-06-11,active,False
CUST00255,mid_market,967.38,2018-07-19,active,False
CUST00256,smb,369.49,2019-02-05,active,False
CUST00257,smb,305.28,2022-08-11,active,False
CUST00258,mid_market,813.48,2019-07-20,active,False
CUST00259,enterprise,17985.39,2019-09-21,active,False
CUST00260,smb,324.26,2019-06-09,active,False
CUST00261,mid_market,2136.32,2024-03-04,active,False
CUST00262,smb,230.02,2024-03-20,active,False
CUST00263,mid_market,2268.16,2023-08-20,active,False
CUST00264,mid_market,1446.83,2018-02-21,active,False
CUST00265,smb,310.85,2019-10-03,active,False
CUST00266,mid_market,1129.62,2024-02-28,active,False
CUST00267,mid_market,2423.2,2021-11-16,active,False
CUST00268,mid_market,1343.86,2018-04-16,active,False
CUST00269,mid_market,948.9,2019-09-29,active,False
CUST00270,enterprise,12583.8,2023-10-15,active,False
CUST00271,enterprise,35818.72,2024-02-25,active,False
CUST00272,mid_market,1363.67,2020-12-24,active,False
CUST00273,enterprise,16907.81,2019-01-23,active,False
CUST00274,smb,124.19,2018-07-17,active,False
CUST00275,smb,315.37,2019-07-30,active,False
CUST00276,mid_market,2225.44,2023-08-05,active,False
CUST00277,mid_market,3819.63,2023-10-14,active,False
CUST00278,smb,292.58,2019-10-18,active,False
CUST00279,smb,250.04,2024-11-03,active,False
CUST00280,smb,290.12,2024-02-23,active,False
CUST00281,enterprise,9293.61,2024-11-29,active,False
CUST00282,mid_market,3842.11,2023-04-07,active,False
CUST00283,mid_market,3860.57,2022-01-04,active,False
CUST00284,mid_market,1683.65,2024-11-14,active,False
CUST00285,smb,281.05,2022-10-27,active,False
CUST00286,smb,144.61,2023-10-28,active,False
CUST00287,enterprise,25519.1,2020-10-26,active,False
CUST00288,mid_market,3266.53,2019-09-08,active,False
CUST00289,smb,380.74,2022-01-05,active,False
CUST00290,mid_market,1885.49,2020-11-11,active,False
CUST00291,smb,301.92,2020-06-16,active,False
CUST00292,enterprise,30925.67,2022-11-16,active,False
CUST00293,smb,150.77,2022-04-10,active,False
CUST00294,enterprise,28129.03,2020-03-18,active,True
CUST00295,smb,289.73,2019-09-10,active,False
CUST00296,smb,324.5,2021-10-28,active,False
CUST00297,smb,399.98,2020-04-16,active,False
CUST00298,smb,92.87,2019-08-31,active,False
CUST00299,smb,144.74,2019-07-22,active,False
CUST00300,smb,126.43,2022-08-22,active,False
CUST00301,smb,129.42,2020-11-27,active,False
CUST00302,mid_market,2253.6,2020-05-24,active,False
CUST00303,smb,361.13,2018-10-22,active,False
CUST00304,smb,223.59,2018-05-22,active,False
CUST00305,smb,293.91,2022-11-12,active,False
CUST00306,smb,200.48,2024-10-09,active,False
CUST00307,mid_market,1822.92,2020-04-10,active,False
CUST00308,smb,346.96,2023-11-28,active,False
CUST00309,mid_market,2897.75,2022-03-18,active,False
CUST00310,mid_market,1922.86,2020-02-16,active,False
CUST00311,smb,372.53,2021-12-19,active,False
CUST00312,smb,239.52,2018-11-28,active,False
CUST00313,mid_market,1402.48,2020-05-13,active,False
CUST00314,mid_market,2346.31,2023-02-23,active,False
CUST00315,mid_market,2959.04,2023-12-16,active,False
CUST00316,mid_market,1974.76,2019-07-19,active,False
CUST00317,mid_market,3500.11,2024-05-16,active,False
CUST00318,smb,250.61,2022-03-28,active,False
CUST00319,mid_market,2296.85,2019-08-10,active,False
CUST00320,smb,354.79,2023-06-15,active,False
CUST00321,smb,228.13,2024-03-01,active,False
CUST00322,smb,212.61,2019-11-28,active,False
CUST00323,mid_market,1131.89,2018-09-28,active,False
CUST00324,smb,196.0,2019-12-29,active,False
CUST00325,smb,207.06,2023-04-18,active,False
CUST00326,smb,137.8,2018-06-07,active,False
CUST00327,smb,268.1,2020-01-10,active,False
CUST00328,smb,126.03,2020-03-28,active,False
CUST00329,smb,151.58,2018-02-12,active,False
CUST00330,mid_market,2595.49,2022-03-08,active,False
CUST00331,smb,166.07,2023-08-23,active,False
CUST00332,mid_market,2846.94,2019-02-03,active,False
CUST00333,smb,300.96,2024-03-16,active,False
CUST00334,smb,176.41,2024-09-02,active,False
CUST00335,mid_market,1079.64,2024-02-04,active,False
CUST00336,smb,236.62,2023-01-21,active,False
CUST00337,enterprise,10972.75,2021-02-19,active,False
CUST00338,smb,244.88,2019-06-06,active,False
CUST00339,enterprise,31238.97,2024-05-22,active,False
CUST00340,smb,278.51,2021-09-18,active,False
CUST00341,mid_market,2234.46,2021-03-01,active,False
CUST00342,smb,382.67,2020-09-27,active,False
CUST00343,smb,112.56,2019-07-12,active,False
CUST00344,smb,361.6,2020-09-04,active,False
CUST00345,smb,336.04,2023-08-03,active,False
CUST00346,smb,214.32,2021-12-02,active,False
CUST00347,smb,128.92,2020-10-07,active,False
CUST00348,mid_market,1298.77,2018-10-04,active,False
CUST00349,smb,374.98,2020-11-26,active,False
CUST00350,enterprise,15478.55,2019-07-05,active,False
CUST00351,smb,359.72,2020-10-13,active,False
CUST00352,mid_market,2410.54,2019-01-18,active,False
CUST00353,smb,227.76,2024-08-19,active,False
CUST00354,smb,278.24,2019-03-21,active,False
CUST00355,smb,148.81,2018-11-14,active,False
CUST00356,smb,217.08,2022-08-02,active,False
CUST00357,smb,380.32,2020-05-28,active,False
CUST00358,smb,156.24,2024-12-21,active,False
CUST00359,smb,374.91,2020-10-29,active,False
CUST00360,smb,398.15,2022-07-23,active,False
CUST00361,smb,96.61,2023-11-03,active,False
CUST00362,mid_market,2500.41,2024-11-21,active,False
CUST00363,mid_market,1349.82,2023-09-01,active,False
CUST00364,enterprise,27894.86,2022-01-14,active,False
CUST00365,smb,396.65,2023-09-13,active,False
CUST00366,smb,367.0,2019-12-26,active,False
CUST00367,smb,375.95,2024-02-03,active,False
CUST00368,smb,148.27,2024-02-08,active,False
CUST00369,mid_market,2535.42,2020-09-08,active,False
CUST00370,smb,155.15,2018-06-21,active,False
CUST00371,smb,367.82,2022-10-16,active,False
CUST00372,mid_market,1411.69,2018-09-19,active,False
CUST00373,mid_market,1292.67,2018-02-14,active,False
CUST00374,mid_market,838.92,2024-08-19,active,False
CUST00375,mid_market,1382.23,2021-12-21,active,False
CUST00376,mid_market,1407.24,2022-07-20,active,False
CUST00377,smb,104.8,2024-02-29,active,False
CUST00378,smb,357.68,2024-07-02,active,False
CUST00379,mid_market,3295.99,2024-09-10,active,False
CUST00380,smb,161.43,2018-12-06,active,False
CUST00381,smb,330.64,2020-04-07,active,False
CUST00382,smb,215.09,2023-05-18,active,False
CUST00383,smb,328.17,2018-03-15,active,False
CUST00384,smb,183.36,2019-08-24,active,False
CUST00385,mid_market,2606.89,2021-08-08,active,False
CUST00386,smb,202.12,2020-05-27,active,False
CUST00387,smb,140.06,2019-03-18,active,False
CUST00388,smb,267.4,2024-04-16,active,False
CUST00389,mid_market,3202.66,2021-02-18,active,False
CUST00390,smb,320.99,2020-11-17,active,False
CUST00391,smb,194.01,2022-08-08,active,False
CUST00392,mid_market,2459.88,2022-09-10,active,False
CUST00393,smb,324.41,2021-06-13,active,False
CUST00394,smb,97.44,2024-03-17,active,False
CUST00395,enterprise,10300.43,2020-01-27,active,False
CUST00396,smb,200.39,2024-02-04,active,False
CUST00397,smb,151.51,2024-01-29,active,False
CUST00398,mid_market,1998.87,2018-01-23,active,False
CUST00399,smb,110.0,2023-04-14,active,False
CUST00400,smb,269.44,2019-02-09,active,False
CUST00401,mid_market,2949.57,2021-05-26,active,False
CUST00402,smb,333.39,2024-06-05,active,False
CUST00403,smb,288.17,2019-05-15,active,False
CUST00404,mid_market,2068.42,2021-12-08,active,False
CUST00405,smb,379.18,2023-06-11,active,False
CUST00406,smb,312.43,2021-05-12,active,False
CUST00407,mid_market,2488.58,2018-07-19,active,False
CUST00408,smb,146.19,2018-06-16,active,False
CUST00409,mid_market,2876.72,2021-08-16,active,False
CUST00410,smb,269.35,2018-03-06,active,False
CUST00411,smb,298.67,2018-02-09,active,False
CUST00412,smb,329.96,2024-09-02,active,False
CUST00413,enterprise,37281.59,2021-09-24,active,False
CUST00414,smb,383.7,2021-04-26,active,False
CUST00415,enterprise,28165.94,2018-09-14,active,False
CUST00416,mid_market,3891.06,2023-07-04,active,False
CUST00417,mid_market,3716.55,2021-07-28,active,False
CUST00418,smb,80.84,2019-07-17,active,False
CUST00419,mid_market,2840.38,2023-04-09,active,False
CUST00420,smb,137.11,2019-08-29,active,False
CUST00421,smb,174.46,2021-07-09,active,False
CUST00422,enterprise,17520.01,2021-12-03,active,False
CUST00423,enterprise,23460.15,2019-12-15,active,False
CUST00424,enterprise,8347.72,2024-02-18,active,False
CUST00425,smb,155.45,2022-12-04,active,False
CUST00426,smb,89.32,2020-01-08,active,False
CUST00427,mid_market,2881.79,2019-02-05,active,False
CUST00428,smb,364.57,2020-04-20,active,False
CUST00429,enterprise,39929.24,2021-04-04,active,False
CUST00430,smb,223.54,2021-11-08,active,False
CUST00431,smb,163.25,2020-10-19,active,False
CUST00432,smb,352.99,2018-04-13,active,False
CUST00433,smb,116.21,2022-09-25,active,False
CUST00434,smb,391.76,2020-08-26,active,False
CUST00435,enterprise,30874.8,2020-05-07,active,False
CUST00436,mid_market,2412.59,2021-11-22,active,False
CUST00437,mid_market,1109.28,2023-11-05,active,False
CUST00438,smb,85.82,2018-01-13,active,False
CUST00439,smb,254.25,2024-09-21,active,False
CUST00440,smb,212.43,2022-06-19,active,False
CUST00441,smb,349.65,2021-10-29,active,False
CUST00442,mid_market,2855.38,2018-05-11,active,False
CUST00443,smb,218.21,2022-12-23,active,False
CUST00444,mid_market,1523.22,2023-01-15,active,False
CUST00445,mid_market,2337.35,2021-12-03,active,False
CUST00446,smb,132.16,2023-08-12,active,False
CUST00447,smb,293.44,2023-11-14,active,False
CUST00448,smb,273.83,2023-11-14,active,False
CUST00449,enterprise,33922.28,2020-04-15,active,False
CUST00450,smb,223.85,2022-09-18,active,False
CUST00451,enterprise,16916.75,2018-05-27,active,False
CUST00452,smb,347.65,2021-12-06,active,False
CUST00453,smb,301.12,2019-01-09,active,False
CUST00454,mid_market,3061.47,2020-02-26,active,False
CUST00455,enterprise,24898.71,2022-09-26,active,False
CUST00456,mid_market,3603.13,2020-12-21,active,False
CUST00457,smb,152.89,2024-01-16,active,False
CUST00458,smb,208.54,2018-08-11,active,False
CUST00459,smb,334.79,2024-10-20,active,False
CUST00460,smb,122.55,2022-12-13,active,False
CUST00461,smb,338.6,2021-01-05,active,False
CUST00462,mid_market,1928.3,2018-03-05,active,False
CUST00463,smb,120.16,2018-04-17,active,False
CUST00464,mid_market,1053.28,2020-11-22,active,False
CUST00465,smb,349.77,2022-01-03,active,False
CUST00466,smb,329.16,2021-07-17,active,False
CUST00467,smb,172.17,2020-01-30,active,False
CUST00468,smb,117.24,2022-07-20,active,False
CUST00469,mid_market,1591.15,2022-04-20,active,False
CUST00470,smb,148.16,2020-05-27,active,False
CUST00471,smb,314.58,2020-04-12,active,False
CUST00472,smb,148.98,2021-02-05,active,False
CUST00473,mid_market,1491.52,2023-03-15,active,False
CUST00474,mid_market,903.26,2022-02-10,active,False
CUST00475,mid_market,2709.95,2018-11-21,active,False
CUST00476,mid_market,3004.73,2024-06-17,active,False
CUST00477,smb,289.12,2019-06-01,active,False
CUST00478,smb,261.95,2022-09-14,active,False
CUST00479,smb,389.14,2018-02-12,active,False
CUST00480,smb,231.28,2019-10-13,active,False
CUST00481,smb,355.24,2021-12-14,active,False
CUST00482,mid_market,2867.23,2023-12-06,active,False
CUST00483,smb,106.93,2021-12-09,active,False
CUST00484,mid_market,3392.28,2018-05-21,active,False
CUST00485,enterprise,26700.43,2024-09-08,active,False
CUST00486,smb,289.13,2019-11-27,active,False
CUST00487,smb,137.67,2020-07-21,active,False
CUST00488,mid_market,2199.97,2018-10-04,active,False
CUST00489,smb,361.79,2022-11-15,active,False
CUST00490,smb,148.94,2021-02-16,active,False
CUST00491,smb,80.04,2019-07-16,active,False
CUST00492,smb,162.4,2022-06-16,active,False
CUST00493,smb,236.01,2019-05-16,active,False
CUST00494,mid_market,3428.09,2021-09-19,active,False
CUST00495,smb,285.85,2022-08-24,active,False
CUST00496,smb,374.1,2023-09-05,active,False
CUST00497,smb,225.78,2022-11-11,active,False
CUST00498,smb,205.06,2021-12-21,active,False
CUST00499,mid_market,1540.54,2018-03-28,active,False
CUST00500,smb,149.78,2019-08-18,active,False
CUST00501,smb,315.56,2022-01-16,active,False
CUST00502,smb,105.71,2021-10-03,active,False
CUST00503,smb,157.67,2021-09-25,active,False
CUST00504,smb,363.49,2023-02-23,active,False
CUST00505,smb,264.61,2024-05-01,active,False
CUST00506,smb,94.91,2021-07-09,active,False
CUST00507,mid_market,3053.62,2018-12-10,active,False
CUST00508,smb,242.14,2021-02-03,active,False
CUST00509,smb,353.45,2019-10-09,active,False
CUST00510,mid_market,2983.79,2021-09-14,active,False
CUST00511,enterprise,8142.29,2022-02-16,active,False
CUST00512,smb,145.84,2021-11-01,active,False
CUST00513,enterprise,16254.84,2022-01-26,active,False
CUST00514,mid_market,3047.14,2020-03-04,active,False
CUST00515,mid_market,2429.81,2019-03-29,active,False
CUST00516,mid_market,3191.83,2023-12-24,active,False
CUST00517,mid_market,2441.18,2020-10-23,active,False
CUST00518,smb,184.76,2019-06-15,active,False
CUST00519,enterprise,11317.14,2024-12-19,active,False
CUST00520,smb,144.84,2018-03-25,active,False
CUST00521,smb,208.25,2020-06-04,active,False
CUST00522,mid_market,2564.65,2023-03-11,active,False
CUST00523,mid_market,3803.64,2020-11-16,active,False
CUST00524,smb,156.71,2023-11-23,active,False
CUST00525,mid_market,2931.47,2020-07-06,active,False
CUST00526,mid_market,1288.15,2022-07-01,active,False
CUST00527,smb,308.4,2020-12-28,active,False
CUST00528,smb,83.63,2021-04-13,active,False
CUST00529,smb,289.89,2021-06-26,active,False
CUST00530,mid_market,1322.3,2024-10-28,active,False
CUST00531,smb,137.7,2023-04-27,active,False
CUST00532,smb,258.85,2020-08-05,active,False
CUST00533,mid_market,2001.32,2020-11-30,active,False
CUST00534,smb,230.82,2020-11-03,active,False
CUST00535,enterprise,17884.44,2023-02-25,active,False
CUST00536,mid_market,3851.09,2022-02-19,active,False
CUST00537,smb,173.01,2021-09-28,active,False
CUST00538,mid_market,2534.55,2021-01-05,active,False
CUST00539,mid_market,3533.94,2020-10-15,active,False
CUST00540,smb,292.54,2021-11-20,active,False
CUST00541,smb,183.29,2023-10-26,active,False
CUST00542,smb,256.78,2024-10-06,active,False
CUST00543,smb,106.56,2018-06-05,active,False
CUST00544,smb,254.62,2019-08-31,active,False
CUST00545,mid_market,2180.45,2022-10-18,active,False
CUST00546,smb,322.54,2019-01-15,active,False
CUST00547,mid_market,3513.29,2022-04-10,active,False
CUST00548,enterprise,14387.73,2020-12-18,active,False
CUST00549,smb,106.09,2019-05-03,active,False
CUST00550,smb,204.98,2021-07-12,active,False
CUST00551,smb,250.93,2021-07-25,active,False
CUST00552,mid_market,2005.77,2022-12-28,active,False
CUST00553,mid_market,2811.4,2023-10-13,active,False
