order_id,product_id,warehouse_id,order_date,quantity
ORD01367,SKU303,WH02,2024-05-15,288
ORD01426,SKU301,WH04,2024-05-15,146
ORD01443,SKU250,WH03,2024-05-15,205
ORD01449,SKU014,WH01,2024-05-15,103
ORD01452,SKU152,WH04,2024-05-15,98
ORD01500,SKU336,WH01,2024-05-15,127
ORD01557,SKU241,WH01,2024-05-15,85
ORD01732,SKU133,WH03,2024-05-15,172
ORD01740,SKU180,WH01,2024-05-15,85
ORD01854,SKU034,WH04,2024-05-15,108
ORD02021,SKU129,WH02,2024-05-15,109
ORD00044,SKU117,WH05,2024-05-16,335
ORD00050,SKU359,WH02,2024-05-16,47
ORD00114,SKU104,WH05,2024-05-16,103
ORD00135,SKU202,WH04,2024-05-16,163
ORD00145,SKU334,WH05,2024-05-16,96
ORD00158,SKU069,WH02,2024-05-16,273
ORD00184,SKU345,WH05,2024-05-16,108
ORD00234,SKU050,WH01,2024-05-16,18
ORD00344,SKU169,WH01,2024-05-16,185
ORD00402,SKU008,WH05,2024-05-16,145
ORD00518,SKU187,WH03,2024-05-16,27
ORD00655,SKU094,WH04,2024-05-16,158
ORD00688,SKU056,WH03,2024-05-16,89
ORD00700,SKU114,WH03,2024-05-16,362
ORD00766,SKU314,WH03,2024-05-16,52
ORD00798,SKU168,WH01,2024-05-16,131
ORD00839,SKU326,WH01,2024-05-16,70
ORD00921,SKU193,WH02,2024-05-16,158
ORD00949,SKU205,WH01,2024-05-16,208
ORD00977,SKU060,WH04,2024-05-16,114
ORD01051,SKU329,WH04,2024-05-16,45
ORD01068,SKU168,WH02,2024-05-16,48
ORD01166,SKU264,WH03,2024-05-16,72
ORD01217,SKU076,WH02,2024-05-16,108
ORD01257,SKU254,WH01,2024-05-16,93
ORD01290,SKU304,WH05,2024-05-16,96
ORD01312,SKU022,WH03,2024-05-16,156
ORD01330,SKU280,WH04,2024-05-16,195
ORD01336,SKU349,WH01,2024-05-16,144
ORD01541,SKU333,WH04,2024-05-16,366
ORD01588,SKU349,WH03,2024-05-16,84
ORD01625,SKU263,WH03,2024-05-16,360
ORD01635,SKU370,WH03,2024-05-16,60
ORD01752,SKU255,WH04,2024-05-16,90
ORD01814,SKU121,WH03,2024-05-16,329
ORD01844,SKU277,WH01,2024-05-16,148
ORD01926,SKU073,WH01,2024-05-16,53
ORD01961,SKU065,WH01,2024-05-16,128
ORD01972,SKU018,WH03,2024-05-16,61
ORD02014,SKU356,WH01,2024-05-16,121
ORD02022,SKU091,WH03,2024-05-16,249
ORD02043,SKU025,WH01,2024-05-16,138
ORD00003,SKU089,WH04,2024-05-17,84
ORD00006,SKU263,WH03,2024-05-17,232
ORD00031,SKU365,WH02,2024-05-17,59
ORD00069,SKU319,WH03,2024-05-17,58
ORD00070,SKU048,WH05,2024-05-17,124
ORD00071,SKU376,WH02,2024-05-17,312
ORD00141,SKU033,WH02,2024-05-17,231
ORD00185,SKU171,WH03,2024-05-17,516
ORD00198,SKU157,WH05,2024-05-17,75
ORD00336,SKU193,WH01,2024-05-17,271
ORD00397,SKU238,WH02,2024-05-17,134
ORD00400,SKU040,WH02,2024-05-17,31
ORD00438,SKU327,WH04,2024-05-17,98
ORD00494,SKU197,WH04,2024-05-17,184
ORD00501,SKU306,WH04,2024-05-17,133
ORD00503,SKU293,WH04,2024-05-17,202
ORD00514,SKU016,WH03,2024-05-17,159
ORD00534,SKU169,WH01,2024-05-17,184
ORD00549,SKU083,WH03,2024-05-17,188
ORD00585,SKU244,WH02,2024-05-17,64
ORD00618,SKU349,WH04,2024-05-17,50
ORD00619,SKU227,WH02,2024-05-17,161
ORD00630,SKU214,WH03,2024-05-17,37
ORD00645,SKU026,WH02,2024-05-17,255
ORD00675,SKU128,WH01,2024-05-17,62
ORD00746,SKU394,WH04,2024-05-17,80
ORD00810,SKU244,WH01,2024-05-17,50
ORD00812,SKU350,WH03,2024-05-17,202
ORD00818,SKU156,WH03,2024-05-17,95
ORD00832,SKU135,WH01,2024-05-17,178
ORD00835,SKU355,WH05,2024-05-17,290
ORD00906,SKU323,WH02,2024-05-17,74
ORD01025,SKU121,WH03,2024-05-17,356
ORD01075,SKU117,WH05,2024-05-17,359
ORD01092,SKU219,WH05,2024-05-17,117
ORD01155,SKU345,WH05,2024-05-17,109
ORD01168,SKU178,WH02,2024-05-17,230
ORD01282,SKU220,WH01,2024-05-17,249
ORD01406,SKU040,WH01,2024-05-17,59
ORD01450,SKU163,WH02,2024-05-17,71
ORD01518,SKU183,WH01,2024-05-17,19
ORD01544,SKU130,WH03,2024-05-17,137
ORD01579,SKU327,WH02,2024-05-17,64
ORD01708,SKU358,WH03,2024-05-17,106
ORD01806,SKU235,WH05,2024-05-17,117
ORD01876,SKU088,WH05,2024-05-17,95
ORD01909,SKU043,WH03,2024-05-17,235
ORD01913,SKU276,WH04,2024-05-17,145
ORD01927,SKU033,WH03,2024-05-17,83
ORD01944,SKU214,WH01,2024-05-17,106
ORD00093,SKU176,WH03,2024-05-18,128
ORD00110,SKU306,WH04,2024-05-18,212
ORD00127,SKU138,WH01,2024-05-18,100
ORD00133,SKU239,WH01,2024-05-18,104
ORD00149,SKU115,WH02,2024-05-18,76
ORD00190,SKU219,WH04,2024-05-18,163
ORD00191,SKU291,WH05,2024-05-18,98
ORD00216,SKU264,WH05,2024-05-18,28
ORD00235,SKU086,WH01,2024-05-18,149
ORD00313,SKU034,WH02,2024-05-18,359
ORD00455,SKU103,WH02,2024-05-18,238
ORD00466,SKU025,WH03,2024-05-18,165
ORD00491,SKU230,WH02,2024-05-18,179
ORD00652,SKU192,WH01,2024-05-18,148
ORD00752,SKU209,WH01,2024-05-18,51
ORD00762,SKU359,WH02,2024-05-18,49
ORD00843,SKU398,WH04,2024-05-18,41
ORD00913,SKU101,WH02,2024-05-18,57
ORD00948,SKU145,WH02,2024-05-18,57
ORD00971,SKU033,WH02,2024-05-18,207
ORD01031,SKU323,WH01,2024-05-18,289
ORD01033,SKU050,WH05,2024-05-18,184
ORD01041,SKU185,WH04,2024-05-18,63
ORD01066,SKU212,WH02,2024-05-18,49
ORD01224,SKU265,WH02,2024-05-18,23
ORD01255,SKU262,WH02,2024-05-18,15
ORD01275,SKU202,WH03,2024-05-18,72
ORD01292,SKU099,WH03,2024-05-18,234
ORD01355,SKU104,WH05,2024-05-18,57
ORD01418,SKU156,WH01,2024-05-18,512
ORD01420,SKU025,WH03,2024-05-18,142
ORD01445,SKU050,WH03,2024-05-18,230
ORD01512,SKU178,WH05,2024-05-18,154
ORD01598,SKU140,WH01,2024-05-18,47
ORD01674,SKU258,WH05,2024-05-18,67
ORD01685,SKU094,WH02,2024-05-18,25
ORD01739,SKU234,WH04,2024-05-18,18
ORD01758,SKU105,WH01,2024-05-18,72
ORD01816,SKU145,WH05,2024-05-18,136
ORD01835,SKU035,WH01,2024-05-18,273
ORD01841,SKU235,WH03,2024-05-18,231
ORD01885,SKU104,WH03,2024-05-18,141
ORD01907,SKU075,WH05,2024-05-18,363
ORD01986,SKU117,WH05,2024-05-18,374
ORD02027,SKU177,WH01,2024-05-18,85
ORD00027,SKU199,WH02,2024-05-19,103
ORD00056,SKU357,WH04,2024-05-19,118
ORD00061,SKU368,WH02,2024-05-19,293
ORD00097,SKU281,WH01,2024-05-19,152
ORD00155,SKU267,WH05,2024-05-19,290
ORD00156,SKU010,WH02,2024-05-19,155
ORD00180,SKU227,WH01,2024-05-19,67
ORD00189,SKU065,WH04,2024-05-19,151
ORD00201,SKU031,WH01,2024-05-19,179
ORD00220,SKU244,WH03,2024-05-19,44
ORD00238,SKU276,WH02,2024-05-19,80
ORD00377,SKU368,WH01,2024-05-19,84
ORD00404,SKU296,WH03,2024-05-19,102
ORD00473,SKU322,WH01,2024-05-19,253
ORD00490,SKU226,WH02,2024-05-19,145
ORD00493,SKU086,WH02,2024-05-19,178
ORD00497,SKU251,WH04,2024-05-19,88
ORD00538,SKU151,WH02,2024-05-19,39
ORD00572,SKU126,WH03,2024-05-19,72
ORD00574,SKU227,WH01,2024-05-19,154
ORD00642,SKU182,WH02,2024-05-19,168
ORD00668,SKU194,WH03,2024-05-19,57
ORD00715,SKU015,WH03,2024-05-19,22
ORD00755,SKU014,WH03,2024-05-19,191
ORD00772,SKU077,WH01,2024-05-19,167
ORD00780,SKU040,WH01,2024-05-19,135
ORD00811,SKU248,WH02,2024-05-19,196
ORD00813,SKU310,WH04,2024-05-19,53
ORD00824,SKU397,WH01,2024-05-19,49
ORD00827,SKU189,WH04,2024-05-19,67
ORD00853,SKU173,WH04,2024-05-19,196
ORD00926,SKU108,WH04,2024-05-19,214
ORD00950,SKU078,WH01,2024-05-19,263
ORD01023,SKU213,WH04,2024-05-19,258
ORD01059,SKU219,WH03,2024-05-19,329
ORD01109,SKU218,WH01,2024-05-19,178
ORD01160,SKU057,WH05,2024-05-19,165
ORD01208,SKU259,WH02,2024-05-19,339
ORD01302,SKU354,WH02,2024-05-19,95
ORD01347,SKU278,WH05,2024-05-19,53
ORD01448,SKU046,WH03,2024-05-19,163
ORD01514,SKU158,WH01,2024-05-19,43
ORD01529,SKU310,WH01,2024-05-19,257
ORD01585,SKU246,WH05,2024-05-19,455
ORD01641,SKU390,WH02,2024-05-19,233
ORD01693,SKU341,WH05,2024-05-19,51
ORD01751,SKU244,WH03,2024-05-19,77
ORD01798,SKU156,WH05,2024-05-19,161
ORD01836,SKU108,WH03,2024-05-19,134
ORD01980,SKU122,WH03,2024-05-19,323
ORD02033,SKU223,WH02,2024-05-19,166
ORD00063,SKU398,WH03,2024-05-20,168
ORD00080,SKU309,WH03,2024-05-20,62
ORD00123,SKU177,WH01,2024-05-20,81
ORD00171,SKU329,WH02,2024-05-20,14
ORD00241,SKU115,WH04,2024-05-20,150
ORD00340,SKU292,WH01,2024-05-20,102
ORD00370,SKU014,WH03,2024-05-20,79
ORD00607,SKU382,WH03,2024-05-20,16
ORD00669,SKU091,WH01,2024-05-20,160
ORD00689,SKU075,WH05,2024-05-20,277
ORD00703,SKU266,WH04,2024-05-20,107
ORD00704,SKU273,WH01,2024-05-20,93
ORD00741,SKU079,WH05,2024-05-20,94
ORD00787,SKU122,WH01,2024-05-20,44
ORD00790,SKU010,WH01,2024-05-20,54
ORD00830,SKU016,WH03,2024-05-20,211
ORD00856,SKU035,WH01,2024-05-20,238
ORD00893,SKU343,WH05,2024-05-20,487
ORD00896,SKU024,WH03,2024-05-20,319
ORD00898,SKU199,WH02,2024-05-20,62
ORD00941,SKU097,WH05,2024-05-20,96
ORD00967,SKU112,WH04,2024-05-20,21
ORD01089,SKU254,WH05,2024-05-20,200
ORD01101,SKU059,WH05,2024-05-20,132
ORD01158,SKU264,WH02,2024-05-20,54
ORD01227,SKU221,WH03,2024-05-20,116
ORD01343,SKU066,WH05,2024-05-20,105
ORD01378,SKU354,WH02,2024-05-20,129
ORD01432,SKU173,WH05,2024-05-20,29
ORD01626,SKU163,WH02,2024-05-20,90
ORD01686,SKU002,WH04,2024-05-20,264
ORD01700,SKU118,WH03,2024-05-20,61
ORD01848,SKU365,WH02,2024-05-20,55
ORD02009,SKU141,WH01,2024-05-20,188
ORD02015,SKU320,WH05,2024-05-20,64
ORD02024,SKU049,WH02,2024-05-20,142
ORD02047,SKU221,WH03,2024-05-20,128
ORD00087,SKU087,WH03,2024-05-21,123
ORD00106,SKU278,WH01,2024-05-21,120
ORD00179,SKU100,WH04,2024-05-21,272
ORD00202,SKU174,WH03,2024-05-21,292
ORD00212,SKU085,WH05,2024-05-21,156
ORD00233,SKU273,WH01,2024-05-21,91
ORD00236,SKU329,WH01,2024-05-21,117
ORD00305,SKU362,WH02,2024-05-21,40
ORD00311,SKU212,WH03,2024-05-21,87
ORD00318,SKU326,WH01,2024-05-21,144
ORD00389,SKU333,WH04,2024-05-21,331
ORD00398,SKU118,WH03,2024-05-21,30
ORD00403,SKU295,WH04,2024-05-21,87
ORD00419,SKU047,WH04,2024-05-21,142
ORD00424,SKU040,WH02,2024-05-21,23
ORD00484,SKU221,WH01,2024-05-21,213
ORD00488,SKU006,WH05,2024-05-21,186
ORD00523,SKU264,WH05,2024-05-21,43
ORD00552,SKU302,WH04,2024-05-21,28
ORD00610,SKU365,WH03,2024-05-21,144
ORD00654,SKU323,WH02,2024-05-21,208
ORD00722,SKU253,WH01,2024-05-21,393
ORD00747,SKU092,WH02,2024-05-21,159
ORD00814,SKU123,WH03,2024-05-21,314
ORD00851,SKU362,WH02,2024-05-21,59
ORD00928,SKU164,WH02,2024-05-21,279
ORD01124,SKU090,WH02,2024-05-21,82
ORD01125,SKU138,WH03,2024-05-21,69
ORD01245,SKU400,WH01,2024-05-21,48
ORD01253,SKU307,WH03,2024-05-21,577
ORD01268,SKU137,WH03,2024-05-21,206
ORD01393,SKU089,WH05,2024-05-21,162
ORD01404,SKU339,WH02,2024-05-21,152
ORD01444,SKU315,WH03,2024-05-21,168
ORD01520,SKU338,WH02,2024-05-21,39
ORD01535,SKU238,WH05,2024-05-21,62
ORD01586,SKU273,WH03,2024-05-21,436
ORD01604,SKU289,WH04,2024-05-21,155
ORD01665,SKU350,WH05,2024-05-21,255
ORD01760,SKU086,WH02,2024-05-21,64
ORD01794,SKU082,WH01,2024-05-21,187
ORD01812,SKU276,WH04,2024-05-21,169
ORD01823,SKU050,WH05,2024-05-21,137
ORD01852,SKU155,WH02,2024-05-21,221
ORD01995,SKU311,WH03,2024-05-21,149
ORD02017,SKU386,WH03,2024-05-21,228
ORD02025,SKU049,WH02,2024-05-21,226
ORD00062,SKU157,WH03,2024-05-22,162
ORD00064,SKU187,WH02,2024-05-22,98
ORD00121,SKU002,WH04,2024-05-22,270
ORD00214,SKU138,WH03,2024-05-22,34
ORD00306,SKU372,WH03,2024-05-22,24
ORD00390,SKU143,WH02,2024-05-22,102
ORD00433,SKU326,WH04,2024-05-22,80
ORD00471,SKU396,WH01,2024-05-22,99
ORD00474,SKU140,WH03,2024-05-22,147
ORD00480,SKU298,WH02,2024-05-22,103
ORD00481,SKU168,WH01,2024-05-22,88
ORD00529,SKU129,WH05,2024-05-22,109
ORD00563,SKU082,WH05,2024-05-22,139
ORD00625,SKU170,WH02,2024-05-22,314
ORD00666,SKU245,WH03,2024-05-22,379
ORD00720,SKU278,WH02,2024-05-22,30
ORD00737,SKU038,WH03,2024-05-22,130
ORD00740,SKU142,WH03,2024-05-22,73
ORD00849,SKU397,WH01,2024-05-22,139
ORD00905,SKU217,WH01,2024-05-22,48
ORD00909,SKU123,WH04,2024-05-22,247
ORD00914,SKU217,WH03,2024-05-22,217
ORD00938,SKU355,WH05,2024-05-22,251
ORD00944,SKU390,WH05,2024-05-22,77
ORD01008,SKU133,WH03,2024-05-22,495
ORD01094,SKU041,WH03,2024-05-22,93
ORD01145,SKU141,WH05,2024-05-22,59
ORD01150,SKU303,WH04,2024-05-22,154
ORD01233,SKU329,WH02,2024-05-22,28
ORD01266,SKU173,WH01,2024-05-22,190
ORD01329,SKU057,WH05,2024-05-22,74
ORD01361,SKU162,WH05,2024-05-22,149
ORD01396,SKU380,WH02,2024-05-22,279
ORD01414,SKU301,WH01,2024-05-22,32
ORD01515,SKU173,WH01,2024-05-22,174
ORD01528,SKU174,WH01,2024-05-22,230
ORD01571,SKU004,WH04,2024-05-22,98
ORD01664,SKU103,WH02,2024-05-22,367
ORD01720,SKU369,WH03,2024-05-22,45
ORD01723,SKU172,WH04,2024-05-22,161
ORD01731,SKU178,WH04,2024-05-22,138
ORD01746,SKU132,WH04,2024-05-22,136
ORD01789,SKU096,WH02,2024-05-22,501
ORD01825,SKU029,WH05,2024-05-22,119
ORD01833,SKU142,WH05,2024-05-22,245
ORD01859,SKU170,WH01,2024-05-22,118
ORD01976,SKU070,WH04,2024-05-22,142
ORD02018,SKU164,WH03,2024-05-22,80
ORD00037,SKU296,WH03,2024-05-23,49
ORD00053,SKU242,WH01,2024-05-23,103
ORD00058,SKU320,WH05,2024-05-23,22
ORD00196,SKU075,WH03,2024-05-23,81
ORD00361,SKU165,WH01,2024-05-23,110
ORD00420,SKU142,WH02,2024-05-23,70
ORD00462,SKU236,WH04,2024-05-23,770
ORD00565,SKU036,WH02,2024-05-23,58
ORD00604,SKU057,WH03,2024-05-23,66
ORD00608,SKU160,WH03,2024-05-23,149
ORD00613,SKU270,WH04,2024-05-23,157
ORD00677,SKU274,WH02,2024-05-23,74
ORD00678,SKU112,WH03,2024-05-23,42
ORD00698,SKU048,WH04,2024-05-23,129
ORD00725,SKU094,WH01,2024-05-23,129
ORD00763,SKU010,WH03,2024-05-23,118
ORD00797,SKU274,WH05,2024-05-23,124
ORD00803,SKU077,WH05,2024-05-23,101
ORD00817,SKU232,WH03,2024-05-23,61
ORD00837,SKU122,WH03,2024-05-23,242
ORD00912,SKU073,WH04,2024-05-23,55
ORD00972,SKU398,WH03,2024-05-23,167
ORD01070,SKU100,WH04,2024-05-23,285
ORD01090,SKU394,WH01,2024-05-23,129
ORD01138,SKU102,WH03,2024-05-23,191
ORD01147,SKU122,WH02,2024-05-23,104
ORD01148,SKU325,WH02,2024-05-23,92
ORD01163,SKU043,WH04,2024-05-23,178
ORD01170,SKU049,WH02,2024-05-23,165
ORD01315,SKU318,WH02,2024-05-23,57
ORD01431,SKU375,WH04,2024-05-23,152
ORD01489,SKU202,WH02,2024-05-23,71
ORD01516,SKU315,WH05,2024-05-23,174
ORD01636,SKU192,WH02,2024-05-23,145
ORD01642,SKU348,WH05,2024-05-23,17
ORD01648,SKU371,WH02,2024-05-23,161
ORD01821,SKU156,WH01,2024-05-23,220
ORD01826,SKU142,WH03,2024-05-23,258
ORD01921,SKU289,WH04,2024-05-23,170
ORD02045,SKU138,WH01,2024-05-23,190
ORD00008,SKU124,WH02,2024-05-24,86
ORD00017,SKU029,WH05,2024-05-24,86
ORD00211,SKU283,WH05,2024-05-24,65
ORD00217,SKU223,WH01,2024-05-24,137
ORD00253,SKU008,WH02,2024-05-24,167
ORD00281,SKU186,WH03,2024-05-24,36
ORD00325,SKU175,WH05,2024-05-24,68
ORD00341,SKU170,WH03,2024-05-24,182
ORD00365,SKU129,WH05,2024-05-24,177
ORD00401,SKU154,WH01,2024-05-24,46
ORD00452,SKU020,WH02,2024-05-24,173
ORD00479,SKU284,WH03,2024-05-24,49
ORD00579,SKU084,WH04,2024-05-24,82
ORD00615,SKU238,WH04,2024-05-24,218
ORD00748,SKU282,WH03,2024-05-24,415
ORD00847,SKU117,WH01,2024-05-24,150
ORD00874,SKU052,WH02,2024-05-24,92
ORD00884,SKU185,WH03,2024-05-24,261
ORD00892,SKU096,WH05,2024-05-24,30
ORD00899,SKU276,WH05,2024-05-24,38
ORD00901,SKU327,WH02,2024-05-24,91
ORD00952,SKU316,WH05,2024-05-24,46
ORD00960,SKU233,WH03,2024-05-24,270
ORD00968,SKU126,WH03,2024-05-24,82
ORD00997,SKU373,WH04,2024-05-24,384
ORD01004,SKU115,WH04,2024-05-24,145
ORD01050,SKU238,WH04,2024-05-24,136
ORD01058,SKU339,WH05,2024-05-24,180
ORD01074,SKU218,WH04,2024-05-24,95
ORD01130,SKU029,WH04,2024-05-24,58
ORD01183,SKU346,WH05,2024-05-24,76
ORD01190,SKU024,WH02,2024-05-24,177
ORD01316,SKU062,WH04,2024-05-24,128
ORD01373,SKU082,WH01,2024-05-24,134
ORD01472,SKU006,WH04,2024-05-24,221
ORD01695,SKU012,WH03,2024-05-24,69
ORD01715,SKU359,WH04,2024-05-24,37
ORD01914,SKU148,WH04,2024-05-24,58
ORD01920,SKU243,WH01,2024-05-24,100
ORD01959,SKU177,WH04,2024-05-24,100
ORD01966,SKU063,WH05,2024-05-24,153
ORD02054,SKU134,WH02,2024-05-24,229
ORD00073,SKU111,WH02,2024-05-25,143
ORD00169,SKU234,WH03,2024-05-25,23
ORD00170,SKU360,WH03,2024-05-25,22
ORD00178,SKU002,WH03,2024-05-25,321
ORD00210,SKU374,WH04,2024-05-25,98
ORD00262,SKU108,WH04,2024-05-25,155
ORD00317,SKU063,WH01,2024-05-25,59
ORD00421,SKU076,WH03,2024-05-25,157
ORD00443,SKU083,WH01,2024-05-25,216
ORD00445,SKU043,WH03,2024-05-25,258
ORD00520,SKU332,WH02,2024-05-25,48
ORD00599,SKU351,WH04,2024-05-25,196
ORD00760,SKU235,WH03,2024-05-25,131
ORD00767,SKU196,WH01,2024-05-25,76
ORD00777,SKU130,WH03,2024-05-25,186
ORD00834,SKU115,WH02,2024-05-25,116
ORD00991,SKU255,WH03,2024-05-25,135
ORD01010,SKU249,WH04,2024-05-25,139
ORD01026,SKU225,WH04,2024-05-25,197
ORD01098,SKU003,WH03,2024-05-25,84
ORD01174,SKU271,WH01,2024-05-25,163
ORD01238,SKU143,WH04,2024-05-25,180
ORD01254,SKU145,WH04,2024-05-25,65
ORD01319,SKU224,WH05,2024-05-25,84
ORD01325,SKU327,WH04,2024-05-25,90
ORD01395,SKU089,WH04,2024-05-25,56
ORD01421,SKU131,WH03,2024-05-25,222
ORD01483,SKU111,WH03,2024-05-25,46
ORD01490,SKU318,WH03,2024-05-25,60
ORD01498,SKU186,WH02,2024-05-25,29
ORD01637,SKU176,WH04,2024-05-25,139
