assignment_id,worker_id,shift_id,date,clock_in_time,clock_out_time,break_duration_min,is_training_shift,trainee_worker_id
SA000181,W116,S2,2024-01-02,2024-01-02 13:58:00,2024-01-02 21:57:00,15,False,
SA000182,W118,S1,2024-01-02,2024-01-02 06:16:00,2024-01-02 14:17:00,15,False,
SA000183,W119,S1,2024-01-02,2024-01-02 06:14:00,2024-01-02 14:21:00,15,False,
SA000184,W121,S1,2024-01-02,2024-01-02 06:02:00,2024-01-02 14:02:00,15,False,
SA000185,W122,S3,2024-01-02,2024-01-02 21:52:00,2024-01-03 06:09:00,15,False,
SA000186,W123,S1,2024-01-02,2024-01-02 05:56:00,2024-01-02 14:08:00,15,False,
SA000187,W124,S3,2024-01-02,2024-01-02 22:01:00,2024-01-03 05:59:00,15,False,
SA000188,W125,S2,2024-01-02,2024-01-02 14:14:00,,15,False,
SA000189,W127,S1,2024-01-02,2024-01-02 06:00:00,2024-01-02 14:15:00,15,False,
SA000190,W134,S1,2024-01-02,2024-01-02 06:11:00,2024-01-02 14:00:00,15,False,
SA000191,W135,S2,2024-01-02,2024-01-02 14:05:00,2024-01-02 22:06:00,15,False,
SA000192,W136,S1,2024-01-02,2024-01-02 06:16:00,2024-01-02 14:00:00,15,False,
SA000193,W137,S2,2024-01-02,2024-01-02 13:59:00,2024-01-02 22:04:00,15,False,
SA000194,W138,S3,2024-01-02,2024-01-02 21:57:00,2024-01-03 06:06:00,15,False,
SA000195,W139,S3,2024-01-02,2024-01-02 22:00:00,2024-01-03 06:05:00,15,False,
SA000196,W141,S2,2024-01-02,2024-01-02 14:11:00,2024-01-02 22:23:00,15,False,
SA000197,W145,S2,2024-01-02,2024-01-02 14:00:00,2024-01-02 22:16:00,15,False,
SA000198,W147,S3,2024-01-02,2024-01-02 22:12:00,2024-01-03 06:09:00,15,False,
SA000199,W149,S3,2024-01-02,2024-01-02 22:12:00,2024-01-03 06:17:00,15,False,
SA000200,W001,S1,2024-01-03,2024-01-03 06:12:00,,30,False,
SA000201,W002,S1,2024-01-03,2024-01-03 06:02:00,2024-01-03 14:20:00,30,False,
SA000202,W004,S3,2024-01-03,2024-01-03 22:03:00,2024-01-04 06:17:00,30,False,
SA000203,W005,S3,2024-01-03,2024-01-03 22:05:00,2024-01-04 06:18:00,30,False,
SA000204,W007,S1,2024-01-03,2024-01-03 06:01:00,2024-01-03 13:57:00,30,False,
SA000205,W008,S1,2024-01-03,2024-01-03 06:12:00,2024-01-03 14:12:00,30,False,
SA000206,W009,S1,2024-01-03,2024-01-03 05:56:00,2024-01-03 14:23:00,30,False,
SA000207,W010,S2,2024-01-03,2024-01-03 13:54:00,2024-01-03 22:02:00,30,False,
SA000208,W011,S1,2024-01-03,2024-01-03 06:13:00,2024-01-03 14:07:00,30,False,
SA000209,W012,S1,2024-01-03,2024-01-03 05:55:00,2024-01-03 14:00:00,30,False,
SA000210,W013,S2,2024-01-03,2024-01-03 14:07:00,2024-01-03 22:17:00,30,False,
SA000211,W014,S1,2024-01-03,2024-01-03 06:17:00,2024-01-03 14:22:00,30,False,
SA000212,W016,S1,2024-01-03,2024-01-03 05:54:00,2024-01-03 14:16:00,30,False,
SA000213,W017,S1,2024-01-03,2024-01-03 06:03:00,2024-01-03 14:21:00,30,False,
SA000214,W018,S1,2024-01-03,2024-01-03 05:55:00,2024-01-03 14:15:00,30,False,
SA000215,W019,S3,2024-01-03,2024-01-03 22:12:00,2024-01-04 06:23:00,30,False,
SA000216,W021,S1,2024-01-03,2024-01-03 06:16:00,2024-01-03 14:07:00,30,False,
SA000217,W022,S2,2024-01-03,2024-01-03 14:01:00,2024-01-03 22:12:00,30,False,
SA000218,W023,S2,2024-01-03,2024-01-03 13:58:00,2024-01-03 22:05:00,30,False,
SA000219,W024,S2,2024-01-03,2024-01-03 14:08:00,2024-01-03 22:24:00,30,False,
SA000220,W025,S3,2024-01-03,2024-01-03 22:12:00,2024-01-04 06:05:00,30,False,
SA000221,W026,S2,2024-01-03,2024-01-03 14:10:00,2024-01-03 22:09:00,30,False,
SA000222,W028,S1,2024-01-03,2024-01-03 06:03:00,2024-01-03 14:12:00,30,False,
SA000223,W029,S1,2024-01-03,2024-01-03 05:54:00,2024-01-03 14:17:00,30,False,
SA000224,W030,S1,2024-01-03,2024-01-03 06:03:00,2024-01-03 14:18:00,30,False,
SA000225,W032,S3,2024-01-03,2024-01-03 22:10:00,2024-01-04 06:03:00,30,False,
SA000226,W033,S1,2024-01-03,2024-01-03 05:52:00,2024-01-03 14:02:00,30,False,
SA000227,W034,S3,2024-01-03,2024-01-03 22:09:00,2024-01-04 05:59:00,30,False,
SA000228,W035,S2,2024-01-03,2024-01-03 13:59:00,2024-01-03 22:05:00,30,False,
SA000229,W036,S2,2024-01-03,2024-01-03 13:57:00,2024-01-03 22:05:00,30,False,
SA000230,W037,S2,2024-01-03,2024-01-03 14:08:00,,30,False,
SA000231,W038,S3,2024-01-03,2024-01-03 22:00:00,2024-01-04 06:18:00,30,False,
SA000232,W039,S1,2024-01-03,2024-01-03 05:54:00,2024-01-03 14:06:00,30,False,
SA000233,W040,S1,2024-01-03,2024-01-03 06:08:00,2024-01-03 14:22:00,30,False,
SA000234,W041,S2,2024-01-03,2024-01-03 13:52:00,2024-01-03 22:02:00,30,False,
SA000235,W042,S2,2024-01-03,2024-01-03 13:54:00,2024-01-03 22:18:00,30,False,
SA000236,W044,S1,2024-01-03,2024-01-03 06:02:00,2024-01-03 14:17:00,30,False,
SA000237,W046,S1,2024-01-03,2024-01-03 05:54:00,2024-01-03 14:00:00,30,False,
SA000238,W047,S1,2024-01-03,2024-01-03 06:06:00,2024-01-03 14:05:00,30,False,
SA000239,W048,S3,2024-01-03,2024-01-03 22:13:00,2024-01-04 06:02:00,30,False,
SA000240,W049,S3,2024-01-03,2024-01-03 22:00:00,2024-01-04 06:01:00,30,False,
SA000241,W050,S2,2024-01-03,2024-01-03 13:52:00,2024-01-03 22:17:00,30,False,
SA000242,W053,S3,2024-01-03,2024-01-03 21:53:00,2024-01-04 06:12:00,30,False,
SA000243,W054,S2,2024-01-03,2024-01-03 14:14:00,2024-01-03 22:04:00,30,False,
SA000244,W055,S1,2024-01-03,2024-01-03 06:12:00,2024-01-03 14:08:00,30,False,
SA000245,W056,S2,2024-01-03,2024-01-03 13:55:00,2024-01-03 21:59:00,30,False,
SA000246,W057,S2,2024-01-03,2024-01-03 14:15:00,2024-01-03 22:20:00,30,False,
SA000247,W058,S1,2024-01-03,2024-01-03 06:02:00,2024-01-03 14:08:00,30,False,
SA000248,W059,S2,2024-01-03,2024-01-03 14:00:00,2024-01-03 21:58:00,30,False,
SA000249,W060,S1,2024-01-03,2024-01-03 05:55:00,2024-01-03 14:09:00,30,False,
SA000250,W061,S2,2024-01-03,2024-01-03 14:10:00,,30,False,
SA000251,W062,S3,2024-01-03,2024-01-03 21:52:00,2024-01-04 06:04:00,30,False,
SA000252,W063,S3,2024-01-03,2024-01-03 21:53:00,2024-01-04 06:06:00,30,False,
SA000253,W064,S1,2024-01-03,2024-01-03 06:11:00,2024-01-03 14:02:00,30,False,
SA000254,W065,S3,2024-01-03,2024-01-03 22:17:00,2024-01-04 06:07:00,30,False,
SA000255,W066,S1,2024-01-03,2024-01-03 06:06:00,2024-01-03 14:10:00,30,False,
SA000256,W067,S2,2024-01-03,2024-01-03 14:15:00,2024-01-03 22:17:00,30,False,
SA000257,W069,S1,2024-01-03,2024-01-03 05:59:00,2024-01-03 14:10:00,30,False,
SA000258,W070,S1,2024-01-03,2024-01-03 06:02:00,2024-01-03 14:07:00,30,False,
SA000259,W071,S1,2024-01-03,2024-01-03 05:58:00,2024-01-03 14:18:00,30,False,
SA000260,W072,S3,2024-01-03,2024-01-03 21:55:00,2024-01-04 06:01:00,30,False,
SA000261,W073,S1,2024-01-03,2024-01-03 06:15:00,2024-01-03 14:20:00,30,False,
SA000262,W075,S3,2024-01-03,2024-01-03 22:08:00,2024-01-04 06:10:00,30,False,
SA000263,W077,S3,2024-01-03,2024-01-03 22:00:00,2024-01-04 06:08:00,30,False,
SA000264,W079,S3,2024-01-03,2024-01-03 22:03:00,2024-01-04 06:16:00,30,False,
SA000265,W080,S2,2024-01-03,2024-01-03 14:04:00,2024-01-03 22:08:00,30,False,
SA000266,W081,S1,2024-01-03,2024-01-03 06:08:00,2024-01-03 14:17:00,30,False,
SA000267,W082,S2,2024-01-03,2024-01-03 14:16:00,2024-01-03 22:12:00,30,False,
SA000268,W083,S3,2024-01-03,2024-01-03 22:13:00,2024-01-04 06:11:00,30,False,
SA000269,W084,S2,2024-01-03,2024-01-03 14:02:00,2024-01-03 22:13:00,30,False,
SA000270,W085,S1,2024-01-03,2024-01-03 06:01:00,2024-01-03 14:13:00,30,False,
SA000271,W086,S3,2024-01-03,2024-01-03 22:13:00,2024-01-04 06:21:00,30,False,
SA000272,W087,S3,2024-01-03,2024-01-03 22:00:00,2024-01-04 05:58:00,30,False,
SA000273,W088,S3,2024-01-03,2024-01-03 22:15:00,2024-01-04 06:23:00,30,False,
SA000274,W089,S3,2024-01-03,2024-01-03 21:57:00,2024-01-04 06:06:00,30,False,
SA000275,W090,S3,2024-01-03,2024-01-03 22:12:00,2024-01-04 06:19:00,30,False,
SA000276,W093,S3,2024-01-03,2024-01-03 22:16:00,2024-01-04 06:23:00,15,False,
SA000277,W095,S2,2024-01-03,2024-01-03 14:14:00,,15,False,
SA000278,W099,S2,2024-01-03,2024-01-03 14:07:00,2024-01-03 22:23:00,15,False,
SA000279,W102,S2,2024-01-03,2024-01-03 14:14:00,2024-01-03 22:00:00,15,False,
SA000280,W103,S3,2024-01-03,2024-01-03 22:01:00,2024-01-04 06:01:00,15,False,
SA000281,W105,S2,2024-01-03,2024-01-03 14:02:00,2024-01-03 22:12:00,15,False,
SA000282,W108,S3,2024-01-03,2024-01-03 21:53:00,2024-01-04 06:22:00,15,False,
SA000283,W113,S3,2024-01-03,2024-01-03 22:15:00,2024-01-04 06:13:00,15,False,
SA000284,W114,S3,2024-01-03,2024-01-03 22:05:00,2024-01-04 06:05:00,15,False,
SA000285,W115,S2,2024-01-03,2024-01-03 14:05:00,2024-01-03 22:00:00,15,False,
SA000286,W117,S2,2024-01-03,2024-01-03 14:05:00,2024-01-03 22:23:00,15,False,
SA000287,W121,S1,2024-01-03,2024-01-03 05:59:00,2024-01-03 14:24:00,15,False,
