invoice_id,account_id,contract_id,invoice_date,due_date,billing_period_start,billing_period_end,status,currency,subtotal,tax_amount,total_amount,invoice_fx_rate,usd_equivalent,invoice_type,is_auto_generated,billing_system_source,line_item_count,applied_credits_total,outstanding_balance,payment_terms_days,sent_date,viewed_date,paid_date,void_reason,is_consolidated,parent_invoice_id
INV000029,ACC0005,CTR00005,2025-05-01,2025-06-15,2025-05-01,2025-05-31,paid,USD,9250.0,0.0,9250.0,1.0,9250.0,standard,True,zuora,2,0.0,0.0,45,2025-05-02,2025-05-04,2025-06-27,,False,
INV000030,ACC0005,CTR00005,2025-06-01,2025-07-16,2025-06-01,2025-06-30,paid,USD,9250.0,0.0,9250.0,1.0,9250.0,standard,True,zuora,2,0.0,0.0,45,2025-06-02,2025-06-04,2025-07-18,,False,
INV000031,ACC0005,CTR00006,2025-01-01,2025-02-15,2025-01-01,2025-01-31,paid,USD,6750.0,0.0,6750.0,1.0,6750.0,standard,True,zuora,2,0.0,0.0,45,2025-01-02,2025-01-02,2025-02-23,,False,
INV000032,ACC0005,CTR00006,2025-02-01,2025-03-18,2025-02-01,2025-02-28,paid,USD,6750.0,0.0,6750.0,1.0,6750.0,standard,True,zuora,2,0.0,0.0,45,2025-02-02,2025-02-03,2025-03-31,,False,
INV000033,ACC0005,CTR00006,2025-03-01,2025-04-15,2025-03-01,2025-03-31,void,USD,6750.0,0.0,6750.0,1.0,6750.0,standard,True,zuora,2,0.0,6750.0,45,2025-03-02,2025-03-05,,billing_error,False,
INV000034,ACC0005,CTR00006,2025-04-01,2025-05-16,2025-04-01,2025-04-30,paid,USD,6750.0,0.0,6750.0,1.0,6750.0,standard,True,zuora,2,0.0,0.0,45,2025-04-02,2025-04-03,2025-05-21,,False,
INV000035,ACC0005,CTR00006,2025-05-01,2025-06-15,2025-05-01,2025-05-31,paid,USD,6750.0,0.0,6750.0,1.0,6750.0,standard,True,zuora,2,0.0,0.0,45,2025-05-02,2025-05-03,2025-06-29,,False,
INV000036,ACC0005,CTR00006,2025-06-01,2025-07-16,2025-06-01,2025-06-30,paid,USD,6750.0,0.0,6750.0,1.0,6750.0,standard,True,zuora,2,0.0,0.0,45,2025-06-02,2025-06-05,2025-07-16,,False,
INV000037,ACC0006,CTR00007,2025-01-01,2025-01-31,2025-01-01,2025-01-31,paid,USD,6800.0,0.0,6800.0,1.0,6800.0,standard,True,zuora,2,0.0,0.0,30,2025-01-02,2025-01-05,2025-02-02,,False,
INV000038,ACC0006,CTR00007,2025-02-01,2025-03-03,2025-02-01,2025-02-28,void,USD,6800.0,0.0,6800.0,1.0,6800.0,standard,True,zuora,2,0.0,6800.0,30,2025-02-02,2025-02-05,,cancelled,False,
INV000039,ACC0006,CTR00007,2025-03-01,2025-03-31,2025-03-01,2025-03-31,paid,USD,6800.0,0.0,6800.0,1.0,6800.0,standard,True,zuora,2,0.0,0.0,30,2025-03-02,2025-03-04,2025-04-02,,False,
INV000040,ACC0006,CTR00007,2025-04-01,2025-05-01,2025-04-01,2025-04-30,overdue,USD,6800.0,0.0,6800.0,1.0,6800.0,standard,True,zuora,2,0.0,6800.0,30,2025-04-02,2025-04-05,,,False,
INV000041,ACC0006,CTR00007,2025-05-01,2025-05-31,2025-05-01,2025-05-31,void,USD,6800.0,0.0,6800.0,1.0,6800.0,standard,True,zuora,2,0.0,6800.0,30,2025-05-02,2025-05-05,,test_invoice,False,
INV000042,ACC0006,CTR00007,2025-06-01,2025-07-01,2025-06-01,2025-06-30,paid,USD,6800.0,0.0,6800.0,1.0,6800.0,standard,True,zuora,2,0.0,0.0,30,2025-06-02,2025-06-04,2025-07-02,,False,
INV000043,ACC0007,CTR00008,2025-01-01,2025-01-31,2025-01-01,2025-01-31,paid,EUR,6250.0,1250.0,7500.0,1.0429,7821.75,standard,True,zuora,2,0.0,0.0,30,2025-01-02,2025-01-05,2025-02-12,,False,
INV000044,ACC0007,CTR00008,2025-02-01,2025-03-03,2025-02-01,2025-02-28,overdue,EUR,6250.0,1250.0,7500.0,1.0441,7830.75,standard,True,zuora,2,0.0,7500.0,30,2025-02-02,2025-02-02,,,False,
INV000045,ACC0007,CTR00008,2025-03-01,2025-03-31,2025-03-01,2025-03-31,paid,EUR,6250.0,1250.0,7500.0,1.037,7777.5,standard,True,zuora,2,0.0,0.0,30,2025-03-02,2025-03-04,2025-04-08,,False,
INV000046,ACC0007,CTR00008,2025-04-01,2025-05-01,2025-04-01,2025-04-30,paid,EUR,6250.0,1250.0,7500.0,1.0395,7796.25,standard,True,zuora,2,0.0,0.0,30,2025-04-02,2025-04-03,2025-05-10,,False,
INV000047,ACC0007,CTR00008,2025-05-01,2025-05-31,2025-05-01,2025-05-31,paid,EUR,6250.0,1250.0,7500.0,1.0344,7758.0,standard,True,zuora,2,0.0,0.0,30,2025-05-02,2025-05-03,2025-06-06,,False,
INV000048,ACC0007,CTR00008,2025-06-01,2025-07-01,2025-06-01,2025-06-30,paid,EUR,6250.0,1250.0,7500.0,1.0333,7749.75,standard,True,zuora,2,0.0,0.0,30,2025-06-02,2025-06-02,2025-07-15,,False,
INV000049,ACC0007,CTR00009,2025-01-01,2025-01-31,2025-01-01,2025-01-31,paid,EUR,6750.0,1350.0,8100.0,1.0429,8447.49,standard,True,zuora,2,0.0,0.0,30,2025-01-02,2025-01-04,2025-02-06,,False,
INV000050,ACC0007,CTR00009,2025-02-01,2025-03-03,2025-02-01,2025-02-28,paid,EUR,6750.0,1350.0,8100.0,1.0441,8457.21,standard,True,zuora,2,0.0,0.0,30,2025-02-02,2025-02-02,2025-03-07,,False,
INV000051,ACC0007,CTR00009,2025-03-01,2025-03-31,2025-03-01,2025-03-31,paid,EUR,6750.0,1350.0,8100.0,1.037,8399.7,standard,True,zuora,2,0.0,0.0,30,2025-03-02,2025-03-04,2025-04-07,,False,
INV000052,ACC0007,CTR00009,2025-04-01,2025-05-01,2025-04-01,2025-04-30,paid,EUR,6750.0,1350.0,8100.0,1.0395,8419.95,standard,True,zuora,2,0.0,0.0,30,2025-04-02,2025-04-04,2025-05-15,,False,
INV000053,ACC0007,CTR00009,2025-05-01,2025-05-31,2025-05-01,2025-05-31,paid,EUR,6750.0,1350.0,8100.0,1.0344,8378.64,standard,True,zuora,2,0.0,0.0,30,2025-05-02,2025-05-04,2025-06-07,,False,
INV000054,ACC0007,CTR00009,2025-06-01,2025-07-01,2025-06-01,2025-06-30,paid,EUR,6750.0,1350.0,8100.0,1.0333,8369.73,standard,True,zuora,2,0.0,0.0,30,2025-06-02,2025-06-02,2025-07-09,duplicate,False,
INV000055,ACC0008,CTR00010,2025-01-01,2025-02-15,2025-01-01,2025-01-31,paid,USD,6500.0,0.0,6500.0,1.0,6500.0,standard,True,zuora,2,0.0,0.0,45,2025-01-02,2025-01-02,2025-02-23,,False,
INV000056,ACC0008,CTR00010,2025-02-01,2025-03-18,2025-02-01,2025-02-28,paid,USD,6500.0,0.0,6500.0,1.0,6500.0,standard,True,zuora,2,0.0,0.0,45,2025-02-02,2025-02-04,2025-03-18,,False,
INV000057,ACC0008,CTR00010,2025-03-01,2025-04-15,2025-03-01,2025-03-31,paid,USD,6500.0,0.0,6500.0,1.0,6500.0,standard,True,zuora,2,0.0,0.0,45,2025-03-02,2025-03-04,2025-04-29,,False,
INV000058,ACC0008,CTR00010,2025-04-01,2025-05-16,2025-04-01,2025-04-30,paid,USD,6500.0,0.0,6500.0,1.0,6500.0,standard,True,zuora,2,0.0,0.0,45,2025-04-02,2025-04-02,2025-05-19,,False,
INV000059,ACC0008,CTR00010,2025-05-01,2025-06-15,2025-05-01,2025-05-31,paid,USD,6500.0,0.0,6500.0,1.0,6500.0,standard,True,zuora,2,0.0,0.0,45,2025-05-02,2025-05-05,2025-06-21,,False,
INV000060,ACC0008,CTR00010,2025-06-01,2025-07-16,2025-06-01,2025-06-30,paid,USD,6500.0,0.0,6500.0,1.0,6500.0,standard,True,zuora,2,0.0,0.0,45,2025-06-02,2025-06-04,2025-07-30,,False,
INV000061,ACC0009,CTR00011,2025-01-01,2025-01-31,2025-01-01,2025-01-31,paid,GBP,6750.0,1350.0,8100.0,1.2444,10079.64,standard,True,zuora,2,0.0,0.0,30,2025-01-02,2025-01-05,2025-02-11,,False,
INV000062,ACC0009,CTR00011,2025-02-01,2025-03-03,2025-02-01,2025-02-28,paid,GBP,6750.0,1350.0,8100.0,1.2511,10133.91,standard,True,zuora,2,0.0,0.0,30,2025-02-02,2025-02-04,2025-03-14,,False,
INV000063,ACC0009,CTR00011,2025-03-01,2025-03-31,2025-03-01,2025-03-31,paid,GBP,6750.0,1350.0,8100.0,1.243,10068.3,standard,True,zuora,2,0.0,0.0,30,2025-03-02,2025-03-04,2025-04-01,,False,
INV000064,ACC0009,CTR00011,2025-04-01,2025-05-01,2025-04-01,2025-04-30,paid,GBP,6750.0,1350.0,8100.0,1.2359,10010.79,standard,True,zuora,2,0.0,0.0,30,2025-04-02,2025-04-02,2025-05-10,,False,
INV000065,ACC0009,CTR00011,2025-05-01,2025-05-31,2025-05-01,2025-05-31,paid,GBP,6750.0,1350.0,8100.0,1.2322,9980.82,standard,True,zuora,2,0.0,0.0,30,2025-05-02,2025-05-02,2025-06-02,,False,
INV000066,ACC0009,CTR00011,2025-06-01,2025-07-01,2025-06-01,2025-06-30,paid,GBP,6750.0,1350.0,8100.0,1.2404,10047.24,standard,True,zuora,2,0.0,0.0,30,2025-06-02,2025-06-02,2025-07-05,,False,
INV000067,ACC0009,CTR00012,2025-01-01,2025-01-31,2025-01-01,2025-01-31,overdue,GBP,6000.0,1200.0,7200.0,1.2444,8959.68,standard,True,zuora,2,0.0,7200.0,30,2025-01-02,2025-01-05,,,False,
INV000068,ACC0009,CTR00012,2025-02-01,2025-03-03,2025-02-01,2025-02-28,paid,GBP,6000.0,1200.0,7200.0,1.2511,9007.92,standard,True,zuora,2,0.0,0.0,30,2025-02-02,2025-02-03,2025-03-12,,False,
INV000069,ACC0009,CTR00012,2025-03-01,2025-03-31,2025-03-01,2025-03-31,overdue,GBP,6000.0,1200.0,7200.0,1.243,8949.6,standard,True,zuora,2,0.0,7200.0,30,2025-03-02,2025-03-02,,,False,
INV000070,ACC0009,CTR00012,2025-04-01,2025-05-01,2025-04-01,2025-04-30,paid,GBP,6000.0,1200.0,7200.0,1.2359,8898.48,standard,True,zuora,2,0.0,0.0,30,2025-04-02,2025-04-05,2025-05-11,,False,
INV000071,ACC0009,CTR00012,2025-05-01,2025-05-31,2025-05-01,2025-05-31,paid,GBP,6000.0,1200.0,7200.0,1.2322,8871.84,standard,True,zuora,2,0.0,0.0,30,2025-05-02,2025-05-05,2025-06-02,,False,
INV000072,ACC0009,CTR00012,2025-06-01,2025-07-01,2025-06-01,2025-06-30,paid,GBP,6000.0,1200.0,7200.0,1.2404,8930.88,standard,True,zuora,2,0.0,0.0,30,2025-06-02,2025-06-02,2025-07-09,,False,
INV000073,ACC0010,CTR00013,2025-01-01,2025-01-31,2025-01-01,2025-01-31,sent,GBP,7000.0,1400.0,8400.0,1.2444,10452.96,standard,True,zuora,2,0.0,8400.0,30,2025-01-02,2025-01-02,,,True,
INV000074,ACC0010,CTR00013,2025-02-01,2025-03-03,2025-02-01,2025-02-28,sent,GBP,7000.0,1400.0,8400.0,1.2511,10509.24,standard,True,zuora,2,0.0,8400.0,30,2025-02-02,2025-02-04,,,True,
INV000075,ACC0010,CTR00013,2025-03-01,2025-03-31,2025-03-01,2025-03-31,paid,GBP,7000.0,1400.0,8400.0,1.243,10441.2,standard,True,zuora,2,0.0,0.0,30,2025-03-02,2025-03-03,2025-03-31,billing_error,True,INV000074
INV000076,ACC0010,CTR00013,2025-04-01,2025-05-01,2025-04-01,2025-04-30,overdue,GBP,7000.0,1400.0,8400.0,1.2359,10381.56,standard,True,zuora,2,0.0,8400.0,30,2025-04-02,2025-04-04,,,True,INV000075
INV000077,ACC0010,CTR00013,2025-05-01,2025-05-31,2025-05-01,2025-05-31,paid,GBP,7000.0,1400.0,8400.0,1.2322,10350.48,standard,True,zuora,2,0.0,0.0,30,2025-05-02,2025-05-03,2025-06-07,,True,
INV000078,ACC0010,CTR00013,2025-06-01,2025-07-01,2025-06-01,2025-06-30,paid,GBP,7000.0,1400.0,8400.0,1.2404,10419.36,standard,True,zuora,2,0.0,0.0,30,2025-06-02,2025-06-05,2025-07-04,,True,INV000077
INV000079,ACC0010,CTR00014,2025-01-01,2025-02-15,2025-01-01,2025-01-31,paid,GBP,7000.0,1400.0,8400.0,1.2444,10452.96,standard,True,zuora,2,0.0,0.0,45,2025-01-02,2025-01-05,2025-02-20,,True,INV000078
INV000080,ACC0010,CTR00014,2025-02-01,2025-03-18,2025-02-01,2025-02-28,paid,GBP,7000.0,1400.0,8400.0,1.2511,10509.24,standard,True,zuora,2,0.0,0.0,45,2025-02-02,2025-02-05,2025-03-25,,True,
INV000081,ACC0010,CTR00014,2025-03-01,2025-04-15,2025-03-01,2025-03-31,paid,GBP,7000.0,1400.0,8400.0,1.243,10441.2,standard,True,zuora,2,0.0,0.0,45,2025-03-02,2025-03-02,2025-04-25,,True,
INV000082,ACC0010,CTR00014,2025-04-01,2025-05-16,2025-04-01,2025-04-30,overdue,GBP,7000.0,1400.0,8400.0,1.2359,10381.56,standard,True,zuora,2,0.0,8400.0,45,2025-04-02,2025-04-03,,,True,INV000081
INV000083,ACC0010,CTR00014,2025-05-01,2025-06-15,2025-05-01,2025-05-31,paid,GBP,7000.0,1400.0,8400.0,1.2322,10350.48,standard,True,zuora,2,0.0,0.0,45,2025-05-02,2025-05-04,2025-06-15,,True,
INV000084,ACC0010,CTR00014,2025-06-01,2025-07-16,2025-06-01,2025-06-30,paid,GBP,7000.0,1400.0,8400.0,1.2404,10419.36,standard,True,zuora,2,0.0,0.0,45,2025-06-02,2025-06-05,2025-07-28,,True,INV000083
INV000085,ACC0011,CTR00015,2025-01-01,2025-01-31,2025-01-01,2025-01-31,paid,USD,7550.0,0.0,7550.0,1.0,7550.0,standard,True,zuora,2,0.0,0.0,30,2025-01-02,2025-01-05,2025-02-11,,False,
INV000086,ACC0011,CTR00015,2025-02-01,2025-03-03,2025-02-01,2025-02-28,overdue,USD,7550.0,0.0,7550.0,1.0,7550.0,standard,True,zuora,2,0.0,7550.0,30,2025-02-02,2025-02-02,,,False,
INV000087,ACC0011,CTR00015,2025-03-01,2025-03-31,2025-03-01,2025-03-31,paid,USD,7550.0,0.0,7550.0,1.0,7550.0,standard,True,zuora,2,0.0,0.0,30,2025-03-02,2025-03-03,2025-04-03,,False,
INV000088,ACC0011,CTR00015,2025-04-01,2025-05-01,2025-04-01,2025-04-30,paid,USD,7550.0,0.0,7550.0,1.0,7550.0,standard,True,zuora,2,0.0,0.0,30,2025-04-02,2025-04-05,2025-05-06,,False,
INV000089,ACC0011,CTR00015,2025-05-01,2025-05-31,2025-05-01,2025-05-31,paid,USD,7550.0,0.0,7550.0,1.0,7550.0,standard,True,zuora,2,0.0,0.0,30,2025-05-02,2025-05-02,2025-06-10,,False,
INV000090,ACC0011,CTR00015,2025-06-01,2025-07-01,2025-06-01,2025-06-30,paid,USD,7550.0,0.0,7550.0,1.0,7550.0,standard,True,zuora,2,0.0,0.0,30,2025-06-02,2025-06-05,2025-07-11,,False,
INV000091,ACC0012,CTR00016,2025-01-01,2025-01-31,2025-01-01,2025-01-31,paid,USD,6750.0,0.0,6750.0,1.0,6750.0,standard,True,zuora,2,0.0,0.0,30,2025-01-02,2025-01-04,2025-02-13,,False,
INV000092,ACC0012,CTR00016,2025-02-01,2025-03-03,2025-02-01,2025-02-28,overdue,USD,6750.0,0.0,6750.0,1.0,6750.0,standard,True,zuora,2,0.0,6750.0,30,2025-02-02,2025-02-03,,,False,
INV000093,ACC0012,CTR00016,2025-03-01,2025-03-31,2025-03-01,2025-03-31,void,USD,6750.0,0.0,6750.0,1.0,6750.0,standard,True,zuora,2,0.0,6750.0,30,2025-03-02,2025-03-05,,test_invoice,False,
INV000094,ACC0012,CTR00016,2025-04-01,2025-05-01,2025-04-01,2025-04-30,paid,USD,6750.0,0.0,6750.0,1.0,6750.0,standard,True,zuora,2,0.0,0.0,30,2025-04-02,2025-04-02,2025-05-10,,False,
INV000095,ACC0012,CTR00016,2025-05-01,2025-05-31,2025-05-01,2025-05-31,paid,USD,6750.0,0.0,6750.0,1.0,6750.0,standard,True,zuora,2,0.0,0.0,30,2025-05-02,2025-05-03,2025-06-05,,False,
INV000096,ACC0012,CTR00016,2025-06-01,2025-07-01,2025-06-01,2025-06-30,paid,USD,6750.0,0.0,6750.0,1.0,6750.0,standard,True,zuora,2,0.0,0.0,30,2025-06-02,2025-06-05,2025-07-10,,False,
INV000097,ACC0012,CTR00017,2025-01-01,2025-02-15,2025-01-01,2025-01-31,paid,USD,6500.0,0.0,6500.0,1.0,6500.0,standard,True,zuora,2,0.0,0.0,45,2025-01-02,2025-01-02,2025-03-01,,False,
INV000098,ACC0012,CTR00017,2025-02-01,2025-03-18,2025-02-01,2025-02-28,paid,USD,6500.0,0.0,6500.0,1.0,6500.0,standard,True,zuora,2,0.0,0.0,45,2025-02-02,2025-02-04,2025-03-28,,False,
INV000099,ACC0012,CTR00017,2025-03-01,2025-04-15,2025-03-01,2025-03-31,paid,USD,6500.0,0.0,6500.0,1.0,6500.0,standard,True,zuora,2,0.0,0.0,45,2025-03-02,2025-03-03,2025-04-15,,False,
INV000100,ACC0012,CTR00017,2025-04-01,2025-05-16,2025-04-01,2025-04-30,paid,USD,6500.0,0.0,6500.0,1.0,6500.0,standard,True,zuora,2,0.0,0.0,45,2025-04-02,2025-04-02,2025-05-24,,False,
INV000101,ACC0012,CTR00017,2025-05-01,2025-06-15,2025-05-01,2025-05-31,paid,USD,6500.0,0.0,6500.0,1.0,6500.0,standard,True,zuora,2,0.0,0.0,45,2025-05-02,2025-05-05,2025-06-24,,False,
INV000102,ACC0012,CTR00017,2025-06-01,2025-07-16,2025-06-01,2025-06-30,paid,USD,6500.0,0.0,6500.0,1.0,6500.0,standard,True,zuora,2,0.0,0.0,45,2025-06-02,2025-06-02,2025-07-29,,False,
INV000103,ACC0012,CTR00018,2025-01-01,2025-01-31,2025-01-01,2025-01-31,paid,USD,6250.0,0.0,6250.0,1.0,6250.0,standard,True,zuora,2,0.0,0.0,30,2025-01-02,2025-01-04,2025-02-11,,False,
INV000104,ACC0012,CTR00018,2025-02-01,2025-03-03,2025-02-01,2025-02-28,paid,USD,6250.0,0.0,6250.0,1.0,6250.0,standard,True,zuora,2,0.0,0.0,30,2025-02-02,2025-02-04,2025-03-15,,False,
INV000105,ACC0012,CTR00018,2025-03-01,2025-03-31,2025-03-01,2025-03-31,paid,USD,6250.0,0.0,6250.0,1.0,6250.0,standard,True,zuora,2,0.0,0.0,30,2025-03-02,2025-03-04,2025-04-04,duplicate,False,
INV000106,ACC0012,CTR00018,2025-04-01,2025-05-01,2025-04-01,2025-04-30,paid,USD,6250.0,0.0,6250.0,1.0,6250.0,standard,True,zuora,2,0.0,0.0,30,2025-04-02,2025-04-05,2025-05-08,,False,
INV000107,ACC0012,CTR00018,2025-05-01,2025-05-31,2025-05-01,2025-05-31,paid,USD,6250.0,0.0,6250.0,1.0,6250.0,standard,True,zuora,2,0.0,0.0,30,2025-05-02,2025-05-05,2025-06-02,,False,
INV000108,ACC0012,CTR00018,2025-06-01,2025-07-01,2025-06-01,2025-06-30,paid,USD,6250.0,0.0,6250.0,1.0,6250.0,standard,True,zuora,2,0.0,0.0,30,2025-06-02,2025-06-02,2025-07-08,,False,
INV000109,ACC0013,CTR00019,2025-01-01,2025-02-15,2025-01-01,2025-01-31,paid,USD,6800.0,0.0,6800.0,1.0,6800.0,standard,True,zuora,2,0.0,0.0,45,2025-01-02,2025-01-03,2025-02-26,,False,
INV000110,ACC0013,CTR00019,2025-02-01,2025-03-18,2025-02-01,2025-02-28,paid,USD,6800.0,0.0,6800.0,1.0,6800.0,standard,True,zuora,2,0.0,0.0,45,2025-02-02,2025-02-05,2025-03-26,,False,
INV000111,ACC0013,CTR00019,2025-03-01,2025-04-15,2025-03-01,2025-03-31,paid,USD,6800.0,0.0,6800.0,1.0,6800.0,standard,True,zuora,2,0.0,0.0,45,2025-03-02,2025-03-05,2025-04-25,,False,
INV000112,ACC0013,CTR00019,2025-04-01,2025-05-16,2025-04-01,2025-04-30,paid,USD,6800.0,0.0,6800.0,1.0,6800.0,standard,True,zuora,2,0.0,0.0,45,2025-04-02,2025-04-05,2025-05-17,,False,
INV000113,ACC0013,CTR00019,2025-05-01,2025-06-15,2025-05-01,2025-05-31,paid,USD,6800.0,0.0,6800.0,1.0,6800.0,standard,True,zuora,2,0.0,0.0,45,2025-05-02,2025-05-03,2025-06-28,,False,
