date,from_currency,to_currency,rate,source,is_month_end,is_quarter_end,created_at
2025-01-14,USD,USD,1.0,ECB,False,False,2025-06-30T23:59:00Z
2025-01-14,EUR,USD,1.0388,ECB,False,False,2025-06-30T23:59:00Z
2025-01-14,GBP,USD,1.2389,BoE,False,False,2025-06-30T23:59:00Z
2025-01-15,USD,USD,1.0,ECB,False,False,2025-06-30T23:59:00Z
2025-01-15,EUR,USD,1.0439,ECB,False,False,2025-06-30T23:59:00Z
2025-01-15,GBP,USD,1.2468,BoE,False,False,2025-06-30T23:59:00Z
2025-01-16,USD,USD,1.0,ECB,False,False,2025-06-30T23:59:00Z
2025-01-16,EUR,USD,1.0435,ECB,False,False,2025-06-30T23:59:00Z
2025-01-16,GBP,USD,1.2435,BoE,False,False,2025-06-30T23:59:00Z
2025-01-17,USD,USD,1.0,ECB,False,False,2025-06-30T23:59:00Z
2025-01-17,EUR,USD,1.0413,ECB,False,False,2025-06-30T23:59:00Z
2025-01-17,GBP,USD,1.2419,BoE,False,False,2025-06-30T23:59:00Z
2025-01-20,USD,USD,1.0,ECB,False,False,2025-06-30T23:59:00Z
2025-01-20,EUR,USD,1.0444,ECB,False,False,2025-06-30T23:59:00Z
2025-01-20,GBP,USD,1.2431,BoE,False,False,2025-06-30T23:59:00Z
2025-01-21,USD,USD,1.0,ECB,False,False,2025-06-30T23:59:00Z
2025-01-21,EUR,USD,1.0424,ECB,False,False,2025-06-30T23:59:00Z
2025-01-21,GBP,USD,1.2452,BoE,False,False,2025-06-30T23:59:00Z
2025-01-22,USD,USD,1.0,ECB,False,False,2025-06-30T23:59:00Z
2025-01-22,EUR,USD,1.0383,ECB,False,False,2025-06-30T23:59:00Z
2025-01-22,GBP,USD,1.2501,BoE,False,False,2025-06-30T23:59:00Z
2025-01-23,USD,USD,1.0,ECB,False,False,2025-06-30T23:59:00Z
2025-01-23,EUR,USD,1.042,ECB,False,False,2025-06-30T23:59:00Z
2025-01-23,GBP,USD,1.241,BoE,False,False,2025-06-30T23:59:00Z
2025-01-24,USD,USD,1.0,ECB,False,False,2025-06-30T23:59:00Z
2025-01-24,EUR,USD,1.0379,ECB,False,False,2025-06-30T23:59:00Z
2025-01-24,GBP,USD,1.2464,BoE,False,False,2025-06-30T23:59:00Z
2025-01-27,USD,USD,1.0,ECB,False,False,2025-06-30T23:59:00Z
2025-01-27,EUR,USD,1.0433,ECB,False,False,2025-06-30T23:59:00Z
2025-01-27,GBP,USD,1.2442,BoE,False,False,2025-06-30T23:59:00Z
2025-01-28,USD,USD,1.0,ECB,False,False,2025-06-30T23:59:00Z
2025-01-28,EUR,USD,1.0405,ECB,False,False,2025-06-30T23:59:00Z
2025-01-28,GBP,USD,1.2447,BoE,False,False,2025-06-30T23:59:00Z
2025-01-29,USD,USD,1.0,ECB,False,False,2025-06-30T23:59:00Z
2025-01-29,EUR,USD,1.04,ECB,False,False,2025-06-30T23:59:00Z
2025-01-29,GBP,USD,1.2499,BoE,False,False,2025-06-30T23:59:00Z
2025-01-30,USD,USD,1.0,ECB,False,False,2025-06-30T23:59:00Z
2025-01-30,EUR,USD,1.0384,ECB,False,False,2025-06-30T23:59:00Z
2025-01-30,GBP,USD,1.248,BoE,False,False,2025-06-30T23:59:00Z
2025-01-31,USD,USD,1.0,ECB,True,False,2025-06-30T23:59:00Z
2025-01-31,EUR,USD,1.0441,ECB,True,False,2025-06-30T23:59:00Z
2025-01-31,GBP,USD,1.2511,BoE,True,False,2025-06-30T23:59:00Z
2025-02-03,USD,USD,1.0,ECB,False,False,2025-06-30T23:59:00Z
2025-02-03,EUR,USD,1.0399,ECB,False,False,2025-06-30T23:59:00Z
2025-02-03,GBP,USD,1.245,BoE,False,False,2025-06-30T23:59:00Z
2025-02-04,USD,USD,1.0,ECB,False,False,2025-06-30T23:59:00Z
2025-02-04,EUR,USD,1.039,ECB,False,False,2025-06-30T23:59:00Z
2025-02-04,GBP,USD,1.2427,BoE,False,False,2025-06-30T23:59:00Z
2025-02-05,USD,USD,1.0,ECB,False,False,2025-06-30T23:59:00Z
2025-02-05,EUR,USD,1.0391,ECB,False,False,2025-06-30T23:59:00Z
2025-02-05,GBP,USD,1.2445,BoE,False,False,2025-06-30T23:59:00Z
2025-02-06,USD,USD,1.0,ECB,False,False,2025-06-30T23:59:00Z
2025-02-06,EUR,USD,1.0417,ECB,False,False,2025-06-30T23:59:00Z
2025-02-06,GBP,USD,1.2463,BoE,False,False,2025-06-30T23:59:00Z
2025-02-07,USD,USD,1.0,ECB,False,False,2025-06-30T23:59:00Z
2025-02-07,EUR,USD,1.0411,ECB,False,False,2025-06-30T23:59:00Z
2025-02-07,GBP,USD,1.2459,BoE,False,False,2025-06-30T23:59:00Z
2025-02-10,USD,USD,1.0,ECB,False,False,2025-06-30T23:59:00Z
2025-02-10,EUR,USD,1.0412,ECB,False,False,2025-06-30T23:59:00Z
2025-02-10,GBP,USD,1.2408,BoE,False,False,2025-06-30T23:59:00Z
2025-02-11,USD,USD,1.0,ECB,False,False,2025-06-30T23:59:00Z
2025-02-11,EUR,USD,1.0412,ECB,False,False,2025-06-30T23:59:00Z
2025-02-11,GBP,USD,1.2454,BoE,False,False,2025-06-30T23:59:00Z
2025-02-12,USD,USD,1.0,ECB,False,False,2025-06-30T23:59:00Z
2025-02-12,EUR,USD,1.0463,ECB,False,False,2025-06-30T23:59:00Z
2025-02-12,GBP,USD,1.2458,BoE,False,False,2025-06-30T23:59:00Z
2025-02-13,USD,USD,1.0,ECB,False,False,2025-06-30T23:59:00Z
2025-02-13,EUR,USD,1.0385,ECB,False,False,2025-06-30T23:59:00Z
2025-02-13,GBP,USD,1.2549,BoE,False,False,2025-06-30T23:59:00Z
2025-02-14,USD,USD,1.0,ECB,False,False,2025-06-30T23:59:00Z
2025-02-14,EUR,USD,1.0382,ECB,False,False,2025-06-30T23:59:00Z
2025-02-14,GBP,USD,1.2522,BoE,False,False,2025-06-30T23:59:00Z
2025-02-17,USD,USD,1.0,ECB,False,False,2025-06-30T23:59:00Z
2025-02-17,EUR,USD,1.0372,ECB,False,False,2025-06-30T23:59:00Z
2025-02-17,GBP,USD,1.2412,BoE,False,False,2025-06-30T23:59:00Z
2025-02-18,USD,USD,1.0,ECB,False,False,2025-06-30T23:59:00Z
2025-02-18,EUR,USD,1.0414,ECB,False,False,2025-06-30T23:59:00Z
2025-02-18,GBP,USD,1.2433,BoE,False,False,2025-06-30T23:59:00Z
2025-02-19,USD,USD,1.0,ECB,False,False,2025-06-30T23:59:00Z
2025-02-19,EUR,USD,1.0429,ECB,False,False,2025-06-30T23:59:00Z
2025-02-19,GBP,USD,1.2385,BoE,False,False,2025-06-30T23:59:00Z
2025-02-20,USD,USD,1.0,ECB,False,False,2025-06-30T23:59:00Z
2025-02-20,EUR,USD,1.0391,ECB,False,False,2025-06-30T23:59:00Z
2025-02-20,GBP,USD,1.2419,BoE,False,False,2025-06-30T23:59:00Z
2025-02-21,USD,USD,1.0,ECB,False,False,2025-06-30T23:59:00Z
2025-02-21,EUR,USD,1.0368,ECB,False,False,2025-06-30T23:59:00Z
2025-02-21,GBP,USD,1.2454,BoE,False,False,2025-06-30T23:59:00Z
2025-02-24,USD,USD,1.0,ECB,False,False,2025-06-30T23:59:00Z
2025-02-24,EUR,USD,1.0368,ECB,False,False,2025-06-30T23:59:00Z
2025-02-24,GBP,USD,1.2489,BoE,False,False,2025-06-30T23:59:00Z
2025-02-25,USD,USD,1.0,ECB,False,False,2025-06-30T23:59:00Z
2025-02-25,EUR,USD,1.0411,ECB,False,False,2025-06-30T23:59:00Z
2025-02-25,GBP,USD,1.2411,BoE,False,False,2025-06-30T23:59:00Z
2025-02-26,USD,USD,1.0,ECB,False,False,2025-06-30T23:59:00Z
2025-02-26,EUR,USD,1.0413,ECB,False,False,2025-06-30T23:59:00Z
2025-02-26,GBP,USD,1.2413,BoE,False,False,2025-06-30T23:59:00Z
2025-02-27,USD,USD,1.0,ECB,False,False,2025-06-30T23:59:00Z
2025-02-27,EUR,USD,1.0407,ECB,False,False,2025-06-30T23:59:00Z
2025-02-27,GBP,USD,1.2352,BoE,False,False,2025-06-30T23:59:00Z
2025-02-28,USD,USD,1.0,ECB,True,False,2025-06-30T23:59:00Z
2025-02-28,EUR,USD,1.037,ECB,True,False,2025-06-30T23:59:00Z
2025-02-28,GBP,USD,1.243,BoE,True,False,2025-06-30T23:59:00Z
2025-03-03,USD,USD,1.0,ECB,False,False,2025-06-30T23:59:00Z
2025-03-03,EUR,USD,1.0396,ECB,False,False,2025-06-30T23:59:00Z
2025-03-03,GBP,USD,1.2393,BoE,False,False,2025-06-30T23:59:00Z
2025-03-04,USD,USD,1.0,ECB,False,False,2025-06-30T23:59:00Z
2025-03-04,EUR,USD,1.0392,ECB,False,False,2025-06-30T23:59:00Z
2025-03-04,GBP,USD,1.2413,BoE,False,False,2025-06-30T23:59:00Z
2025-03-05,USD,USD,1.0,ECB,False,False,2025-06-30T23:59:00Z
2025-03-05,EUR,USD,1.0394,ECB,False,False,2025-06-30T23:59:00Z
2025-03-05,GBP,USD,1.2399,BoE,False,False,2025-06-30T23:59:00Z
2025-03-06,USD,USD,1.0,ECB,False,False,2025-06-30T23:59:00Z
2025-03-06,EUR,USD,1.0413,ECB,False,False,2025-06-30T23:59:00Z
2025-03-06,GBP,USD,1.2429,BoE,False,False,2025-06-30T23:59:00Z
2025-03-07,USD,USD,1.0,ECB,False,False,2025-06-30T23:59:00Z
2025-03-07,EUR,USD,1.0393,ECB,False,False,2025-06-30T23:59:00Z
2025-03-07,GBP,USD,1.2361,BoE,False,False,2025-06-30T23:59:00Z
2025-03-10,USD,USD,1.0,ECB,False,False,2025-06-30T23:59:00Z
2025-03-10,EUR,USD,1.0406,ECB,False,False,2025-06-30T23:59:00Z
2025-03-10,GBP,USD,1.2372,BoE,False,False,2025-06-30T23:59:00Z
2025-03-11,USD,USD,1.0,ECB,False,False,2025-06-30T23:59:00Z
2025-03-11,EUR,USD,1.0387,ECB,False,False,2025-06-30T23:59:00Z
2025-03-11,GBP,USD,1.2515,BoE,False,False,2025-06-30T23:59:00Z
2025-03-12,USD,USD,1.0,ECB,False,False,2025-06-30T23:59:00Z
2025-03-12,EUR,USD,1.0393,ECB,False,False,2025-06-30T23:59:00Z
2025-03-12,GBP,USD,1.2377,BoE,False,False,2025-06-30T23:59:00Z
2025-03-13,USD,USD,1.0,ECB,False,False,2025-06-30T23:59:00Z
2025-03-13,EUR,USD,1.0402,ECB,False,False,2025-06-30T23:59:00Z
2025-03-13,GBP,USD,1.2384,BoE,False,False,2025-06-30T23:59:00Z
2025-03-14,USD,USD,1.0,ECB,False,False,2025-06-30T23:59:00Z
2025-03-14,EUR,USD,1.0339,ECB,False,False,2025-06-30T23:59:00Z
2025-03-14,GBP,USD,1.25,BoE,False,False,2025-06-30T23:59:00Z
2025-03-17,USD,USD,1.0,ECB,False,False,2025-06-30T23:59:00Z
2025-03-17,EUR,USD,1.0372,ECB,False,False,2025-06-30T23:59:00Z
2025-03-17,GBP,USD,1.2542,BoE,False,False,2025-06-30T23:59:00Z
2025-03-18,USD,USD,1.0,ECB,False,False,2025-06-30T23:59:00Z
2025-03-18,EUR,USD,1.0367,ECB,False,False,2025-06-30T23:59:00Z
2025-03-18,GBP,USD,1.2377,BoE,False,False,2025-06-30T23:59:00Z
2025-03-19,USD,USD,1.0,ECB,False,False,2025-06-30T23:59:00Z
2025-03-19,EUR,USD,1.0361,ECB,False,False,2025-06-30T23:59:00Z
2025-03-19,GBP,USD,1.2409,BoE,False,False,2025-06-30T23:59:00Z
2025-03-20,USD,USD,1.0,ECB,False,False,2025-06-30T23:59:00Z
2025-03-20,EUR,USD,1.0371,ECB,False,False,2025-06-30T23:59:00Z
2025-03-20,GBP,USD,1.2436,BoE,False,False,2025-06-30T23:59:00Z
2025-03-21,USD,USD,1.0,ECB,False,False,2025-06-30T23:59:00Z
2025-03-21,EUR,USD,1.0424,ECB,False,False,2025-06-30T23:59:00Z
2025-03-21,GBP,USD,1.249,BoE,False,False,2025-06-30T23:59:00Z
2025-03-24,USD,USD,1.0,ECB,False,False,2025-06-30T23:59:00Z
2025-03-24,EUR,USD,1.0352,ECB,False,False,2025-06-30T23:59:00Z
2025-03-24,GBP,USD,1.2381,BoE,False,False,2025-06-30T23:59:00Z
2025-03-25,USD,USD,1.0,ECB,False,False,2025-06-30T23:59:00Z
2025-03-25,EUR,USD,1.0406,ECB,False,False,2025-06-30T23:59:00Z
2025-03-25,GBP,USD,1.2409,BoE,False,False,2025-06-30T23:59:00Z
2025-03-26,USD,USD,1.0,ECB,False,False,2025-06-30T23:59:00Z
2025-03-26,EUR,USD,1.0326,ECB,False,False,2025-06-30T23:59:00Z
2025-03-26,GBP,USD,1.2449,BoE,False,False,2025-06-30T23:59:00Z
2025-03-27,USD,USD,1.0,ECB,False,False,2025-06-30T23:59:00Z
2025-03-27,EUR,USD,1.0366,ECB,False,False,2025-06-30T23:59:00Z
2025-03-27,GBP,USD,1.2435,BoE,False,False,2025-06-30T23:59:00Z
2025-03-28,USD,USD,1.0,ECB,False,False,2025-06-30T23:59:00Z
2025-03-28,EUR,USD,1.038,ECB,False,False,2025-06-30T23:59:00Z
2025-03-28,GBP,USD,1.2401,BoE,False,False,2025-06-30T23:59:00Z
2025-03-31,USD,USD,1.0,ECB,True,True,2025-06-30T23:59:00Z
2025-03-31,EUR,USD,1.0392,ECB,True,True,2025-06-30T23:59:00Z
2025-03-31,GBP,USD,1.241,BoE,True,True,2025-06-30T23:59:00Z
2025-04-01,USD,USD,1.0,ECB,False,False,2025-06-30T23:59:00Z
2025-04-01,EUR,USD,1.0395,ECB,False,False,2025-06-30T23:59:00Z
2025-04-01,GBP,USD,1.2359,BoE,False,False,2025-06-30T23:59:00Z
2025-04-02,USD,USD,1.0,ECB,False,False,2025-06-30T23:59:00Z
2025-04-02,EUR,USD,1.0397,ECB,False,False,2025-06-30T23:59:00Z
2025-04-02,GBP,USD,1.2403,BoE,False,False,2025-06-30T23:59:00Z
2025-04-03,USD,USD,1.0,ECB,False,False,2025-06-30T23:59:00Z
2025-04-03,EUR,USD,1.0362,ECB,False,False,2025-06-30T23:59:00Z
2025-04-03,GBP,USD,1.2401,BoE,False,False,2025-06-30T23:59:00Z
2025-04-04,USD,USD,1.0,ECB,False,False,2025-06-30T23:59:00Z
2025-04-04,EUR,USD,1.0358,ECB,False,False,2025-06-30T23:59:00Z
2025-04-04,GBP,USD,1.242,BoE,False,False,2025-06-30T23:59:00Z
2025-04-07,USD,USD,1.0,ECB,False,False,2025-06-30T23:59:00Z
2025-04-07,EUR,USD,1.0397,ECB,False,False,2025-06-30T23:59:00Z
2025-04-07,GBP,USD,1.2388,BoE,False,False,2025-06-30T23:59:00Z
2025-04-08,USD,USD,1.0,ECB,False,False,2025-06-30T23:59:00Z
2025-04-08,EUR,USD,1.0364,ECB,False,False,2025-06-30T23:59:00Z
2025-04-08,GBP,USD,1.2428,BoE,False,False,2025-06-30T23:59:00Z
2025-04-09,USD,USD,1.0,ECB,False,False,2025-06-30T23:59:00Z
2025-04-09,EUR,USD,1.0331,ECB,False,False,2025-06-30T23:59:00Z
2025-04-09,GBP,USD,1.2448,BoE,False,False,2025-06-30T23:59:00Z
2025-04-10,USD,USD,1.0,ECB,False,False,2025-06-30T23:59:00Z
2025-04-10,EUR,USD,1.0335,ECB,False,False,2025-06-30T23:59:00Z
2025-04-10,GBP,USD,1.2413,BoE,False,False,2025-06-30T23:59:00Z
2025-04-11,USD,USD,1.0,ECB,False,False,2025-06-30T23:59:00Z
2025-04-11,EUR,USD,1.034,ECB,False,False,2025-06-30T23:59:00Z
2025-04-11,GBP,USD,1.242,BoE,False,False,2025-06-30T23:59:00Z
2025-04-14,USD,USD,1.0,ECB,False,False,2025-06-30T23:59:00Z
2025-04-14,EUR,USD,1.0382,ECB,False,False,2025-06-30T23:59:00Z
2025-04-14,GBP,USD,1.2407,BoE,False,False,2025-06-30T23:59:00Z
2025-04-15,USD,USD,1.0,ECB,False,False,2025-06-30T23:59:00Z
2025-04-15,EUR,USD,1.0371,ECB,False,False,2025-06-30T23:59:00Z
2025-04-15,GBP,USD,1.2404,BoE,False,False,2025-06-30T23:59:00Z
2025-04-16,USD,USD,1.0,ECB,False,False,2025-06-30T23:59:00Z
2025-04-16,EUR,USD,1.0387,ECB,False,False,2025-06-30T23:59:00Z
2025-04-16,GBP,USD,1.2374,BoE,False,False,2025-06-30T23:59:00Z
2025-04-17,USD,USD,1.0,ECB,False,False,2025-06-30T23:59:00Z
2025-04-17,EUR,USD,1.0352,ECB,False,False,2025-06-30T23:59:00Z
2025-04-17,GBP,USD,1.2414,BoE,False,False,2025-06-30T23:59:00Z
2025-04-18,USD,USD,1.0,ECB,False,False,2025-06-30T23:59:00Z
2025-04-18,EUR,USD,1.0369,ECB,False,False,2025-06-30T23:59:00Z
2025-04-18,GBP,USD,1.2397,BoE,False,False,2025-06-30T23:59:00Z
2025-04-21,USD,USD,1.0,ECB,False,False,2025-06-30T23:59:00Z
2025-04-21,EUR,USD,1.0382,ECB,False,False,2025-06-30T23:59:00Z
2025-04-21,GBP,USD,1.2483,BoE,False,False,2025-06-30T23:59:00Z
2025-04-22,USD,USD,1.0,ECB,False,False,2025-06-30T23:59:00Z
2025-04-22,EUR,USD,1.0354,ECB,False,False,2025-06-30T23:59:00Z
2025-04-22,GBP,USD,1.2461,BoE,False,False,2025-06-30T23:59:00Z
2025-04-23,USD,USD,1.0,ECB,False,False,2025-06-30T23:59:00Z
2025-04-23,EUR,USD,1.0376,ECB,False,False,2025-06-30T23:59:00Z
2025-04-23,GBP,USD,1.2413,BoE,False,False,2025-06-30T23:59:00Z
2025-04-24,USD,USD,1.0,ECB,False,False,2025-06-30T23:59:00Z
2025-04-24,EUR,USD,1.0342,ECB,False,False,2025-06-30T23:59:00Z
2025-04-24,GBP,USD,1.2366,BoE,False,False,2025-06-30T23:59:00Z
2025-04-25,USD,USD,1.0,ECB,False,False,2025-06-30T23:59:00Z
2025-04-25,EUR,USD,1.035,ECB,False,False,2025-06-30T23:59:00Z
2025-04-25,GBP,USD,1.2351,BoE,False,False,2025-06-30T23:59:00Z
2025-04-28,USD,USD,1.0,ECB,False,False,2025-06-30T23:59:00Z
2025-04-28,EUR,USD,1.0349,ECB,False,False,2025-06-30T23:59:00Z
2025-04-28,GBP,USD,1.2442,BoE,False,False,2025-06-30T23:59:00Z
2025-04-29,USD,USD,1.0,ECB,False,False,2025-06-30T23:59:00Z
2025-04-29,EUR,USD,1.0324,ECB,False,False,2025-06-30T23:59:00Z
2025-04-29,GBP,USD,1.2404,BoE,False,False,2025-06-30T23:59:00Z
2025-04-30,USD,USD,1.0,ECB,True,False,2025-06-30T23:59:00Z
2025-04-30,EUR,USD,1.0373,ECB,True,False,2025-06-30T23:59:00Z
2025-04-30,GBP,USD,1.2412,BoE,True,False,2025-06-30T23:59:00Z
2025-05-01,USD,USD,1.0,ECB,False,False,2025-06-30T23:59:00Z
2025-05-01,EUR,USD,1.0344,ECB,False,False,2025-06-30T23:59:00Z
2025-05-01,GBP,USD,1.2322,BoE,False,False,2025-06-30T23:59:00Z
2025-05-02,USD,USD,1.0,ECB,False,False,2025-06-30T23:59:00Z
2025-05-02,EUR,USD,1.0358,ECB,False,False,2025-06-30T23:59:00Z
2025-05-02,GBP,USD,1.2427,BoE,False,False,2025-06-30T23:59:00Z
2025-05-05,USD,USD,1.0,ECB,False,False,2025-06-30T23:59:00Z
2025-05-05,EUR,USD,1.0371,ECB,False,False,2025-06-30T23:59:00Z
2025-05-05,GBP,USD,1.2407,BoE,False,False,2025-06-30T23:59:00Z
2025-05-06,USD,USD,1.0,ECB,False,False,2025-06-30T23:59:00Z
2025-05-06,EUR,USD,1.0369,ECB,False,False,2025-06-30T23:59:00Z
2025-05-06,GBP,USD,1.2344,BoE,False,False,2025-06-30T23:59:00Z
2025-05-07,USD,USD,1.0,ECB,False,False,2025-06-30T23:59:00Z
2025-05-07,EUR,USD,1.0375,ECB,False,False,2025-06-30T23:59:00Z
2025-05-07,GBP,USD,1.2368,BoE,False,False,2025-06-30T23:59:00Z
2025-05-08,USD,USD,1.0,ECB,False,False,2025-06-30T23:59:00Z
2025-05-08,EUR,USD,1.0351,ECB,False,False,2025-06-30T23:59:00Z
2025-05-08,GBP,USD,1.2397,BoE,False,False,2025-06-30T23:59:00Z
2025-05-09,USD,USD,1.0,ECB,False,False,2025-06-30T23:59:00Z
2025-05-09,EUR,USD,1.0341,ECB,False,False,2025-06-30T23:59:00Z
2025-05-09,GBP,USD,1.2387,BoE,False,False,2025-06-30T23:59:00Z
2025-05-12,USD,USD,1.0,ECB,False,False,2025-06-30T23:59:00Z
2025-05-12,EUR,USD,1.035,ECB,False,False,2025-06-30T23:59:00Z
2025-05-12,GBP,USD,1.2372,BoE,False,False,2025-06-30T23:59:00Z
2025-05-13,USD,USD,1.0,ECB,False,False,2025-06-30T23:59:00Z
2025-05-13,EUR,USD,1.0302,ECB,False,False,2025-06-30T23:59:00Z
2025-05-13,GBP,USD,1.2379,BoE,False,False,2025-06-30T23:59:00Z
2025-05-14,USD,USD,1.0,ECB,False,False,2025-06-30T23:59:00Z
2025-05-14,EUR,USD,1.0308,ECB,False,False,2025-06-30T23:59:00Z
2025-05-14,GBP,USD,1.2372,BoE,False,False,2025-06-30T23:59:00Z
2025-05-15,USD,USD,1.0,ECB,False,False,2025-06-30T23:59:00Z
2025-05-15,EUR,USD,1.0311,ECB,False,False,2025-06-30T23:59:00Z
2025-05-15,GBP,USD,1.2387,BoE,False,False,2025-06-30T23:59:00Z
2025-05-16,USD,USD,1.0,ECB,False,False,2025-06-30T23:59:00Z
2025-05-16,EUR,USD,1.032,ECB,False,False,2025-06-30T23:59:00Z
2025-05-16,GBP,USD,1.2439,BoE,False,False,2025-06-30T23:59:00Z
2025-05-19,USD,USD,1.0,ECB,False,False,2025-06-30T23:59:00Z
2025-05-19,EUR,USD,1.0361,ECB,False,False,2025-06-30T23:59:00Z
2025-05-19,GBP,USD,1.2276,BoE,False,False,2025-06-30T23:59:00Z
2025-05-20,USD,USD,1.0,ECB,False,False,2025-06-30T23:59:00Z
2025-05-20,EUR,USD,1.0321,ECB,False,False,2025-06-30T23:59:00Z
2025-05-20,GBP,USD,1.2368,BoE,False,False,2025-06-30T23:59:00Z
2025-05-21,USD,USD,1.0,ECB,False,False,2025-06-30T23:59:00Z
2025-05-21,EUR,USD,1.0336,ECB,False,False,2025-06-30T23:59:00Z
2025-05-21,GBP,USD,1.2384,BoE,False,False,2025-06-30T23:59:00Z
2025-05-22,USD,USD,1.0,ECB,False,False,2025-06-30T23:59:00Z
2025-05-22,EUR,USD,1.0386,ECB,False,False,2025-06-30T23:59:00Z
2025-05-22,GBP,USD,1.2388,BoE,False,False,2025-06-30T23:59:00Z
2025-05-23,USD,USD,1.0,ECB,False,False,2025-06-30T23:59:00Z
2025-05-23,EUR,USD,1.0336,ECB,False,False,2025-06-30T23:59:00Z
2025-05-23,GBP,USD,1.236,BoE,False,False,2025-06-30T23:59:00Z
2025-05-26,USD,USD,1.0,ECB,False,False,2025-06-30T23:59:00Z
2025-05-26,EUR,USD,1.0368,ECB,False,False,2025-06-30T23:59:00Z
2025-05-26,GBP,USD,1.2304,BoE,False,False,2025-06-30T23:59:00Z
2025-05-27,USD,USD,1.0,ECB,False,False,2025-06-30T23:59:00Z
2025-05-27,EUR,USD,1.0317,ECB,False,False,2025-06-30T23:59:00Z
2025-05-27,GBP,USD,1.2386,BoE,False,False,2025-06-30T23:59:00Z
2025-05-28,USD,USD,1.0,ECB,False,False,2025-06-30T23:59:00Z
2025-05-28,EUR,USD,1.0338,ECB,False,False,2025-06-30T23:59:00Z
2025-05-28,GBP,USD,1.2441,BoE,False,False,2025-06-30T23:59:00Z
2025-05-29,USD,USD,1.0,ECB,False,False,2025-06-30T23:59:00Z
2025-05-29,EUR,USD,1.0315,ECB,False,False,2025-06-30T23:59:00Z
2025-05-29,GBP,USD,1.2309,BoE,False,False,2025-06-30T23:59:00Z
2025-05-30,USD,USD,1.0,ECB,False,False,2025-06-30T23:59:00Z
2025-05-30,EUR,USD,1.0333,ECB,False,False,2025-06-30T23:59:00Z
2025-05-30,GBP,USD,1.2404,BoE,False,False,2025-06-30T23:59:00Z
2025-06-02,USD,USD,1.0,ECB,False,False,2025-06-30T23:59:00Z
2025-06-02,EUR,USD,1.0367,ECB,False,False,2025-06-30T23:59:00Z
2025-06-02,GBP,USD,1.2356,BoE,False,False,2025-06-30T23:59:00Z
2025-06-03,USD,USD,1.0,ECB,False,False,2025-06-30T23:59:00Z
2025-06-03,EUR,USD,1.029,ECB,False,False,2025-06-30T23:59:00Z
2025-06-03,GBP,USD,1.2365,BoE,False,False,2025-06-30T23:59:00Z
2025-06-04,USD,USD,1.0,ECB,False,False,2025-06-30T23:59:00Z
2025-06-04,EUR,USD,1.0354,ECB,False,False,2025-06-30T23:59:00Z
2025-06-04,GBP,USD,1.2324,BoE,False,False,2025-06-30T23:59:00Z
2025-06-05,USD,USD,1.0,ECB,False,False,2025-06-30T23:59:00Z
2025-06-05,EUR,USD,1.0347,ECB,False,False,2025-06-30T23:59:00Z
2025-06-05,GBP,USD,1.2352,BoE,False,False,2025-06-30T23:59:00Z
2025-06-06,USD,USD,1.0,ECB,False,False,2025-06-30T23:59:00Z
