order_id,line_id,product_id,quantity_ordered,unit_price,discount_pct,line_status,created_at
ORD-000026,3,PRD-00750,130,110.23,0.05,Superseded,2024-03-18
ORD-000026,3,PRD-00750,35,110.23,0.05,Closed,2024-03-21
ORD-000027,1,PRD-01150,237,191.52,0.0,Closed,2023-11-12
ORD-000027,2,PRD-00813,55,163.14,0.0,Closed,2023-11-12
ORD-000027,3,PRD-00029,80,29.55,0.0,Closed,2023-11-12
ORD-000028,1,PRD-01063,25,195.83,0.0,Closed,2024-04-09
ORD-000028,2,PRD-00552,371,246.67,0.0,Closed,2024-04-09
ORD-000029,1,PRD-00901,158,99.75,0.05,Closed,2024-02-16
ORD-000030,1,PRD-00179,203,285.1,0.0,Closed,2024-05-24
ORD-000031,1,PRD-00109,490,163.15,0.0,Closed,2023-11-17
ORD-000031,2,PRD-01107,98,179.09,0.0,Closed,2023-11-17
ORD-000032,1,PRD-01378,203,365.19,0.0,Open,2024-02-18
ORD-000032,2,PRD-00268,203,356.03,0.05,Closed,2024-02-18
ORD-000033,1,PRD-01156,423,304.09,0.0,Closed,2024-06-11
ORD-000034,1,PRD-00492,29,330.38,0.0,Closed,2023-11-27
ORD-000034,2,PRD-00766,457,389.42,0.1,Closed,2023-11-27
ORD-000034,3,PRD-01317,278,79.96,0.0,Closed,2023-11-27
ORD-000035,1,PRD-00346,246,154.28,0.05,Closed,2024-04-12
ORD-000035,2,PRD-01494,102,263.44,0.0,Closed,2024-04-12
ORD-000036,1,PRD-01303,213,265.7,0.0,Closed,2024-05-13
ORD-000036,2,PRD-00612,456,83.32,0.0,Closed,2024-05-13
ORD-000037,1,PRD-00364,63,220.83,0.0,Closed,2023-10-17
ORD-000038,1,PRD-00417,108,273.43,0.15,Closed,2023-11-20
ORD-000039,1,PRD-00530,254,8.3,0.0,Closed,2023-10-29
ORD-000040,1,PRD-00395,71,356.4,0.05,Closed,2024-03-28
ORD-000041,1,PRD-00246,226,356.87,0.0,Closed,2024-04-13
ORD-000041,2,PRD-00756,168,249.8,0.0,Closed,2024-04-13
ORD-000041,3,PRD-00838,577,102.19,0.0,Superseded,2024-04-10
ORD-000041,3,PRD-00838,478,102.19,0.0,Closed,2024-04-13
ORD-000042,1,PRD-00901,195,128.03,0.0,Closed,2024-02-13
ORD-000042,2,PRD-00422,459,144.9,0.0,Superseded,2024-01-25
ORD-000042,2,PRD-00422,379,144.9,0.0,Closed,2024-02-13
ORD-000043,1,PRD-00661,245,275.12,0.0,Closed,2023-11-20
ORD-000043,2,PRD-01121,352,213.96,0.0,Closed,2023-11-20
ORD-000044,1,PRD-00584,294,17.07,0.0,Superseded,2024-04-04
ORD-000044,1,PRD-00584,479,17.07,0.0,Closed,2024-04-21
ORD-000045,1,PRD-00438,430,370.52,0.0,Closed,2024-03-09
ORD-000045,2,PRD-00450,403,315.67,0.15,Closed,2024-03-09
ORD-000045,3,PRD-00630,668,141.07,0.0,Superseded,2024-02-21
ORD-000045,3,PRD-00630,497,141.07,0.0,Closed,2024-03-09
ORD-000046,1,PRD-01228,49,338.71,0.0,Closed,2024-06-24
ORD-000046,2,PRD-00204,226,303.16,0.0,Closed,2024-06-24
ORD-000047,1,PRD-00927,430,223.78,0.0,Closed,2023-11-05
ORD-000048,1,PRD-00516,418,398.59,0.1,Closed,2024-06-15
ORD-000048,2,PRD-00109,449,179.65,0.0,Closed,2024-06-15
ORD-000049,1,PRD-01264,394,309.41,0.0,Open,2023-10-10
ORD-000050,1,PRD-01379,238,253.73,0.0,Closed,2024-05-24
ORD-000050,2,PRD-01310,441,236.15,0.0,Closed,2024-05-24
ORD-000051,1,PRD-00178,66,59.62,0.0,Closed,2024-01-13
ORD-000051,2,PRD-01402,388,299.69,0.0,Closed,2024-01-13
ORD-000051,3,PRD-00356,194,256.93,0.0,Superseded,2023-12-31
ORD-000051,3,PRD-00356,88,256.93,0.0,Closed,2024-01-13
ORD-000052,1,PRD-00942,496,138.0,0.0,Closed,2024-04-13
ORD-000053,1,PRD-00846,278,311.46,0.0,Closed,2024-05-10
ORD-000054,1,PRD-01295,296,139.3,0.0,Closed,2023-10-08
ORD-000054,2,PRD-01248,264,350.5,0.05,Superseded,2023-09-29
ORD-000054,2,PRD-01248,452,350.5,0.05,Closed,2023-10-08
ORD-000054,3,PRD-00157,492,397.66,0.0,Closed,2023-10-08
ORD-000055,1,PRD-00958,249,141.71,0.0,Closed,2023-12-11
ORD-000055,2,PRD-01478,155,245.78,0.0,Open,2023-12-11
ORD-000055,3,PRD-01235,139,329.59,0.0,Closed,2023-12-11
ORD-000056,1,PRD-01343,35,303.44,0.0,Closed,2024-02-02
ORD-000057,1,PRD-00660,129,189.49,0.0,Open,2024-06-05
ORD-000058,1,PRD-00924,85,182.19,0.05,Closed,2024-06-16
ORD-000058,2,PRD-01277,343,57.84,0.0,Superseded,2024-06-06
ORD-000058,2,PRD-01277,307,57.84,0.0,Closed,2024-06-16
ORD-000059,1,PRD-00857,333,276.38,0.0,Open,2023-10-05
ORD-000059,2,PRD-00096,162,160.25,0.05,Closed,2023-10-05
ORD-000060,1,PRD-00191,306,377.84,0.0,Closed,2024-02-14
ORD-000061,1,PRD-00154,357,320.64,0.0,Closed,2024-06-20
ORD-000061,2,PRD-00952,154,24.8,0.0,Closed,2024-06-20
ORD-000062,1,PRD-01346,305,354.16,0.05,Closed,2024-04-20
ORD-000062,2,PRD-01219,53,214.0,0.0,Closed,2024-04-20
ORD-000063,1,PRD-01158,305,308.64,0.1,Closed,2024-05-16
ORD-000064,1,PRD-00689,299,22.97,0.0,Superseded,2023-10-25
ORD-000064,1,PRD-00689,224,22.97,0.0,Closed,2023-10-30
ORD-000065,1,PRD-00744,317,9.16,0.0,Closed,2023-11-22
ORD-000065,2,PRD-00717,481,313.61,0.0,Closed,2023-11-22
ORD-000066,1,PRD-00860,312,271.54,0.15,Closed,2023-10-02
ORD-000066,2,PRD-00936,30,11.71,0.0,Closed,2023-10-02
ORD-000067,1,PRD-01427,70,171.92,0.05,Open,2024-04-22
ORD-000068,1,PRD-01293,240,287.55,0.0,Closed,2024-06-11
ORD-000069,1,PRD-01200,270,200.9,0.05,Superseded,2024-05-17
ORD-000069,1,PRD-01200,220,200.9,0.05,Open,2024-05-23
ORD-000069,2,PRD-00853,90,378.94,0.1,Closed,2024-05-23
ORD-000069,3,PRD-01110,333,42.64,0.0,Closed,2024-05-23
ORD-000070,1,PRD-01023,187,308.61,0.05,Closed,2023-11-09
ORD-000071,1,PRD-00150,464,231.15,0.0,Closed,2024-03-26
ORD-000072,1,PRD-00597,348,188.22,0.0,Closed,2023-10-05
ORD-000073,1,PRD-00549,334,310.03,0.0,Superseded,2024-05-28
ORD-000073,1,PRD-00549,395,310.03,0.0,Closed,2024-06-07
ORD-000073,2,PRD-00114,270,156.4,0.0,Closed,2024-06-07
ORD-000074,1,PRD-00740,63,309.41,0.0,Open,2024-03-20
ORD-000074,2,PRD-00377,215,244.22,0.1,Open,2024-03-20
ORD-000074,3,PRD-00589,106,110.1,0.0,Closed,2024-03-20
ORD-000075,1,PRD-01376,359,182.82,0.0,Closed,2024-02-13
ORD-000076,1,PRD-00558,211,210.35,0.0,Closed,2024-03-18
ORD-000077,1,PRD-00668,30,291.97,0.0,Open,2024-03-23
ORD-000077,2,PRD-01046,126,74.15,0.1,Closed,2024-03-23
ORD-000077,3,PRD-01053,11,239.64,0.15,Closed,2024-03-23
ORD-000078,1,PRD-00889,461,265.53,0.0,Closed,2024-04-19
ORD-000078,2,PRD-00186,477,120.48,0.05,Open,2024-04-19
ORD-000079,1,PRD-00260,11,83.82,0.0,Open,2023-12-19
ORD-000079,2,PRD-00278,246,153.77,0.15,Closed,2023-12-19
ORD-000080,1,PRD-00116,450,112.72,0.0,Closed,2024-03-04
ORD-000081,1,PRD-00009,374,83.71,0.0,Open,2024-06-05
ORD-000081,2,PRD-01021,248,141.66,0.0,Closed,2024-06-05
ORD-000081,3,PRD-01469,284,296.2,0.0,Closed,2024-06-05
ORD-000082,1,PRD-00861,411,335.64,0.15,Closed,2024-03-04
ORD-000082,2,PRD-01072,468,58.84,0.0,Closed,2024-03-04
ORD-000083,1,PRD-00424,20,301.21,0.0,Closed,2024-03-13
ORD-000084,1,PRD-00934,204,376.83,0.0,Closed,2024-01-09
ORD-000085,1,PRD-00020,9,247.29,0.1,Closed,2023-12-18
ORD-000086,1,PRD-01042,124,229.02,0.0,Closed,2023-12-23
ORD-000087,1,PRD-00577,11,284.4,0.0,Closed,2023-11-09
ORD-000088,1,PRD-00964,293,46.85,0.05,Open,2023-10-17
ORD-000088,2,PRD-00570,465,137.3,0.0,Closed,2023-10-17
ORD-000088,3,PRD-00714,406,158.26,0.0,Closed,2023-10-17
ORD-000089,1,PRD-00453,446,326.75,0.0,Closed,2023-10-26
ORD-000090,1,PRD-00311,192,106.93,0.0,Closed,2023-11-06
ORD-000090,2,PRD-00221,442,192.67,0.05,Closed,2023-11-06
ORD-000090,3,PRD-01049,128,217.92,0.0,Closed,2023-11-06
ORD-000091,1,PRD-00405,494,19.1,0.05,Closed,2023-10-05
ORD-000092,1,PRD-01194,137,359.74,0.05,Closed,2024-06-25
ORD-000092,2,PRD-01269,134,97.47,0.0,Superseded,2024-06-08
ORD-000092,2,PRD-01269,24,97.47,0.0,Closed,2024-06-25
ORD-000092,3,PRD-01051,279,319.88,0.0,Closed,2024-06-25
ORD-000093,1,PRD-00210,499,224.2,0.0,Closed,2024-02-29
ORD-000093,2,PRD-00552,128,10.7,0.0,Closed,2024-02-29
ORD-000094,1,PRD-00578,188,270.72,0.0,Closed,2024-06-06
ORD-000094,2,PRD-00924,230,177.42,0.05,Closed,2024-06-06
ORD-000094,3,PRD-01103,382,375.48,0.0,Superseded,2024-05-24
ORD-000094,3,PRD-01103,412,375.48,0.0,Open,2024-06-06
ORD-000095,1,PRD-00855,464,333.82,0.1,Closed,2024-03-28
ORD-000095,2,PRD-00399,214,79.07,0.1,Closed,2024-03-28
ORD-000096,1,PRD-00939,83,136.02,0.1,Open,2023-11-04
ORD-000096,2,PRD-01199,401,330.3,0.0,Closed,2023-11-04
ORD-000097,1,PRD-00828,464,216.08,0.0,Closed,2023-12-20
ORD-000097,2,PRD-00859,62,203.01,0.0,Closed,2023-12-20
ORD-000097,3,PRD-01039,264,246.55,0.05,Superseded,2023-12-10
ORD-000097,3,PRD-01039,156,246.55,0.05,Open,2023-12-20
ORD-000098,1,PRD-00340,131,369.25,0.0,Closed,2023-10-20
ORD-000099,1,PRD-01299,33,394.89,0.0,Closed,2024-05-17
ORD-000100,1,PRD-00409,328,397.8,0.0,Closed,2024-06-03
ORD-000101,1,PRD-00038,271,87.17,0.0,Closed,2024-04-03
ORD-000102,1,PRD-01235,368,18.84,0.0,Closed,2024-02-18
ORD-000102,2,PRD-00616,42,162.95,0.1,Closed,2024-02-18
ORD-000103,1,PRD-00804,288,375.31,0.0,Closed,2023-12-16
ORD-000103,2,PRD-01085,372,186.54,0.0,Closed,2023-12-16
ORD-000104,1,PRD-00557,306,80.7,0.0,Closed,2023-10-16
ORD-000104,2,PRD-00029,259,206.63,0.0,Closed,2023-10-16
ORD-000104,3,PRD-01433,480,251.61,0.0,Open,2023-10-16
ORD-000105,1,PRD-01454,61,314.82,0.0,Closed,2023-11-18
ORD-000106,1,PRD-01433,171,228.41,0.05,Closed,2024-01-16
ORD-000106,2,PRD-00308,424,365.62,0.1,Closed,2024-01-16
ORD-000106,3,PRD-00124,478,198.84,0.0,Closed,2024-01-16
ORD-000107,1,PRD-00442,62,372.56,0.0,Closed,2023-11-09
ORD-000108,1,PRD-00007,304,278.88,0.1,Open,2024-02-01
ORD-000109,1,PRD-00818,349,301.57,0.05,Superseded,2023-10-30
ORD-000109,1,PRD-00818,378,301.57,0.05,Closed,2023-11-05
ORD-000110,1,PRD-01066,402,348.17,0.0,Open,2024-04-15
ORD-000111,1,PRD-00815,111,245.13,0.05,Closed,2024-06-19
ORD-000112,1,PRD-01194,41,162.05,0.1,Open,2024-02-08
ORD-000113,1,PRD-00368,301,100.41,0.0,Closed,2024-05-23
ORD-000114,1,PRD-01496,195,45.65,0.0,Superseded,2023-12-06
ORD-000114,1,PRD-01496,381,45.65,0.0,Closed,2023-12-14
ORD-000115,1,PRD-01314,456,239.38,0.0,Closed,2024-01-16
ORD-000115,2,PRD-00847,459,388.05,0.1,Closed,2024-01-16
ORD-000116,1,PRD-01234,94,78.45,0.05,Closed,2024-04-05
ORD-000116,2,PRD-00920,395,83.73,0.0,Closed,2024-04-05
ORD-000117,1,PRD-00315,8,14.09,0.1,Closed,2024-05-12
ORD-000117,2,PRD-00234,80,224.38,0.05,Closed,2024-05-12
ORD-000118,1,PRD-00890,98,5.81,0.0,Closed,2024-02-04
ORD-000119,1,PRD-00599,142,325.11,0.0,Closed,2024-02-09
ORD-000120,1,PRD-00861,348,383.67,0.0,Closed,2024-01-24
ORD-000121,1,PRD-00642,327,48.14,0.0,Closed,2024-05-27
ORD-000122,1,PRD-00660,482,46.4,0.0,Closed,2024-03-07
ORD-000122,2,PRD-01369,351,238.7,0.0,Closed,2024-03-07
ORD-000123,1,PRD-00242,479,259.73,0.0,Closed,2023-11-14
ORD-000123,2,PRD-00001,486,333.44,0.0,Closed,2023-11-14
ORD-000123,3,PRD-01147,53,143.79,0.0,Closed,2023-11-14
ORD-000124,1,PRD-01104,473,339.87,0.0,Open,2023-11-02
ORD-000124,2,PRD-00736,152,250.77,0.0,Closed,2023-11-02
ORD-000125,1,PRD-00662,281,245.82,0.1,Closed,2023-11-30
ORD-000125,2,PRD-00306,355,263.13,0.0,Closed,2023-11-30
ORD-000125,3,PRD-00204,89,368.39,0.05,Closed,2023-11-30
ORD-000126,1,PRD-00448,140,16.57,0.05,Closed,2024-01-25
ORD-000127,1,PRD-00238,192,127.7,0.15,Closed,2024-04-07
ORD-000128,1,PRD-00021,110,231.12,0.0,Closed,2024-03-07
ORD-000128,2,PRD-00811,199,117.45,0.1,Closed,2024-03-07
ORD-000129,1,PRD-00129,247,174.06,0.0,Closed,2024-03-02
ORD-000130,1,PRD-00097,213,275.66,0.1,Closed,2024-02-15
ORD-000131,1,PRD-00826,1,59.28,0.0,Superseded,2024-06-15
ORD-000131,1,PRD-00826,128,59.28,0.0,Closed,2024-06-25
ORD-000131,2,PRD-00302,423,375.19,0.05,Closed,2024-06-25
ORD-000132,1,PRD-01477,307,265.37,0.05,Closed,2024-01-20
ORD-000133,1,PRD-00945,472,124.9,0.15,Open,2024-02-10
ORD-000134,1,PRD-00418,149,66.29,0.0,Closed,2024-04-23
ORD-000135,1,PRD-00928,333,97.42,0.05,Closed,2024-04-12
ORD-000136,1,PRD-00986,89,85.59,0.15,Closed,2023-11-23
ORD-000137,1,PRD-00620,113,338.27,0.1,Closed,2023-11-19
ORD-000137,2,PRD-00789,94,358.1,0.0,Closed,2023-11-19
ORD-000138,1,PRD-01032,41,105.47,0.0,Closed,2024-01-27
ORD-000138,2,PRD-00115,226,227.24,0.05,Closed,2024-01-27
ORD-000139,1,PRD-00482,204,132.34,0.1,Closed,2024-02-26
ORD-000139,2,PRD-01243,67,102.31,0.05,Closed,2024-02-26
ORD-000140,1,PRD-01294,272,253.24,0.0,Superseded,2023-11-10
ORD-000140,1,PRD-01294,455,253.24,0.0,Closed,2023-11-28
ORD-000141,1,PRD-00612,119,370.45,0.1,Closed,2024-05-12
ORD-000142,1,PRD-01028,120,358.95,0.0,Superseded,2024-03-01
ORD-000142,1,PRD-01028,193,358.95,0.0,Closed,2024-03-21
ORD-000143,1,PRD-00417,306,358.19,0.1,Closed,2023-10-17
ORD-000143,2,PRD-00001,454,382.9,0.0,Closed,2023-10-17
ORD-000144,1,PRD-00134,291,165.52,0.0,Closed,2024-01-04
ORD-000145,1,PRD-00835,476,72.52,0.1,Closed,2023-12-01
ORD-000146,1,PRD-00500,416,297.46,0.0,Closed,2023-10-23
ORD-000147,1,PRD-00544,154,13.54,0.1,Closed,2024-03-16
ORD-000147,2,PRD-00469,458,98.91,0.1,Closed,2024-03-16
ORD-000148,1,PRD-00141,208,208.84,0.05,Open,2024-05-15
ORD-000149,1,PRD-00888,16,32.74,0.0,Closed,2024-06-28
ORD-000150,1,PRD-00060,275,32.36,0.1,Closed,2024-04-29
ORD-000150,2,PRD-00207,335,125.74,0.0,Closed,2024-04-29
ORD-000150,3,PRD-00496,244,389.7,0.0,Closed,2024-04-29
ORD-000151,1,PRD-00014,238,18.11,0.0,Closed,2024-06-29
ORD-000152,1,PRD-00362,125,187.95,0.0,Open,2024-03-19
ORD-000152,2,PRD-01102,166,373.83,0.0,Closed,2024-03-19
ORD-000153,1,PRD-01094,152,243.96,0.05,Closed,2024-01-09
ORD-000154,1,PRD-00480,106,193.03,0.0,Closed,2024-03-26
ORD-000155,1,PRD-00308,409,245.12,0.0,Closed,2024-05-18
ORD-000156,1,PRD-00985,408,279.88,0.0,Closed,2024-03-11
ORD-000157,1,PRD-00840,346,170.69,0.1,Closed,2024-04-28
ORD-000157,2,PRD-00348,139,394.22,0.0,Open,2024-04-28
ORD-000158,1,PRD-00075,444,363.85,0.0,Closed,2024-04-27
ORD-000159,1,PRD-01110,203,271.49,0.0,Open,2024-01-15
ORD-000159,2,PRD-00312,23,141.36,0.0,Superseded,2024-01-08
ORD-000159,2,PRD-00312,50,141.36,0.0,Closed,2024-01-15
ORD-000160,1,PRD-00205,471,116.58,0.0,Open,2024-04-03
ORD-000160,2,PRD-01393,434,284.81,0.05,Closed,2024-04-03
ORD-000161,1,PRD-00910,32,197.38,0.0,Closed,2024-04-22
ORD-000161,2,PRD-00174,41,68.48,0.0,Closed,2024-04-22
ORD-000162,1,PRD-00368,1,96.81,0.1,Superseded,2024-02-07
ORD-000162,1,PRD-00368,68,96.81,0.1,Closed,2024-02-26
ORD-000162,2,PRD-00022,320,222.38,0.0,Open,2024-02-26
ORD-000162,3,PRD-00152,342,277.67,0.1,Closed,2024-02-26
ORD-000163,1,PRD-00459,26,354.87,0.0,Closed,2024-01-08
ORD-000163,2,PRD-01244,252,224.73,0.05,Closed,2024-01-08
ORD-000164,1,PRD-01099,471,353.68,0.0,Closed,2024-02-18
ORD-000164,2,PRD-01151,624,273.31,0.05,Superseded,2024-02-01
ORD-000164,2,PRD-01151,470,273.31,0.05,Closed,2024-02-18
ORD-000165,1,PRD-01017,106,325.73,0.05,Closed,2023-12-09
ORD-000166,1,PRD-00660,223,68.98,0.05,Closed,2024-05-25
ORD-000166,2,PRD-00251,242,143.4,0.05,Closed,2024-05-25
ORD-000166,3,PRD-01175,155,38.9,0.0,Superseded,2024-05-06
ORD-000166,3,PRD-01175,212,38.9,0.0,Closed,2024-05-25
ORD-000167,1,PRD-00100,213,7.84,0.0,Closed,2024-02-03
ORD-000167,2,PRD-01459,551,172.11,0.05,Superseded,2024-01-15
ORD-000167,2,PRD-01459,492,172.11,0.05,Closed,2024-02-03
ORD-000168,1,PRD-00272,400,205.08,0.15,Closed,2024-05-09
ORD-000169,1,PRD-00735,255,230.71,0.0,Closed,2024-04-27
ORD-000170,1,PRD-00517,383,326.27,0.0,Closed,2024-01-24
ORD-000170,2,PRD-00451,301,136.83,0.0,Closed,2024-01-24
ORD-000171,1,PRD-00035,403,232.47,0.05,Superseded,2024-02-12
ORD-000171,1,PRD-00035,321,232.47,0.05,Closed,2024-02-19
ORD-000172,1,PRD-00237,418,263.73,0.0,Closed,2024-03-27
ORD-000173,1,PRD-01153,393,79.99,0.0,Closed,2024-04-02
ORD-000174,1,PRD-00136,259,371.28,0.0,Open,2023-12-03
ORD-000175,1,PRD-00610,347,173.98,0.0,Closed,2024-05-08
ORD-000175,2,PRD-00465,43,160.42,0.0,Closed,2024-05-08
ORD-000176,1,PRD-00474,399,238.29,0.0,Closed,2023-12-11
ORD-000176,2,PRD-00603,1,215.72,0.0,Superseded,2023-11-24
ORD-000176,2,PRD-00603,32,215.72,0.0,Closed,2023-12-11
ORD-000176,3,PRD-01127,457,107.94,0.0,Closed,2023-12-11
ORD-000177,1,PRD-00208,84,132.08,0.1,Open,2024-04-05
ORD-000177,2,PRD-00118,168,376.65,0.0,Closed,2024-04-05
ORD-000177,3,PRD-00699,76,128.69,0.0,Closed,2024-04-05
ORD-000178,1,PRD-00699,424,393.62,0.05,Closed,2024-03-22
ORD-000178,2,PRD-00773,278,26.8,0.0,Closed,2024-03-22
ORD-000179,1,PRD-01159,89,280.2,0.0,Closed,2024-06-19
ORD-000179,2,PRD-01258,386,56.58,0.15,Open,2024-06-19
ORD-000180,1,PRD-00616,435,371.72,0.0,Closed,2024-01-02
ORD-000181,1,PRD-00900,170,62.62,0.1,Closed,2024-04-20
ORD-000182,1,PRD-00861,348,101.82,0.0,Closed,2024-06-22
ORD-000183,1,PRD-00833,307,91.69,0.05,Closed,2024-05-03
ORD-000184,1,PRD-01101,149,204.63,0.05,Superseded,2024-05-09
ORD-000184,1,PRD-01101,206,204.63,0.05,Closed,2024-05-20
ORD-000185,1,PRD-00351,342,220.11,0.0,Closed,2024-02-19
ORD-000185,2,PRD-00829,247,162.5,0.0,Closed,2024-02-19
ORD-000186,1,PRD-00564,499,71.59,0.0,Closed,2023-12-01
ORD-000187,1,PRD-01226,219,288.57,0.1,Closed,2024-06-10
ORD-000187,2,PRD-00575,139,78.63,0.0,Closed,2024-06-10
ORD-000188,1,PRD-01357,178,174.69,0.05,Closed,2024-01-06
ORD-000189,1,PRD-00521,285,87.53,0.0,Closed,2024-03-09
ORD-000189,2,PRD-01011,264,369.25,0.0,Closed,2024-03-09
ORD-000190,1,PRD-00812,388,299.15,0.05,Closed,2024-01-13
ORD-000191,1,PRD-00463,1,289.98,0.1,Superseded,2023-11-16
ORD-000191,1,PRD-00463,19,289.98,0.1,Closed,2023-11-20
ORD-000192,1,PRD-00590,91,140.05,0.1,Open,2024-01-01
ORD-000193,1,PRD-00940,212,216.05,0.1,Closed,2024-05-27
ORD-000194,1,PRD-00681,107,305.72,0.0,Closed,2023-11-18
ORD-000195,1,PRD-01493,84,9.67,0.0,Open,2024-04-13
ORD-000196,1,PRD-00765,282,132.78,0.0,Closed,2024-02-23
ORD-000196,2,PRD-01296,429,358.02,0.05,Open,2024-02-23
ORD-000196,3,PRD-01023,373,39.25,0.05,Closed,2024-02-23
ORD-000197,1,PRD-01053,228,282.13,0.0,Closed,2023-12-12
ORD-000198,1,PRD-01129,329,44.77,0.0,Closed,2023-10-22
ORD-000199,1,PRD-01142,19,376.34,0.0,Closed,2023-12-10
ORD-000199,2,PRD-00058,42,293.57,0.0,Closed,2023-12-10
ORD-000200,1,PRD-00188,489,366.92,0.0,Closed,2024-01-13
ORD-000200,2,PRD-00457,445,198.79,0.0,Closed,2024-01-13
ORD-000201,1,PRD-01444,245,41.29,0.05,Open,2024-01-09
ORD-000202,1,PRD-00355,253,147.55,0.15,Superseded,2023-12-07
ORD-000202,1,PRD-00355,134,147.55,0.15,Closed,2023-12-13
ORD-000203,1,PRD-00882,344,364.31,0.05,Closed,2024-03-24
ORD-000203,2,PRD-01024,448,143.46,0.0,Closed,2024-03-24
ORD-000204,1,PRD-01321,397,398.31,0.0,Closed,2023-12-07
ORD-000205,1,PRD-00097,434,288.53,0.0,Closed,2024-01-31
ORD-000206,1,PRD-00011,378,385.63,0.0,Closed,2024-05-11
ORD-000206,2,PRD-00750,346,56.73,0.0,Closed,2024-05-11
ORD-000206,3,PRD-00966,274,322.54,0.0,Closed,2024-05-11
ORD-000207,1,PRD-01113,102,54.01,0.05,Closed,2023-10-21
ORD-000207,2,PRD-01156,441,157.72,0.0,Closed,2023-10-21
ORD-000208,1,PRD-00084,62,179.06,0.0,Closed,2024-02-08
ORD-000209,1,PRD-00172,465,277.04,0.05,Closed,2024-06-06
ORD-000210,1,PRD-00160,19,78.74,0.0,Closed,2023-11-02
ORD-000210,2,PRD-00848,94,254.72,0.0,Superseded,2023-10-18
ORD-000210,2,PRD-00848,16,254.72,0.0,Closed,2023-11-02
ORD-000210,3,PRD-00463,176,371.46,0.0,Closed,2023-11-02
ORD-000211,1,PRD-00134,44,288.36,0.0,Closed,2024-01-20
ORD-000212,1,PRD-00454,340,105.95,0.0,Closed,2024-03-14
ORD-000213,1,PRD-00362,379,288.58,0.0,Closed,2023-12-23
ORD-000214,1,PRD-00279,465,115.35,0.1,Closed,2023-10-06
ORD-000215,1,PRD-01082,470,125.81,0.0,Closed,2023-11-02
ORD-000215,2,PRD-01085,161,176.53,0.05,Open,2023-11-02
ORD-000216,1,PRD-00706,301,201.94,0.0,Closed,2023-12-24
ORD-000216,2,PRD-00551,102,92.01,0.1,Closed,2023-12-24
